,fund_id,fund_nm,index_id,fee,m_fee,t_fee,creation_unit,issuer_nm,urls,eval_flg,t0,ex_dt,ex_info,amount,amount_notes,unit_total,unit_incr,price,volume,last_dt,last_time,increase_rt,estimate_value,last_est_time,discount_rt,fund_nav,nav_dt,index_nm,index_increase_rt,idx_price_dt,owned,holded,pe,pb
0,159150,深证50ETF易方达,399850,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159150.shtml,Y,N,,,40800,,4.35,-0.04,1.066,1606.84,2024-04-30,15:14:39,-0.65,1.0624,23:50:00,0.06,1.0654,2024-04-30,深证50,-0.92,2024-04-30,0,0,-,-
1,159350,深证50ETF富国,399850,0.60,0.50,0.10,100.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159350/index.html,Y,N,,,64801,,6.88,-0.17,1.062,3675.90,2024-04-30,15:14:42,-0.75,1.0599,23:50:00,-0.08,1.0628,2024-04-30,深证50,-0.92,2024-04-30,0,0,-,-
2,159503,财富管理ETF,-,0.60,0.50,0.10,50.0,鹏扬基金,https://www.pyamc.com/front/productDetail_100236_159503.jhtml,Y,N,,,4378,,0.43,-0.10,0.991,1110.81,2024-04-30,15:14:45,-1.29,0.9921,23:50:00,-0.13,0.9923,2024-04-30,财富管理,-1.27,2024-04-30,0,0,-,-
3,159505,国证2000指数ETF,399303,0.60,0.50,0.10,300.0,博时基金,https://www.bosera.com/fund/159505.html,Y,N,,,5510,,0.50,0.00,0.914,182.05,2024-04-30,15:14:45,-0.44,0.9136,23:50:00,-0.14,0.9153,2024-04-30,国证2000,-0.68,2024-04-30,0,0,-,-
4,159507,电信ETF,399389,0.60,0.50,0.10,100.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159507,Y,N,,,6594,,0.61,0.00,0.932,241.20,2024-04-30,15:14:42,-1.06,0.9317,23:50:00,0.01,0.9319,2024-04-30,国证通信,-0.92,2024-04-30,0,0,-,-
5,159508,生物医药ETF基金,399441,0.60,0.50,0.10,60.0,华安基金,https://www.huaan.com.cn/funds/159508/index.shtml,Y,N,,,14383,,1.17,0.00,0.812,81.59,2024-04-30,15:14:42,-0.37,0.8106,23:50:00,0.16,0.8107,2024-04-30,生物医药,-0.56,2024-04-30,0,0,-,-
6,159510,沪深300价值ETF,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159510/index.shtml,Y,N,,,14713,,1.43,0.00,0.969,697.82,2024-04-30,15:14:45,0.00,0.9649,23:50:00,0.32,0.9659,2024-04-30,300价值稳健,-0.41,2024-04-30,0,0,-,-
7,159511,通信ETF基金,-,0.60,0.50,0.10,50.0,南方基金,https://www.nffund.com/main/nffund/personal-financing/detail.shtml?fundCode=159511,Y,N,,,4594,,0.43,0.01,0.932,162.37,2024-04-30,15:14:45,-1.06,0.9302,23:50:00,0.19,0.9302,2024-04-30,800通信,-1.27,2024-04-30,0,0,-,-
8,159512,汽车ETF,-,0.60,0.50,0.10,200.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159512,Y,N,,,7326,,0.83,0.11,1.137,2724.36,2024-04-30,15:14:51,-2.82,1.1313,23:50:00,0.48,1.1316,2024-04-30,汽车指数,-2.88,2024-04-30,0,0,-,-
9,159515,国企红利ETF,-,0.60,0.50,0.10,30.0,鹏扬基金,https://www.pyamc.com/front/productDetail_100236_159515.jhtml,Y,N,,,11709,,1.20,0.12,1.023,138.35,2024-04-30,15:14:48,-0.20,1.0224,23:50:00,0.05,1.0225,2024-04-30,国企红利,-0.23,2024-04-30,0,0,-,-
10,159516,半导体设备ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159516,Y,N,,,88459,,7.36,-0.14,0.832,6638.28,2024-04-30,15:14:51,-1.89,0.8299,23:50:00,0.24,0.8300,2024-04-30,半导体材料设备,-2.02,2024-04-30,0,0,-,-
11,159517,800增强ETF,000906,0.60,0.50,0.10,300.0,银华基金,http://www.yhfund.com.cn/main/qxjj/159517/fndFacts.shtml,Y,N,,,2674,,0.26,0.00,0.973,312.02,2024-04-30,15:14:48,-0.10,0.9691,23:50:00,0.03,0.9727,2024-04-30,中证800,-0.57,2024-04-30,0,0,-,-
12,159520,消费龙头ETF,-,0.57,0.50,0.07,100.0,工银瑞信,https://www.icbccs.com.cn/gyrx/jjcp/etf/159520/index.html,Y,N,,,2118,,0.22,-0.01,1.055,379.27,2024-04-30,15:14:54,0.57,1.0555,23:50:00,-0.04,1.0554,2024-04-30,消费龙头,0.40,2024-04-30,0,0,-,-
13,159521,2000指数ETF,399303,0.60,0.50,0.10,300.0,平安基金,http://www.fund.pingan.com/main/peanutFinance/yingPeanut/fundDetailV2/159521.shtml,Y,N,,,6627,,0.60,0.00,0.903,909.97,2024-04-30,15:14:57,-0.55,0.9024,23:50:01,-0.04,0.9034,2024-04-30,国证2000,-0.68,2024-04-30,0,0,-,-
14,159522,国证2000ETF景顺,399303,0.60,0.50,0.10,300.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159522/detail.html,Y,N,,,4690,,0.42,0.00,0.906,88.65,2024-04-30,15:14:57,-0.11,0.9048,23:50:01,0.04,0.9056,2024-04-30,国证2000,-0.68,2024-04-30,0,0,-,-
15,159523,沪深300成长ETF,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159523/index.shtml,Y,N,,,5152,,0.48,0.00,0.934,66.70,2024-04-30,15:14:57,-0.53,0.9309,23:50:01,0.20,0.9321,2024-04-30,300成长创新,-0.78,2024-04-30,0,0,-,-
16,159527,数据ETF,-,0.60,0.50,0.10,200.0,广发基金,https://www.gffunds.com.cn/funds/?fundcode=159527,Y,N,,,1610,,0.19,0.00,1.156,136.90,2024-04-30,15:15:00,-0.69,1.1542,23:50:01,0.15,1.1543,2024-04-30,云计算,-0.86,2024-04-30,0,0,-,-
17,159530,机器人100ETF,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159530.shtml,Y,N,,,2961,,0.31,0.02,1.052,333.82,2024-04-30,15:14:51,-1.22,1.0487,23:50:01,0.30,1.0489,2024-04-30,机器人100,-0.93,2024-04-30,0,0,-,-
18,159531,中证2000ETF,-,0.60,0.50,0.10,400.0,南方基金,https://www.nffund.com/main/nffund/personal-financing/detail.shtml?fundCode=159531,Y,N,,,33261,,2.90,0.00,0.873,8897.94,2024-04-30,15:15:00,-0.91,0.8736,23:50:01,-0.08,0.8737,2024-04-30,中证2000,-0.59,2024-04-30,0,0,-,-
19,159532,中证2000指数ETF,-,0.60,0.50,0.10,200.0,易方达,https://www.efunds.com.cn/fund/159532.shtml,Y,N,,,6556,,0.60,0.00,0.918,581.83,2024-04-30,15:14:54,-0.54,0.9199,23:50:01,-0.29,0.9207,2024-04-30,中证2000,-0.59,2024-04-30,0,0,-,-
20,159535,中证2000ETF指数,-,0.60,0.50,0.10,300.0,嘉实基金,https://www.jsfund.cn/main/fund/159535/fundManager.shtml,Y,N,,,3798,,0.35,0.00,0.909,198.11,2024-04-30,15:15:00,-0.87,0.9103,23:50:01,-0.31,0.9118,2024-04-30,中证2000,-0.59,2024-04-30,0,0,-,-
21,159536,中证2000ETF添富,-,0.60,0.50,0.10,400.0,汇添富,https://www.99fund.com/main/products/pofund/159536/fundgk.shtml,Y,N,,,10526,,0.93,0.00,0.886,1643.86,2024-04-30,15:14:06,-0.78,0.8870,23:50:01,-0.12,0.8871,2024-04-30,中证2000,-0.59,2024-04-30,0,0,-,-
22,159537,信创ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159537,Y,N,,,3464,,0.30,0.00,0.873,58.56,2024-04-30,15:14:03,-0.46,0.8702,23:50:01,0.30,0.8704,2024-04-30,国证信创,-1.06,2024-04-30,0,0,-,-
23,159538,信创ETF富国,-,0.60,0.50,0.10,100.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159538/index.html,Y,N,,,6030,,0.53,0.00,0.882,792.39,2024-04-30,15:14:57,-0.90,0.8824,23:50:01,-0.03,0.8823,2024-04-30,国证信创,-1.06,2024-04-30,0,0,-,-
24,159539,信创50ETF,-,0.60,0.50,0.10,200.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159539,Y,N,,,2657,,0.23,0.00,0.867,282.69,2024-04-30,15:14:09,-0.57,0.8662,23:50:01,0.09,0.8662,2024-04-30,国证信创,-1.06,2024-04-30,0,0,-,-
25,159540,信创ETF指数,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159540.shtml,Y,N,,,3351,,0.29,0.00,0.879,223.88,2024-04-30,15:14:06,-1.12,0.8799,23:50:01,-0.12,0.8801,2024-04-30,国证信创,-1.06,2024-04-30,0,0,-,-
26,159541,创业板综ETF万家,399102,0.60,0.50,0.10,150.0,万家基金,https://www.wjasset.com/products/etf/159541/index.html,Y,N,,,22659,,2.13,0.00,0.939,2627.44,2024-04-30,15:14:12,-0.84,0.9387,23:50:01,0.03,0.9387,2024-04-30,创业板综,-0.83,2024-04-30,0,0,-,-
27,159543,国证2000ETF基金,399303,0.52,0.45,0.07,400.0,工银瑞信,https://www.icbccs.com.cn/gyrx/jjcp/etf/159543/index.html,Y,N,,,5420,,0.48,0.00,0.879,171.88,2024-04-30,15:14:15,-0.90,0.8773,23:50:01,0.02,0.8788,2024-04-30,国证2000,-0.68,2024-04-30,0,0,-,-
28,159546,集成电路ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159546,Y,N,,,6131,,0.52,-0.01,0.849,1309.42,2024-04-30,15:14:21,-0.82,0.8479,23:50:01,0.12,0.8480,2024-04-30,集成电路,-1.05,2024-04-30,0,0,-,-
29,159547,红利低波50ETF,-,0.60,0.50,0.10,50.0,华夏基金,https://www.chinaamc.com/fund/159547/index.shtml,Y,N,,,3179,,0.34,0.01,1.074,464.32,2024-04-30,15:15:00,0.66,1.0724,23:50:01,0.16,1.0723,2024-04-30,红利低波,0.43,2024-04-30,0,0,-,-
30,159549,红利低波动ETF,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159549,Y,N,,,286552,,30.46,0.36,1.063,91.57,2024-04-30,15:14:09,0.38,1.0608,23:50:01,0.13,1.0616,2024-04-30,红利低波100,-0.01,2024-04-30,0,0,-,-
31,159551,机器人产业ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159551,Y,N,,,10692,,0.99,0.00,0.927,1267.84,2024-04-30,15:14:03,-1.38,0.9264,23:50:01,-0.03,0.9273,2024-04-30,机器人,-1.13,2024-04-30,0,0,-,-
32,159555,2000增强ETF,-,0.60,0.50,0.10,300.0,银华基金,http://www.yhfund.com.cn/main/qxjj/159555/fndFacts.shtml,Y,N,,,7046,,0.65,0.00,0.919,1102.66,2024-04-30,15:14:24,-0.54,0.9168,23:50:01,0.04,0.9186,2024-04-30,中证2000,-0.59,2024-04-30,0,0,-,-
33,159556,中证2000ETF增强,-,0.60,0.50,0.10,300.0,平安基金,http://www.fund.pingan.com/main/peanutFinance/yingPeanut/fundDetailV2/159556.shtml,Y,N,,,14756,,1.27,0.00,0.860,633.05,2024-04-30,15:14:12,-0.92,0.8609,23:50:01,0.02,0.8598,2024-04-30,中证2000,-0.59,2024-04-30,0,0,-,-
34,159559,机器人ETF基金,-,0.60,0.50,0.10,50.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159559/detail.html,Y,N,,,5608,,0.53,0.03,0.951,359.26,2024-04-30,15:14:06,-0.73,0.9517,23:50:01,-0.07,0.9517,2024-04-30,机器人100,-0.93,2024-04-30,0,0,-,-
35,159560,芯片50ETF,-,0.60,0.50,0.10,50.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159560/detail.html,Y,N,,,17842,,1.45,-0.02,0.813,457.60,2024-04-30,15:14:27,-1.09,0.8133,23:50:01,-0.04,0.8133,2024-04-30,芯片产业,-1.23,2024-04-30,0,0,-,-
36,159562,黄金股ETF,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159562/index.shtml,Y,N,,,23213,,3.09,0.00,1.332,3413.81,2024-04-30,15:14:30,-1.33,1.3265,23:50:01,0.40,1.3267,2024-04-30,SSH黄金股票,-1.09,2024-04-30,0,0,-,-
37,159563,创业板综ETF华夏,399102,0.60,0.50,0.10,200.0,华夏基金,https://www.chinaamc.com/fund/159563/index.shtml,Y,N,,,1136,,0.12,-0.02,1.091,28.25,2024-04-30,15:14:06,-0.82,1.0911,23:50:01,0.02,1.0908,2024-04-30,创业板综,-0.83,2024-04-30,0,0,-,-
38,159565,汽车零部件ETF,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159565.shtml,Y,N,,,1663,,0.18,0.00,1.092,259.79,2024-04-30,15:14:33,0.18,1.0884,23:50:01,0.34,1.0883,2024-04-30,汽车零部件,-0.11,2024-04-30,0,0,-,-
39,159571,创业板200ETF富国,399019,0.60,0.50,0.10,200.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159571/index.html,Y,N,,,5198,,0.48,0.00,0.925,102.12,2024-04-30,15:14:12,-0.75,0.9256,23:50:01,-0.11,0.9260,2024-04-30,创业200,-0.80,2024-04-30,0,0,-,-
40,159572,创业板200ETF易方达,399019,0.20,0.15,0.05,200.0,易方达,https://www.efunds.com.cn/fund/159572.shtml,Y,N,,,7575,,0.69,-0.02,0.905,755.70,2024-04-30,15:14:39,-0.98,0.9054,23:50:01,-0.06,0.9055,2024-04-30,创业200,-0.80,2024-04-30,0,0,-,-
41,159573,创业板200ETF华夏,399019,0.60,0.50,0.10,200.0,华夏基金,https://www.chinaamc.com/fund/159573/index.shtml,Y,N,,,42546,,3.83,0.00,0.901,2474.07,2024-04-30,15:14:15,-0.88,0.9011,23:50:01,-0.02,0.9012,2024-04-30,创业200,-0.80,2024-04-30,0,0,-,-
42,159575,创业板200ETF银华,399019,0.60,0.50,0.10,200.0,银华基金,http://www.yhfund.com.cn/main/qxjj/159575/fndFacts.shtml,Y,N,,,6341,,0.59,0.00,0.923,50.71,2024-04-30,15:14:18,-0.65,0.9216,23:50:01,0.13,0.9218,2024-04-30,创业200,-0.80,2024-04-30,0,0,-,-
43,159576,深证100ETF广发,399330,0.60,0.50,0.10,150.0,广发基金,https://www.gffunds.com.cn/funds/?fundcode=159576,Y,N,,,3001,,0.32,-0.24,1.051,1293.02,2024-04-30,15:14:18,-0.66,1.0490,23:50:01,-0.03,1.0513,2024-04-30,深证100,-1.03,2024-04-30,0,0,-,-
44,159581,红利ETF基金,-,0.60,0.50,0.10,100.0,万家基金,https://www.wjasset.com/products/etf/159581/index.html,Y,N,,,9323,,0.95,-0.20,1.019,2752.97,2024-04-30,15:14:45,0.20,1.0184,23:50:01,-0.04,1.0194,2024-04-30,中证红利,0.08,2024-04-30,0,0,-,-
45,159586,计算机ETF南方,-,,,,,南方基金,https://www.nffund.com/main/nffund/personal-financing/detail.shtml?fundCode=159586,Y,N,,,5853,,0.54,-0.01,0.928,645.92,2024-04-30,15:14:21,-1.07,0.9282,23:50:01,-0.05,0.9285,2024-04-30,计算机,-1.36,2024-04-30,0,0,-,-
46,159591,中证A50ETF,-,0.20,0.15,0.05,150.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159591/index.html,Y,N,,,140941,,14.32,1.05,1.016,15124.05,2024-04-30,15:14:24,-0.39,1.0131,23:50:01,0.09,1.0151,2024-04-30,中证50,-0.73,2024-04-30,0,0,-,-
47,159592,A50ETF基金,-,0.20,0.15,0.05,200.0,银华基金,http://www.yhfund.com.cn/main/qxjj/159592/fndFacts.shtml,Y,N,,,126231,,12.75,-0.57,1.010,32590.18,2024-04-30,15:14:24,-0.39,1.0067,23:50:01,0.13,1.0087,2024-04-30,中证50,-0.73,2024-04-30,0,0,-,-
48,159593,中证A50指数ETF,-,0.20,0.15,0.05,150.0,平安基金,http://www.fund.pingan.com/main/peanutFinance/yingPeanut/fundDetailV2/159593.shtml,Y,N,,,297070,,30.48,1.63,1.026,30609.18,2024-04-30,15:14:27,-0.48,1.0215,23:50:01,0.24,1.0235,2024-04-30,中证50,-0.73,2024-04-30,0,0,-,-
49,159595,中证A50ETF基金,-,0.20,0.15,0.05,100.0,大成基金,https://www.dcfund.com.cn/main/fund/productdetail/index.shtml?product_code=159595,Y,N,,,227511,,23.32,-0.08,1.025,22881.84,2024-04-30,15:14:30,-0.49,1.0216,23:50:01,0.14,1.0236,2024-04-30,中证50,-0.73,2024-04-30,0,0,-,-
50,159596,A50ETF华宝,-,0.20,0.15,0.05,150.0,华宝基金,https://www.fsfund.com/funds/159596/index.shtml,Y,N,,,134384,,13.55,-0.60,1.008,20296.68,2024-04-30,15:14:33,-0.40,1.0059,23:50:01,0.01,1.0079,2024-04-30,中证50,-0.73,2024-04-30,0,0,-,-
51,159601,A50ETF,-,0.60,0.50,0.10,260.0,华夏基金,https://www.chinaamc.com/fund/159601/index.shtml,Y,N,,,541559,,40.83,0.18,0.754,9962.97,2024-04-30,15:14:27,-0.53,0.7515,23:50:01,0.15,0.7529,2024-04-30,中国A50互联互通,-0.70,2024-04-30,0,0,-,-
52,159602,中国A50ETF,-,0.60,0.50,0.10,200.0,南方基金,https://www.nffund.com/main/nffund/personal-financing/detail.shtml?fundCode=159602,Y,N,,,164254,,12.35,0.00,0.752,1170.15,2024-04-30,15:14:48,-0.53,0.7502,23:50:01,0.05,0.7516,2024-04-30,中国A50互联互通,-0.70,2024-04-30,0,0,-,-
53,159603,双创龙头ETF,-,0.60,0.50,0.10,100.0,天弘基金,http://www.thfund.com.cn/fundinfo/159603,Y,N,,,249707,,18.45,0.00,0.739,267.27,2024-04-30,15:14:36,-1.07,0.7367,23:50:01,0.00,0.7390,2024-04-30,科创创业50,-1.51,2024-04-30,0,0,-,-
54,159606,中证500成长ETF,-,0.60,0.50,0.10,100.0,易方达,https://www.efunds.com.cn/fund/159606.shtml,Y,N,,,51822,,4.43,0.00,0.855,973.74,2024-04-30,15:14:54,0.23,0.8541,23:50:01,0.13,0.8539,2024-04-30,500质量,0.02,2024-04-30,0,0,-,-
55,159608,稀有金属ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159608&fromSearch=1,Y,N,,,41441,,2.26,0.00,0.546,1303.10,2024-04-30,15:14:30,-1.80,0.5445,23:50:01,0.28,0.5445,2024-04-30,CS稀金属,-1.95,2024-04-30,0,0,-,-
56,159609,光伏龙头ETF,-,0.60,0.50,0.10,0.0,浦银安盛,https://www.py-axa.com/productDetails?fundCode=159609,Y,N,,,46990,,2.18,-0.06,0.464,924.56,2024-04-30,15:14:33,-1.28,0.4605,23:50:01,0.74,0.4606,2024-04-30,光伏产业,-2.40,2024-04-30,0,0,-,-
57,159610,500ETF增强,000905,0.60,0.50,0.10,100.0,景顺长城,http://www.igwfmc.com/main/jjcp/product/159610/detail.html,Y,N,,,97757,,7.73,0.00,0.791,1983.97,2024-04-30,15:14:39,-0.50,0.7898,23:50:01,-0.06,0.7915,2024-04-30,中证500,-0.68,2024-04-30,0,0,-,-
58,159611,电力ETF,-,0.60,0.50,0.10,80.0,广发基金,http://www.gffunds.com.cn/funds/?fundcode=159611&fromSearch=1,Y,N,,,229436,,22.65,0.34,0.987,15213.00,2024-04-30,15:14:21,0.61,0.9849,23:50:01,0.20,0.9850,2024-04-30,电力指数,0.70,2024-04-30,0,0,-,-
59,159613,信息安全ETF,399994,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159613/fundManager.shtml,Y,N,,,10759,,0.76,-0.01,0.706,709.89,2024-04-30,15:14:57,-0.70,0.7046,23:50:01,0.20,0.7046,2024-04-30,信息安全,-0.94,2024-04-30,0,0,-,-
60,159616,农牧ETF,-,0.60,0.50,0.10,100.0,建信基金,https://www.ccbfund.cn/fund_info/info.jspx?fundCode=159616,Y,N,,,10956,,0.77,0.00,0.700,255.80,2024-04-30,15:14:42,-0.28,0.6999,23:50:01,0.01,0.6999,2024-04-30,农牧主题,-0.44,2024-04-30,0,0,-,-
61,159617,500价值ETF,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159617/index.shtml,Y,N,,,5442,,0.59,0.01,1.084,301.01,2024-04-30,15:15:00,0.00,1.0842,23:50:01,-0.01,1.0841,2024-04-30,500价值稳健,-0.23,2024-04-30,0,0,-,-
62,159618,光伏ETF指数基金,-,0.60,0.50,0.10,100.0,华安基金,https://www.huaan.com.cn/funds/159618/index.shtml,Y,N,,,27013,,1.71,-0.01,0.633,253.80,2024-04-30,15:14:45,-2.47,0.6339,23:50:01,-0.16,0.6340,2024-04-30,光伏产业,-2.40,2024-04-30,0,0,-,-
63,159619,基建ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159619,Y,N,,,25098,,2.33,0.01,0.928,2844.96,2024-04-30,15:14:27,-1.69,0.9295,23:50:01,-0.16,0.9295,2024-04-30,中证基建,-1.09,2024-04-30,0,0,-,-
64,159620,500成长ETF,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159620/index.shtml,Y,N,,,3714,,0.32,0.00,0.868,173.80,2024-04-30,15:14:03,-0.12,0.8669,23:50:01,0.14,0.8668,2024-04-30,500成长创新,-0.47,2024-04-30,0,0,-,-
65,159622,创新药ETF沪港深,-,0.55,0.50,0.05,100.0,西藏东财,https://www.dongcaijijin.com/fund/cpxq?fcode=159622,Y,N,,,19160,,1.41,-0.04,0.736,827.58,2024-04-30,15:14:33,-0.81,0.7328,23:50:01,0.48,0.7325,2024-04-30,SHS创新药,-0.74,2024-04-30,0,0,-,-
66,159623,成渝经济圈ETF,-,0.45,0.40,0.05,100.0,博时基金,https://www.bosera.com/fund/159623.html,Y,N,,,409927,,31.52,0.00,0.769,359.04,2024-04-30,15:14:36,-1.16,0.7667,23:50:01,0.22,0.7673,2024-04-30,成渝经济圈,-1.31,2024-04-30,0,0,-,-
67,159625,绿色电力ETF,399438,0.60,0.50,0.10,40.0,嘉实基金,https://www.jsfund.cn/main/fund/159625/fundManager.shtml,Y,N,,,19051,,2.13,-0.03,1.120,2276.92,2024-04-30,15:14:39,0.81,1.1175,23:50:01,0.23,1.1174,2024-04-30,绿色电力,0.60,2024-04-30,0,0,-,-
68,159627,A100ETF,000903,0.60,0.50,0.10,200.0,华夏基金,https://www.chinaamc.com/fund/159627/index.shtml,Y,N,,,2912,,0.28,-0.04,0.955,215.57,2024-04-30,15:14:06,-0.83,0.9538,23:50:01,0.01,0.9549,2024-04-30,中证100,-0.73,2024-04-30,0,0,-,-
69,159628,国证2000ETF,399303,0.60,0.50,0.10,300.0,万家基金,https://www.wjasset.com/products/etf/159628/index.html,Y,N,,,123528,,10.82,0.37,0.876,9471.68,2024-04-30,15:14:42,-1.02,0.8776,23:50:01,-0.14,0.8772,2024-04-30,国证2000,-0.68,2024-04-30,0,0,-,-
70,159629,1000ETF,000852,0.60,0.50,0.10,300.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159629/index.html,Y,N,,,297925,,65.75,2.12,2.207,20689.00,2024-04-30,15:14:45,-0.90,2.2085,23:50:01,-0.09,2.2090,2024-04-30,中证1000,-0.86,2024-04-30,0,0,-,-
71,159630,A100ETF基金,000903,0.20,0.15,0.05,200.0,汇添富,https://www.99fund.com/main/products/pofund/159630/fundgk.shtml,Y,N,,,2911,,0.29,0.00,0.997,754.90,2024-04-30,15:14:48,-0.70,0.9960,23:50:01,-0.03,0.9973,2024-04-30,中证100,-0.73,2024-04-30,0,0,-,-
72,159631,中证A100ETF,000903,0.60,0.50,0.10,200.0,招商基金,http://www.cmfchina.com/main/159631/fundinfo.shtml,Y,N,,,20133,,1.79,0.00,0.891,1060.68,2024-04-30,15:14:51,-0.56,0.8894,23:50:01,0.06,0.8905,2024-04-30,中证100,-0.73,2024-04-30,0,0,-,-
73,159633,中证1000指数ETF,000852,0.60,0.50,0.10,280.0,易方达,https://www.efunds.com.cn/fund/159633.shtml,Y,N,,,115316,,25.51,0.82,2.212,13125.89,2024-04-30,15:14:39,-0.85,2.2114,23:50:01,0.01,2.2118,2024-04-30,中证1000,-0.86,2024-04-30,0,0,-,-
74,159635,基建50ETF,-,0.60,0.50,0.10,100.0,华夏基金,https://www.chinaamc.com/fund/159635/index.shtml,Y,N,,,11885,,1.17,0.00,0.987,1517.32,2024-04-30,15:14:48,-1.30,0.9862,23:50:01,0.07,0.9863,2024-04-30,中证基建,-1.09,2024-04-30,0,0,-,-
75,159636,港股通科技30ETF,-,0.52,0.45,0.07,100.0,工银瑞信,https://www.icbccs.com.cn/gyrx/jjcp/etf/ganggutongkj30/index.html,Y,Y,,,217825,,17.03,0.44,0.782,11203.80,2024-04-30,15:14:54,-0.26,0.7661,23:50:01,2.30,0.7644,2024-04-30,港股通科技,-0.91,2024-04-30,0,0,-,-
76,159637,新能源车龙头ETF,399976,0.55,0.50,0.05,100.0,西藏东财,https://www.dongcaijijin.com/fund/cpxq?fcode=159637,Y,N,,,181677,,9.96,-0.01,0.548,1325.70,2024-04-30,15:14:57,-1.79,0.5469,23:50:01,-0.13,0.5487,2024-04-30,CS新能车,-1.90,2024-04-30,0,0,-,-
77,159638,高端装备ETF,-,0.60,0.50,0.10,100.0,嘉实基金,https://www.jsfund.cn/main/fund/159638/fundManager.shtml,Y,N,,,116434,,7.88,0.04,0.677,2775.56,2024-04-30,15:14:42,-1.17,0.6769,23:50:01,0.01,0.6769,2024-04-30,高装细分50,-1.26,2024-04-30,0,0,-,-
78,159639,碳中和ETF南方,-,0.60,0.50,0.10,200.0,南方基金,https://www.nffund.com/main/nffund/personal-financing/detail.shtml?fundCode=159639,Y,N,,,130529,,9.48,-0.03,0.726,370.02,2024-04-30,15:14:51,-0.68,0.7236,23:50:01,0.06,0.7256,2024-04-30,SEEE碳中和,-1.17,2024-04-30,0,0,-,-
79,159640,碳中和龙头ETF,-,0.55,0.45,0.10,100.0,工银瑞信,https://www.icbccs.com.cn/gyrx/jjcp/etf/tanzhongheltetf/index.html,Y,N,,,37185,,2.69,-0.12,0.723,890.50,2024-04-30,15:14:54,-0.69,0.7210,23:50:01,0.00,0.7230,2024-04-30,SEEE碳中和,-1.17,2024-04-30,0,0,-,-
80,159641,双碳ETF,-,0.60,0.50,0.10,100.0,招商基金,http://www.cmfchina.com/main/159641/fundinfo.shtml,Y,N,,,47872,,3.58,-0.01,0.748,1147.48,2024-04-30,15:14:57,-0.66,0.7450,23:50:01,0.12,0.7471,2024-04-30,SEEE碳中和,-1.17,2024-04-30,0,0,-,-
81,159642,碳中和100ETF,-,0.60,0.50,0.10,100.0,大成基金,https://www.dcfund.com.cn/main/fund/productdetail/index.shtml?product_code=159642,Y,N,,,17044,,1.26,0.00,0.741,375.97,2024-04-30,15:15:00,-0.54,0.7382,23:50:01,0.08,0.7404,2024-04-30,SEEE碳中和,-1.17,2024-04-30,0,0,-,-
82,159643,疫苗ETF,-,0.60,0.50,0.10,100.0,国泰基金,https://e.gtfund.com/Etrade/Jijin/view/id/159643,Y,N,,,9839,,0.63,0.00,0.643,585.66,2024-04-30,15:14:12,-0.62,0.6420,23:50:01,0.16,0.6420,2024-04-30,疫苗生科,-0.72,2024-04-30,0,0,-,-
83,159645,疫苗ETF富国,-,0.60,0.50,0.10,100.0,富国基金,https://www.fullgoal.com.cn/funds/zhishu/159645/index.html,Y,N,,,2054,,0.15,0.00,0.725,391.14,2024-04-30,15:14:03,-0.68,0.7245,23:50:01,0.06,0.7246,2024-04-30,疫苗生科,-0.72,2024-04-30,0,0,-,-
