,name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
295,沪深300ETF华夏,510330,3.68,9946,10004,宽基，大盘股,0.60%,华夏基金,2013-01-16,沪深300指数,54012.09,10200,10496,9136,7353,10089,981.21
296,港股通50ETF,513550,0.765,9987,10102,跨境，香港,0.60%,华泰柏瑞基金,2021-01-13,港股通50港元指数,15424.26,10744,10596,9515,7328,10000,28.8
297,基建ETF,159619,0.928,9831,9984,主题，基建,0.60%,国泰基金,2022-02-18,中证基建指数,2873.7,10311,11154,8413,10000,10000,2.29
298,绿电ETF,159669,1.027,10059,10001,主题，新兴产业，新能源,0.60%,国泰基金,2023-01-11,绿色电力指数,1326.92,10219,10891,10332,10000,10000,0.531
299,中证100ETF基金,562000,0.856,9930,9995,宽基，大盘股,0.60%,华宝基金,2022-08-01,中证100指数,3596.28,10178,10516,9068,10000,10000,7.58
300,5GETF,159994,0.783,9937,9991,主题，新兴产业，5G,0.60%,银华基金,2020-02-28,5G通信指数,3491.34,10343,10357,10169,9052,10000,16.39
301,港股通红利ETF,513530,1.239,10156,10000,跨境，香港，红利,0.60%,华泰柏瑞基金,2022-04-25,港股通高股息港元指数,4876.35,11043,11243,10746,10000,10000,2.6
302,港股科技ETF,513020,0.666,9940,10068,跨境，香港，科技,0.60%,国泰基金,2022-02-08,HKC科技人民币指数,5175.25,10439,9514,8661,10000,10000,2.97
303,有色60ETF,159881,1.034,9904,9989,行业，资源，有色金属,0.60%,国泰基金,2021-07-01,中证有色指数,2876.85,10289,11239,9792,10000,10000,2.11
304,电子ETF,159997,0.859,9885,10011,行业，电子,0.60%,天弘基金,2020-03-20,CS电子指数,4996.97,10082,9481,8756,7082,10000,14.81
305,恒生红利ETF,513950,0.994,9970,10000,跨境，香港,0.60%,富国基金,2023-04-28,恒生港股通高股息低波动指数,2774.65,10563,10640,10251,10000,10000,2.44
306,医疗创新ETF,516820,0.354,9944,9992,行业，医药,0.60%,平安基金,2021-07-01,CS医药创新指数,2801.07,10028,8655,7453,10000,10000,11.32
307,军工ETF龙头,512680,0.913,9870,10013,行业，军工,0.60%,广发基金,2016-10-14,中证军工指数,2800.28,9881,9269,8152,8662,12305,31.82
308,纳斯达克100ETF,159659,1.389,10014,10000,跨境，美国,0.65%,招商基金,2023-04-25,纳斯达克100指数,2643.09,9795,10563,13821,10000,10000,4.71
309,中证A50ETF,159591,1.016,9961,10028,,0.20%,富国基金,2024-03-18,中证A50指数,16266.97,10263,10000,10000,10000,10000,15.35
310,数字经济ETF,560800,0.565,9895,10014,主题，数字经济,0.60%,鹏扬基金,2022-01-07,数字经济指数,3583.76,9965,9232,7594,10000,10000,10.7
311,新能源车龙头ETF,159637,0.548,9821,10020,主题，新兴产业，新能源车,0.55%,东财基金,2022-09-01,CS新能车指数,1435.57,10074,9368,7249,10000,10000,9.99
312,基本面50ETF,512750,1.202,9975,9984,策略，价值,0.60%,嘉实基金,2019-07-05,基本面50指数,1205.08,10212,11130,10025,10647,10000,1.51
313,新能车ETF,159824,0.735,9866,10043,主题，新兴产业，新能源车,0.60%,博时基金,2021-01-11,CS新能车指数,1133.19,10110,9375,7350,7365,10000,2.35
314,中证1000ETF基金,560110,0.793,9900,9992,宽基，中小盘,0.20%,汇添富基金,2022-08-08,中证1000指数,2584.04,10115,9329,8252,10000,10000,3.22
315,智能车ETF,159888,0.884,9944,10000,主题，智能汽车,0.60%,华夏基金,2021-05-21,CS智汽车指数,1269.61,9955,9237,9704,10000,10000,1.21
316,科创信息技术ETF,588100,0.922,9872,10012,行业，信息技术，科创板,0.60%,嘉实基金,2022-05-27,科创信息指数,3092.39,10055,9048,7406,10000,10000,3.34
317,恒生医疗ETF,159506,0.761,9870,10000,跨境，香港，医疗,0.60%,富国基金,2023-07-03,恒生港股通医疗保健指数,8121.93,9974,7960,10000,10000,10000,3.23
318,医疗ETF,159828,0.416,9905,9990,行业，医药,0.60%,国泰基金,2021-01-12,中证医疗指数,5125.19,10048,8613,7063,4039,10000,20.13
319,上海金ETF基金,159831,5.349,9976,10000,商品，黄金,0.60%,嘉实基金,2022-04-07,上海金,1164.31,10300,11345,12254,10000,10000,0.579
320,红利低波ETF基金,515300,1.44,10084,10020,策略，红利，低波动,0.60%,嘉实基金,2019-09-19,300红利LV指数,3895.14,10382,11365,11254,13368,10000,13.36
321,化工龙头ETF,516220,0.671,9882,9996,行业，化工,0.60%,国泰基金,2021-03-10,细分化工指数,2041.25,10419,10403,8703,6975,10000,1.65
322,工银沪深300ETF,510350,3.885,9941,10007,宽基，大盘股,0.20%,工银瑞信基金,2019-08-16,沪深300指数,2544.53,10205,10537,9193,7474,10000,30.82
323,计算机ETF,159998,0.725,9877,9997,行业，计算机,0.60%,天弘基金,2020-04-13,CS计算机指数,2995.5,9797,9166,7122,6898,10000,19.5
324,科技ETF,159807,0.452,9934,10080,主题，新兴产业，科技,0.20%,易方达基金,2020-03-30,科技50指数,1197.09,10135,9556,7713,5657,10000,5.57
325,电子ETF,515260,0.68,9927,10012,行业，电子,0.60%,华宝基金,2020-07-31,电子50指数,1196.36,10104,9742,8995,7010,10000,5.12
326,医疗器械ETF,159883,0.524,10019,9988,行业，医药，医疗器械,0.60%,永赢基金,2021-04-30,医疗器械指数,3548.98,10214,9291,8111,10000,10000,16.94
327,家电ETF龙头,560880,1.256,10211,9993,行业，家电,0.60%,广发基金,2022-04-12,家用电器指数,1642.56,10790,11565,11115,10000,10000,6.05
328,机器人产业ETF,159551,0.927,9862,10006,主题，新兴产业，机器人,0.60%,国泰基金,2023-11-16,机器人指数,1196.03,9936,9666,10000,10000,10000,0.998
329,沪深300ETF,159919,3.739,9944,10001,宽基，大盘股,0.60%,嘉实基金,2012-05-28,沪深300指数,98361.25,10199,10503,9133,7349,10072,1053.74
330,中证1000ETF,159845,2.209,9888,9984,宽基，中小盘,0.60%,华夏基金,2021-03-31,中证1000指数,105053.21,10096,9305,8200,8992,10000,146.82
331,恒生科技ETF,159740,0.488,9959,10000,跨境，香港，科技,0.60%,大成基金,2021-05-27,恒生科技指数,50195.87,10495,9839,9494,10000,10000,27.66
332,中证1000ETF指数,560010,2.202,9897,9991,宽基，中小盘,0.20%,广发基金,2022-08-04,中证1000指数,45642.36,10101,9299,8207,10000,10000,124.81
333,中证500ETF华夏,512500,2.933,9932,9999,宽基，中小盘,0.60%,华夏基金,2015-05-29,中证500指数,45127.46,10291,10003,8803,8753,11182,131.6
334,中证A50ETF基金,159595,1.025,9951,10033,,0.20%,大成基金,2024-03-18,中证A50指数,31166.32,10281,10000,10000,10000,10000,21.13
335,A50ETF基金,159592,1.01,9961,10033,,0.20%,银华基金,2024-03-18,中证A50指数,25659.78,10275,10000,10000,10000,10000,19.1
336,A50ETF华宝,159596,1.008,9960,10021,,0.20%,华宝基金,2024-03-18,中证A50指数,24176.04,10244,10000,10000,10000,10000,12.79
337,科创板100ETF,588120,0.827,9940,10007,宽基，中小盘，科创板,0.60%,国泰基金,2023-09-15,科创100指数,22214.37,10261,8439,10000,10000,10000,15.45
338,沪深300ETF南方,159925,3.607,9950,10013,宽基，大盘股,0.20%,南方基金,2013-04-11,沪深300指数,20725.05,10209,10511,9164,7474,10876,37.9
339,恒生科技ETF龙头,513380,0.903,9934,10000,跨境，香港，科技,0.60%,广发基金,2022-05-12,恒生科技指数,17364.96,10488,9880,9586,10000,10000,23.43
340,恒生科技ETF指数基金,513580,0.502,9941,10000,跨境，香港，科技,0.60%,华安基金,2021-05-27,恒生科技指数,15823.56,10524,9980,9729,10000,10000,14.75
341,恒生科技指数ETF,159742,0.499,9940,10000,跨境，香港，科技,0.65%,博时基金,2021-05-25,恒生科技指数,14426.96,10505,9823,9578,10000,10000,11.02
342,中证A50ETF易方达,563080,1.022,9922,10017,,0.20%,易方达基金,2024-03-18,中证A50指数,13658.03,10251,10000,10000,10000,10000,9.02
343,中证1000指数ETF,159633,2.212,9915,10003,宽基，中小盘,0.20%,易方达基金,2022-08-04,中证1000指数,13489.41,10142,9369,8269,10000,10000,24.84
344,创业板ETF广发,159952,1.106,9893,10055,宽基，中小盘,0.20%,广发基金,2017-05-19,创业板指,13439.27,10269,9893,8091,6220,11842,61.31
345,港股通科技30ETF,159636,0.782,9974,10203,跨境，香港，科技,0.52%,工银瑞信基金,2022-07-20,港股通科技指数,12773.56,10831,10358,9200,10000,10000,11.99
346,信创ETF,562570,1.001,9843,10000,行业，信息技术,0.60%,华夏基金,2024-04-30,中证信创指数,11852.88,10000,10000,10000,10000,10000,2.28
347,芯片产业ETF,159310,0.996,9871,10000,行业，半导体，芯片,0.55%,天弘基金,2024-04-30,芯片产业指数,10602.73,10000,10000,10000,10000,10000,2.33
348,沪深300ETF基金,510360,1.307,9954,10006,宽基，大盘股,0.60%,广发基金,2015-09-09,沪深300指数,10026.5,10187,10506,9159,7456,10439,36.77
349,油气ETF博时,561760,1.0,10060,10000,,0.60%,博时基金,2024-04-29,油气资源指数,8793.11,10000,10000,10000,10000,10000,2.61
350,中证500ETF基金,510510,1.671,9929,10001,宽基，中小盘,0.60%,广发基金,2013-05-24,中证500指数,7241.88,10289,10018,8837,8749,11185,29.57
351,德国ETF,159561,0.987,10061,10000,跨境，德国,0.60%,嘉实基金,2024-04-30,德国DAX指数,7232.78,10000,10000,10000,10000,10000,2.1
352,恒生科技ETF基金,159741,0.489,9919,10000,跨境，香港，科技,0.70%,嘉实基金,2021-06-03,恒生科技指数,7100.1,10494,9839,9588,10000,10000,6.26
353,集成电路ETF,562820,1.051,9887,10000,行业，半导体，芯片,0.60%,嘉实基金,2024-04-22,集成电路指数,6942.4,10000,10000,10000,10000,10000,3.52
354,医药ETF,159929,1.318,9985,9998,行业，医药,0.60%,汇添富基金,2013-09-16,中证医药指数,6391.08,10249,9090,8101,5226,8917,17.0
355,中证A50指数ETF,562890,1.019,9932,10014,,0.20%,嘉实基金,2024-03-18,中证A50指数,6069.48,10252,10000,10000,10000,10000,14.42
356,上证180ETF,510180,3.378,9956,10000,宽基，大盘股,0.60%,华安基金,2006-05-18,上证180指数,5763.94,10218,10616,9381,8049,10116,194.66
357,中证A50ETF基金,561230,1.021,9932,10024,,0.20%,工银瑞信基金,2024-03-18,中证A50指数,5575.08,10282,10000,10000,10000,10000,12.46
358,银行ETF天弘,515290,1.083,10065,10016,行业，金融，银行,0.60%,天弘基金,2020-12-28,中证银行指数,5443.14,10494,11695,11131,9810,10000,47.89
359,科创芯片ETF基金,588290,0.913,9849,9998,行业，半导体，芯片，科创板,0.60%,华安基金,2022-10-26,科创芯片指数,5447.23,10011,8533,6669,10000,10000,8.81
360,恒生红利低波ETF,159545,1.019,9961,10000,跨境，香港,0.20%,易方达基金,2024-04-15,恒生港股通高股息低波动指数,5436.05,10000,10000,10000,10000,10000,4.12
361,创业板ETF天弘,159977,1.905,9891,10053,宽基，中小盘,0.60%,天弘基金,2019-09-27,创业板R指数,5130.21,10264,9865,8075,6185,10000,76.07
362,饮食ETF,159736,0.77,10039,10026,行业，食品饮料,0.60%,天弘基金,2021-09-27,CS食品饮指数,5117.72,10212,10118,8415,10000,10000,53.58
363,恒生国企ETF,159850,0.624,9968,10000,跨境，香港，中概股,0.65%,华夏基金,2021-02-19,恒生中国企业指数,4770.42,10796,11064,9921,6582,10000,6.43
364,恒生生物科技ETF,159615,0.637,9907,10000,跨境，香港，生物科技,0.65%,南方基金,2022-06-28,恒生香港上市生物科技指数,4772.79,10111,8043,6670,10000,10000,3.13
365,科创100ETF南方,588900,0.824,9952,9990,宽基，中小盘，科创板,0.60%,南方基金,2023-12-18,科创100指数,4567.59,10262,8469,10000,10000,10000,3.39
366,科创100ETF指数,588880,0.794,9962,10019,宽基，中小盘，科创板,0.60%,华泰柏瑞基金,2023-11-16,科创100指数,4509.7,10285,8492,10000,10000,10000,3.85
367,香港科技ETF,159747,0.906,9902,10000,跨境，香港，科技,0.65%,南方基金,2021-07-14,港股科技港币指数,4378.68,10498,9859,8997,10000,10000,2.77
368,机器人指数ETF,159526,1.047,9877,10000,主题，新兴产业，机器人,0.60%,嘉实基金,2024-04-24,机器人指数,4388.11,10000,10000,10000,10000,10000,2.08
369,科创芯片ETF南方,588890,1.054,9869,10000,行业，半导体，芯片，科创板,0.60%,南方基金,2024-04-23,科创芯片指数,4367.62,10000,10000,10000,10000,10000,3.09
370,恒生央企ETF,513170,1.049,10125,10000,,0.65%,鹏华基金,2024-04-19,恒生中国央企指数,4295.39,10000,10000,10000,10000,10000,2.08
371,国泰中证500ETF,561350,0.818,9927,9995,宽基，中小盘,0.60%,国泰基金,2021-09-01,中证500指数,4239.97,10289,10049,8911,10000,10000,1.73
372,500ETF增强,159610,0.791,9950,10015,宽基，中小盘,0.60%,景顺长城基金,2022-01-10,中证500指数,4191.85,10367,10381,9394,10000,10000,6.25
373,证券ETF基金,512900,0.868,9841,10011,行业，金融，证券,0.60%,南方基金,2017-03-31,证券公司指数,4246.21,10200,9687,9414,8411,8995,57.02
374,新能源ETF,159875,0.463,9830,10029,主题，新兴产业，新能源,0.60%,嘉实基金,2021-08-17,中证新能指数,4079.82,9789,9297,6643,10000,10000,10.75
375,港股科技30ETF,513160,0.696,9900,9991,跨境，香港，科技,0.60%,银华基金,2022-02-09,恒生港股通中国科技指数,3968.31,10578,9762,8866,10000,10000,1.07
376,恒生ETF易方达,513210,1.071,9991,10000,跨境，香港,0.60%,易方达基金,2024-04-22,香港恒生指数,3866.17,10000,10000,10000,10000,10000,3.18
377,科创创业50ETF,159783,0.482,9877,10043,宽基，中小盘,0.60%,华夏基金,2021-07-05,科创创业50指数,3917.66,10147,9698,7967,10000,10000,45.35
378,中概互联ETF,513220,0.908,9880,10000,跨境，中概股,0.65%,招商基金,2022-07-15,全球中国互联网人民币指数,3536.04,10758,10645,10521,10000,10000,0.745
379,信创50ETF,560850,1.025,9884,10000,行业，信息技术,0.60%,汇添富基金,2024-04-15,中证信创指数,3526.73,10000,10000,10000,10000,10000,3.06
380,双创ETF,159780,0.481,9918,10055,宽基，中小盘,0.60%,南方基金,2021-07-05,科创创业50指数,3377.14,10169,9717,7977,10000,10000,33.17
381,纳斯达克100ETF,513110,1.49,10000,10000,跨境，美国,1.00%,华泰柏瑞基金,2023-03-20,纳斯达克100指数,3309.11,9758,10696,14070,10000,10000,8.25
382,芯片ETF龙头,159801,0.419,9859,9994,行业，半导体，芯片,0.60%,广发基金,2020-02-18,国证芯片指数,3219.88,10000,9030,7529,6880,10000,23.34
383,央企股东回报ETF,560070,1.01,9961,10003,策略，红利，国企,0.60%,汇添富基金,2023-06-06,央企股东回报指数,3189.06,10285,11235,10000,10000,10000,6.58
384,信息技术ETF,562560,1.025,9951,10000,行业，信息技术,0.60%,华夏基金,2024-04-12,全指信息,3057.89,10000,10000,10000,10000,10000,4.46
385,上证综合ETF,510980,1.037,9990,10016,宽基，综合,0.60%,汇添富基金,2023-12-01,上证指数,2978.9,10247,10571,10000,10000,10000,1.43
386,碳中和ETF,159790,0.549,9874,10008,主题，低碳,0.60%,华夏基金,2021-08-06,内地低碳指数,2990.67,9982,10000,7459,10000,10000,23.94
387,芯片龙头ETF,516640,0.52,9886,10015,行业，半导体，芯片,0.60%,富国基金,2021-08-27,芯片产业指数,2989.81,10000,8844,7345,10000,10000,11.13
388,稀有金属ETF基金,159671,0.673,9796,10003,主题，稀有金属,0.52%,工银瑞信基金,2023-03-10,CS稀金属指数,3035.46,10045,9519,7718,10000,10000,6.96
389,电信ETF基金,560690,1.025,9951,10000,行业TMT，通信,0.60%,鹏华基金,2024-04-22,中证电信指数,2976.48,10000,10000,10000,10000,10000,2.41
390,港股通创新药ETF,159570,0.844,9837,10000,跨境，香港，医药,0.60%,汇添富基金,2024-01-22,港股通创新药指数,2949.06,9988,10000,10000,10000,10000,1.71
391,央企改革ETF,512950,1.25,9913,10002,主题，央企,0.20%,华夏基金,2019-01-18,结构调整指数,2822.62,10081,10602,9413,10720,12195,53.63
392,科创50增强ETF,588460,0.849,9895,10028,宽基，中小盘，科创板,1.10%,鹏华基金,2023-01-05,科创50指数,2827.34,9965,9518,7739,10000,10000,4.93
393,中证500ETF鹏华,159982,1.335,9933,9998,宽基，中小盘,0.20%,鹏华基金,2020-02-20,中证500指数,2736.27,10301,10030,8960,9495,10000,7.78
394,红利ETF,159708,0.761,9974,10014,策略，红利,0.48%,西部利得基金,2021-07-02,深证红利指数,2636.27,10284,10965,9935,10000,10000,2.03
395,科创50ETF基金,588180,0.497,9920,10021,宽基，中小盘，科创板,0.35%,国联安基金,2021-07-01,科创50指数,2599.55,10081,9020,7090,10000,10000,27.78
396,恒生消费ETF,159699,0.926,10022,10000,跨境，香港，消费,0.60%,广发基金,2023-08-23,恒生消费指数,2469.89,10300,10780,10000,10000,10000,2.75
397,港股非银ETF,513750,0.881,9855,10000,跨境，香港，金融,0.60%,广发基金,2023-11-27,港股通非银人民币指数,2516.88,10653,9628,10000,10000,10000,1.42
398,红利ETF基金,159581,1.019,10020,10006,策略，红利,0.60%,万家基金,2024-03-15,中证红利指数,2425.33,10221,10000,10000,10000,10000,3.17
399,双创龙头ETF,588330,0.489,9919,10049,宽基，中小盘,0.60%,华宝基金,2021-07-06,科创创业50指数,2399.88,10166,9702,8043,10000,10000,9.3
400,港股通互联网ETF,513040,0.963,9948,10000,跨境，香港，互联网,0.60%,易方达基金,2023-06-12,HKC互联网指数,2363.55,10772,10808,10000,10000,10000,1.33
401,港股通医药ETF,159776,0.741,9867,10062,跨境，香港，医药,0.60%,银华基金,2022-03-25,HKC医药C人民币指数,2292.76,10041,8125,6410,10000,10000,1.72
402,创业板综ETF万家,159541,0.939,9916,10003,宽基，中小盘,0.60%,万家基金,2023-10-31,创业板综指数,2307.86,10054,9260,10000,10000,10000,1.25
403,1000增强ETF,159677,0.925,9968,10027,宽基，中小盘,0.60%,银华基金,2022-12-05,中证1000指数,2148.88,10176,9507,8768,10000,10000,0.845
404,银行业ETF,512820,1.231,10049,10000,行业，金融，银行,0.60%,汇添富基金,2018-11-23,中证银行指数,2112.88,10486,11702,11100,9708,11030,3.08
405,沪深300ETF指数基金,515390,0.997,9960,10016,宽基，大盘股,0.20%,华安基金,2020-01-10,沪深300指数,1888.17,10215,10506,9164,7628,10000,3.7
406,光伏50ETF,516880,0.659,9777,10006,主题，光伏，新兴产业,0.60%,银华基金,2021-01-18,光伏产业指数,1834.47,9468,8954,6282,7298,10000,8.26
407,食品ETF,515710,0.668,10030,9997,行业，食品饮料,0.60%,华宝基金,2021-01-07,细分食品指数,1774.71,10214,10293,8709,7069,10000,7.73
408,机床ETF,159663,0.908,9891,10002,行业，机床,0.60%,华夏基金,2022-10-26,中证机床指数,1769.38,9956,9578,9518,10000,10000,1.09
409,深证50ETF易方达,159150,1.066,9935,10034,策略，价值,0.60%,易方达基金,2023-12-11,深证50指数,1795.86,10280,10607,10000,10000,10000,4.61
410,证券指数ETF,560090,0.95,9834,10020,行业，金融，证券,0.60%,汇添富基金,2023-03-15,证券公司指数,1733.76,10204,9684,9406,10000,10000,11.58
411,有色金属ETF,159871,1.088,9927,10021,行业，资源，有色金属,0.60%,银华基金,2021-03-31,中证有色指数,1737.05,10313,11251,9663,10462,10000,0.853
412,中证2000ETF添富,159536,0.886,9922,9988,宽基，中小盘,0.60%,汇添富基金,2023-09-21,中证2000指数,1658.09,9694,8610,10000,10000,10000,1.18
413,红利低波ETF泰康,560150,1.036,10029,10000,策略，红利,0.50%,泰康基金,2024-04-08,红利低波指数,1635.06,10000,10000,10000,10000,10000,8.99
414,医疗ETF龙头,560260,0.838,9929,9984,行业，医药,0.55%,广发基金,2023-09-15,中证医疗指数,1621.5,10060,8613,10000,10000,10000,15.05
415,半导体龙头ETF,159665,0.851,9872,10010,行业，半导体，芯片,0.52%,工银瑞信基金,2023-01-06,国证芯片指数,1577.33,9977,9082,7625,10000,10000,3.38
416,香港科技50ETF,159750,0.659,9955,10000,跨境，香港，科技,0.65%,招商基金,2022-02-14,港股科技港币指数,1640.47,10527,9836,8858,10000,10000,1.17
417,数字经济ETF,159658,0.896,9890,9999,主题，数字经济,0.60%,华安基金,2022-10-12,数字经济指数,1552.76,9967,9209,7580,10000,10000,2.58
418,碳中和100ETF,562990,0.727,9905,10023,主题，环保，新兴产业,0.60%,易方达基金,2022-07-19,SEEE碳中和指数,1568.37,10239,10835,8844,10000,10000,14.49
419,军工ETF易方达,512560,0.538,9872,10012,行业，军工,0.60%,易方达基金,2017-07-28,中证军工指数,1522.96,9890,9292,8252,9142,13027,5.47
420,创业板ETF博时,159908,1.7,9913,10044,宽基，中小盘,0.60%,博时基金,2011-07-13,创业板指,1489.14,10272,9861,8072,6296,12239,18.8
421,深证100ETF广发,159576,1.051,9934,10019,宽基，大盘股,0.60%,广发基金,2024-01-03,深证100指数,1479.98,10194,10000,10000,10000,10000,0.279
422,2000ETF增强,159553,1.0,9940,10000,宽基，中小盘,0.60%,海富通基金,2024-04-15,中证2000指数,1467.15,10000,10000,10000,10000,10000,2.12
423,沪深300指数ETF,515310,1.027,9961,10009,宽基，大盘股,0.20%,汇添富基金,2019-12-25,沪深300指数,1420.33,10219,10512,9153,7551,10000,3.06
424,创业板ETF南方,159948,2.011,9902,10050,宽基，中小盘,0.20%,南方基金,2016-05-31,创业板指,1370.38,10281,9887,8086,6214,11942,26.68
425,建材ETF,516750,0.639,9846,10032,行业，建筑材料,0.60%,富国基金,2021-11-05,建筑材料指数,1449.92,10127,9425,7616,10000,10000,0.795
426,双创ETF,588300,0.492,9899,10061,宽基，中小盘,0.60%,招商基金,2021-07-05,科创创业50指数,1423.49,10186,9723,8013,10000,10000,12.94
427,证券ETF东财,159692,0.943,9823,10017,行业，金融，证券,0.55%,东财基金,2023-05-23,证券公司30指数,1394.19,10151,9702,10000,10000,10000,1.11
428,碳中和60指数ETF,560960,0.739,9933,10048,主题，环保，新兴产业,0.40%,上投摩根基金,2023-01-13,碳中和60指数,1393.69,10041,10221,7955,10000,10000,0.549
429,深成ETF,159903,1.13,9895,9998,宽基，综合,0.60%,南方基金,2010-02-02,深证成指,1256.4,10189,10053,8503,6890,10701,3.74
430,摩根MSCIAETF,515770,1.064,9963,10000,MSCI,0.20%,上投摩根基金,2020-06-19,MSCI中国A股人民币指数,1258.9,10231,10472,9102,7864,10000,0.757
431,光伏龙头ETF,159609,0.464,9872,10077,主题，光伏，新兴产业,0.60%,浦银安盛基金,2022-07-08,光伏产业指数,1298.51,9567,8975,6270,10000,10000,2.4
432,港股通科技50ETF,513150,0.684,9913,10120,跨境，香港，科技,0.60%,华泰柏瑞基金,2022-02-11,HKC科技港币指数,1312.34,10459,9566,8658,10000,10000,1.24
433,香港科技ETF,513560,0.799,9950,10000,跨境，香港，科技,0.60%,兴银基金,2023-02-13,HKC科技港币指数,1293.11,10499,9627,8742,10000,10000,1.18
434,中金科技先锋ETF,560990,0.738,9906,10028,策略，成长，动量,0.55%,中金基金,2022-06-27,科技先锋指数,1321.28,10123,9866,8022,10000,10000,0.52
435,国证2000ETF,159907,0.673,9912,9984,宽基，中小盘,0.60%,广发基金,2011-08-10,国证2000指数,1263.28,10000,9367,8319,7449,10934,1.89
436,300ETF天弘,515330,0.985,9949,10005,宽基，大盘股,0.60%,天弘基金,2019-12-26,沪深300指数,1215.12,10207,10512,9120,7384,10000,80.84
437,医药50ETF,512120,0.416,10000,9982,行业，医药,0.60%,华安基金,2014-01-06,细分医药指数,1201.4,10221,8927,8109,5065,8365,3.34
438,50ETF基金,510800,1.1,9955,10016,宽基，大盘股,0.60%,建信基金,2018-01-15,上证50指数,1243.75,10223,10628,9491,7687,10597,6.36
439,中证1000指数ETF,516300,0.907,9891,9995,宽基，中小盘,0.60%,华泰柏瑞基金,2021-03-24,中证1000指数,1217.55,10111,9351,8390,8936,10000,1.29
440,证券ETF易方达,512570,0.882,9855,10012,行业，金融，证券,0.60%,易方达基金,2017-08-11,证券公司指数,1198.64,10185,9714,9597,8613,9294,3.64
441,中证A100ETF,159631,0.891,9944,10018,宽基，大盘股,0.60%,招商基金,2022-08-26,中证100指数,1210.97,10218,10595,9301,10000,10000,1.81
442,红利低波100ETF,159307,0.994,10010,10000,策略，低波动，红利,0.20%,博时基金,2024-04-25,红利低波100指数,1248.77,10000,10000,10000,10000,10000,2.47
443,港股互联网ETF,159568,1.154,9923,10000,跨境，香港，互联网,0.60%,博时基金,2024-02-27,HKC互联网指数,1249.27,10795,10000,10000,10000,10000,2.2
444,碳中和龙头ETF,159640,0.723,9931,10028,主题，环保，新兴产业,0.55%,工银瑞信基金,2022-07-21,SEEE碳中和指数,1216.1,10241,10823,8785,10000,10000,2.79
445,交运ETF,159662,0.937,10011,10011,主题，运输,0.60%,南方基金,2022-12-01,国证交运指数,1207.56,10285,10721,8915,10000,10000,0.771
446,信创ETF基金,562030,0.784,9949,10013,行业，信息技术,0.60%,华宝基金,2023-10-12,中证信创指数,1191.97,9800,8634,10000,10000,10000,0.432
447,银行ETF华夏,515020,1.28,10039,9995,行业，金融，银行,0.60%,华夏基金,2019-12-03,中证银行指数,1058.12,10475,11689,11169,10348,10000,4.97
448,科创50增强策略ETF,588370,0.767,9859,9996,宽基，中小盘，科创板,0.60%,南方基金,2022-12-13,科创50指数,1119.73,10066,9131,7168,10000,10000,1.51
449,新材料50ETF,159761,0.481,9897,10100,主题，新兴产业，新材料,0.60%,国泰基金,2021-12-13,新材料指数,1131.58,10234,9737,7211,10000,10000,1.72
450,科创创业50ETF,588390,0.526,9887,10029,宽基，中小盘，科创板,0.60%,博时基金,2021-08-30,科创创业50指数,1104.84,10135,9687,7946,10000,10000,2.53
451,双碳ETF,159641,0.748,9934,10041,主题，环保，新兴产业,0.60%,招商基金,2022-07-22,SEEE碳中和指数,1115.18,10261,10888,9012,10000,10000,3.63
452,疫苗ETF,159643,0.643,9938,10015,行业，医药，生物科技,0.60%,国泰基金,2022-08-22,疫苗生科指数,1140.1,9728,8037,7307,10000,10000,0.644
453,科创成长50ETF,588020,0.861,9851,10001,策略，成长，科创板,0.60%,易方达基金,2023-08-31,科创成长指数,1120.7,10094,9092,10000,10000,10000,1.55
454,财富管理ETF,159503,0.991,9871,9989,主题，金融，理财,0.60%,鹏扬基金,2023-07-20,财富管理指数,1041.09,10238,10061,10000,10000,10000,0.399
455,半导体产业ETF,159582,1.04,9830,10000,行业，半导体，芯片,0.60%,博时基金,2024-04-16,中证半导指数,1033.53,10000,10000,10000,10000,10000,2.76
