,指数代码,指数简称,样本数,收盘点位,涨跌幅,PE滚动,成交量,成交额,总市值,自由流通市值
943,CN2551,央视创新R,50,7989.245,-0.0011,29.8462,16748.44056,343.5539948856,23604.922549370498,11474.9651798577
944,CN2552,央视成长R,50,11370.2613,0.003,14.0769,29996.25934,558.6279344354,92722.0200406435,30137.4880523485
945,CN2553,央视回报R,50,8636.4714,0.0034,21.0253,10369.93221,360.79796269540003,52249.080344147405,13306.4794636926
946,CN2554,央视治理R,50,9610.0673,-0.0007,9.7218,28464.26012,436.60710990480004,91349.6303915303,20550.7557743193
947,CN2555,央视责任R,50,7062.8614,0.0027,8.1212,26516.9026,348.59367207260004,76528.74314246219,24992.2663919373
948,CN2556,央视生态R,50,2679.5318,-0.0025,16.5793,21979.32732,442.0170217792,53170.94111500809,16283.485521131899
949,CN2557,央视文化R,50,1656.9415,-0.0142,25.6571,29615.44658,310.3925800086,18295.8411761447,7510.4858665619995
950,CN2602,中小成长R,100,976.7643,-0.0116,17.4937,30493.81246,494.254088104,35315.0760327397,18816.0380093452
951,CN2604,中小价值R,100,2186.1062,-0.0076,13.272,35790.80993,382.7946548136,24652.7852698838,11592.1007192376
952,CN2608,科技100R,100,2828.8499,-0.0113,22.6864,28451.08365,671.2025638113,55513.9307580754,30129.1839117178
953,CN2610,TMT 50R,50,6035.7243,-0.0078,29.5886,30044.7188,497.9145855375,30564.169988563903,16761.2443780612
954,CN2613,深证能源R,0,4171.1336,-0.0044,9.5047,2709.39134,21.699476465,2092.1522017438,694.7090959438001
955,CN2614,深证材料R,0,3282.6023,-0.0128,15.1913,29758.37238,331.702610818,24002.5935241514,12121.9558144404
956,CN2615,深证工业R,0,3329.1782,-0.0141,18.5728,38718.07472,558.3168701384,42315.8927117362,21807.6476572172
957,CN2616,深证可选R,0,7372.4394,-0.005,17.2902,32901.81864,482.9337447298,24919.0251968004,12201.486234766598
958,CN2617,深证消费R,0,14294.2016,-0.0027,23.3751,3004.37105,100.98378386270001,20748.4398405756,7179.1860332497
959,CN2618,深证医药R,0,10647.5573,0.0016,23.7472,10596.7193,214.5746371532,21375.0841287707,10473.8135579947
960,CN2619,深证金融R,0,6805.6935,-0.0102,10.4541,13092.41736,111.8578192201,12499.835031261699,5030.4790680356
961,CN2620,深证信息R,0,3861.3251,-0.0077,32.5693,46287.24462,736.9932197559,38993.644486281,22891.9287903648
962,CN2621,深证电信R,0,4609.029,-0.0118,38.6156,5876.34945,182.0144467514,7136.1705073647,3953.0813453521
963,CN2622,深证公用R,0,2321.7467,0.0008,18.9202,6660.71195,44.9055721777,6134.3027991309,1521.2528873326
964,CN2623,中小基础R,0,7479.9535,-0.0089,18.759,114870.85142,1306.0342390253,84750.8072827187,43553.9980629573
965,CN2624,中创400R,400,1905.9272,-0.0088,23.9557,99498.25244,1229.2576443882,60109.822777571,32691.631417883502
966,CN2625,中创500R,500,1762.0393,-0.0095,21.6126,136232.04394,1987.0103164513,140049.45010960038,72995.93083129679
967,CN2626,中创成长R,166,1342.653,-0.0122,19.6566,28535.92801,735.3407387637,62146.91853313059,32963.127021308705
968,CN2627,中创价值R,166,2294.4767,-0.0062,16.3363,51729.34483,638.1559580971,49988.105621538496,23795.861622586297
969,CN2628,700成长R,233,1763.1806,-0.0076,20.9253,36415.31193,488.6640616699,22386.836670136898,11552.0069559674
970,CN2629,700价值R,233,2841.4721,-0.0064,16.8462,69404.5363,619.1013322071,25518.5894443732,12727.734856346102
971,CN2630,1000成长R,333,1340.5421,-0.012,19.4457,73474.00779,1331.0380418857,93334.92360207211,50415.401365299804
972,CN2631,1000价值R,333,2494.9202,-0.0049,14.1396,133771.40737,1367.831274039,88465.65293477911,43929.0216419957
973,CN2632,深100EWR,100,5242.5239,-0.01,17.4872,57934.69219,1057.7347105182,109750.59075754801,2559.9858577872
974,CN2633,深300EWR,300,5396.7806,-0.0085,18.4096,126502.26143,1970.6415838501,162700.17439275538,7575.476248757
975,CN2634,中小等权R,100,3537.717,-0.007,17.4055,45741.21124,643.2584826829,54228.6421913029,3609.9312226184998
976,CN2635,创业板EWR,100,1496.4949,-0.0119,26.1403,17248.27807,550.5440363390001,48350.2266676474,3050.5521578428
977,CN2636,深证装备R,80,4892.9661,-0.0124,22.8442,22784.21485,486.07701751739995,35650.424429855295,21008.1655108696
978,CN2637,深证地产R,0,2049.0589,-0.0141,7.9094,15067.22552,83.2228870655,2950.2258442073,730.2069504581
979,CN2638,深证环保R,40,5431.8186,-0.0147,15.6972,15442.66352,291.5740043343,28393.402953434903,14345.1001481953
980,CN2639,深证大宗R,40,2205.4894,-0.0099,14.8725,17406.91914,202.82880660860002,21300.4157213329,9908.0916294196
981,CN2640,创业基础R,0,1896.6871,-0.0098,28.3457,97370.2478,1448.2012288924,80997.5017215815,43898.6807055198
982,CN2641,深证新兴R,200,2113.1218,-0.0083,20.8371,81844.55309,1501.6938411861,106528.3445125335,59734.202651591106
983,CN2642,中小新兴R,100,1674.6142,-0.0126,20.1675,45416.15851,618.8323238456,41763.9686062786,22717.877711318397
984,CN2643,创业新兴R,100,2369.5898,-0.0119,25.2426,18930.26705,554.8612138975,44370.901628807194,24944.174324146403
985,CN2644,深证时钟R,100,4559.9552,-0.0083,13.3515,48521.42798,580.0094348816,39698.9217140811,13355.027634127
986,CN2645,100低波R,50,11957.1522,-0.0028,17.5609,31659.34675,525.5887636893,75682.5644154215,1531.7236793314999
987,CN2646,深消费50R,50,10559.4188,-0.0035,19.5876,22540.80319,422.44920416440004,41997.2732178506,18646.3613862677
988,CN2647,深医药50R,50,10167.9404,0.001,23.6313,9740.10711,198.9164591311,19800.233294913,9307.3175222266
989,CN2648,深证GDPR,100,12387.3681,-0.0044,17.0112,40560.1801,680.2540056451,76047.5925489439,506.84706767550006
990,CN2649,中小红利R,50,3517.9169,-0.008,16.2404,19744.8209,175.2061961759,16251.706875538799,6316.1146633118005
991,CN2650,中小治理R,50,2350.4705,-0.008,19.0765,10611.76338,209.0529978954,19167.5740592923,8723.8843745501
992,CN2651,中小责任R,50,1645.7069,-0.0107,15.5411,17009.33849,240.25891351529998,24097.600909010296,11900.9571779272
993,CN2652,中创高新R,50,2538.0177,-0.0127,49.6391,9303.33455,180.2312446033,9469.3870123334,5728.2785185518005
994,CN2653,深证龙头R,50,2918.7251,-0.0061,19.3451,40390.77386,664.3890395882,64515.4165553672,34100.8257313238
995,CN2654,深证文化R,50,2396.3669,-0.0105,26.8454,33915.85418,311.8550173169,13180.6223482656,6551.0578735139
996,CN2655,深证绩效R,100,15464.9331,-0.0013,19.1976,22595.27613,483.9907389397,49392.5140371385,1049.7993466809
997,CN2656,100绩效R,100,7593.3665,-0.0058,17.4872,57934.69219,1057.7347105182,109750.59075754801,2698.6660424322
998,CN2657,300绩效R,300,7191.0588,-0.0055,18.4096,126502.26143,1970.6415838501,162700.17439275538,6914.4180790868995
999,CN2658,中小绩效R,100,4444.5204,-0.0057,17.4055,45741.21124,643.2584826829,54228.6421913029,2949.150175083
1000,CN2659,深成指EWR,500,4498.7799,-0.0074,19.0429,181681.14304,2578.7084342458998,191649.0203326368,5901.3977085464
1001,CN2660,中创EWR,100,2075.316,-0.0085,20.2706,36733.7915,757.7526720631,79939.6273320294,3501.5608969235
1002,CN2661,深证低波R,100,6584.3611,-0.0049,17.7401,48050.34273,563.1863756954,69064.3071763053,2781.9624717316997
1003,CN2662,深证高贝R,100,1597.7643,-0.013,19.337,42100.82815,984.5584763395,66251.17121116929,4435.9940206112
1004,CN2663,中小低波R,100,1999.5003,-0.0007,19.5766,28992.51989,296.7182155291,30467.9242948459,1843.6584713595998
1005,CN2664,中小高贝R,100,988.0122,-0.0097,18.8568,29977.12715,507.07857149809996,28709.3873238175,2098.0183441244
1006,CN2665,中创低波R,200,2082.1406,-0.0057,21.0128,51905.05045,691.6639146992999,70952.1379815582,3150.2742919403004
1007,CN2666,中创高贝R,200,1291.5694,-0.0116,21.5927,46443.21799,1001.4315241361,60412.6692315019,2658.0402064154
1008,CN2667,创业成长R,50,3002.8196,-0.0111,26.1297,11419.15373,375.27814062650003,35725.3610874365,15450.2409317132
1009,CN2668,创业板VR,100,3670.0386,-0.0061,23.1409,21381.10775,320.5778694533,17631.4151682546,9024.8853541791
1010,CN2669,深证农业R,50,11001.8676,-0.0038,21.895,10588.09317,174.9861132676,25698.473386959904,9297.724356754301
1011,CN2670,深周期50R,50,3717.7662,-0.016,17.3464,41885.95344,568.8037080822,47160.5506143451,22566.8966812556
1012,CN2671,深防御50R,50,9230.1278,-0.0053,25.3798,15787.99127,350.5041291476,39464.4608322981,17980.5642874482
1013,CN2672,深红利50R,50,6005.0848,0.0032,10.9427,19388.24676,197.19727968450002,11666.361587253601,918.9610019247999
1014,CN2673,创业板50R,50,1927.8833,-0.0122,24.9501,11532.2756,430.2469840983,35201.3128883163,20111.6605053903
1015,CN2674,深A医药R,0,2156.7499,0.0048,24.1658,28372.8701,389.7294319544,29171.1875605361,14699.8721019854
1016,CN2675,深互联网R,0,2460.0285,-0.0092,41.3717,38847.11169,488.0769738064,16312.8188768853,10342.2977936839
1017,CN2676,深医药EWR,0,3304.636,0.0138,24.1658,28372.8701,389.7294319544,29171.1875605361,1200.6216838652
1018,CN2677,深互联EWR,0,3717.1789,-0.0091,41.3717,38847.11169,488.0769738064,16312.8188768853,1232.4159510384
1019,CN2678,深次新股R,0,526.5202,-0.0138,36.4095,3525.89719,97.2978558822,5012.667095684,937.5568296719
1020,CN2680,深成能源R,0,892.1764,-0.0054,10.1797,1611.77144,16.3145987737,1595.1862535070002,738.001228784
1021,CN2681,深成材料R,0,1025.8707,-0.0131,14.7998,27765.59664,307.223543343,22148.652280052098,11223.3518156719
1022,CN2682,深成工业R,0,1393.4914,-0.0135,18.6552,30576.98095,472.69806423529997,37838.2391744502,20528.3190081645
1023,CN2683,深成可选R,0,2079.9583,-0.0034,16.9774,27022.97506,403.83910161629996,22777.245685700098,12039.381376137
1024,CN2684,深成消费R,0,2733.8799,-0.0034,23.7414,6561.62159,125.1075806934,22592.414689126497,9691.198357077801
1025,CN2685,深成医药R,0,2057.1408,0.0014,23.9647,10331.42014,210.1589870894,20868.1270405034,10347.0521491702
1026,CN2686,深成金融R,0,1914.1412,-0.0095,10.3977,17655.2546,136.7495936148,13981.296858354799,6701.6179013941
1027,CN2687,深成信息R,0,2487.4646,-0.0074,32.303,41731.96222,666.2777546756,36273.1241967502,21232.5757774584
1028,CN2688,深成电信R,0,2338.5411,-0.0088,36.9151,3006.69944,135.0383680578,5877.632568633199,3809.7485017249
1029,CN2689,深成公用R,0,1126.9032,0.0033,19.1343,5551.39675,36.030801573000005,5582.5082073196,1332.7541707637
1030,CN2690,中小专利R,50,2269.9525,0.0013,23.3152,12029.0676,216.2134648116,23848.5266843959,7395.8916264669
1031,CN2691,创业专利R,50,1822.9044,0.0064,24.4007,7095.46087,174.3529625077,23894.2732975298,5226.5437660221005
1032,CN2692,创业低波R,100,3260.6886,-0.0105,25.3294,16080.03971,304.1258653026,31994.774965702003,1632.1016061875
1033,CN2693,安防产业R,50,3674.9327,-0.0109,30.1932,13677.85156,207.63632183259998,9687.3959880064,850.5996677796
1034,CN2694,创业高贝R,100,2325.4038,-0.011,26.6691,20680.16497,564.0602886577,30872.8882295914,2732.9146281117
1035,CN2695,深证节能R,100,2180.889,-0.0114,16.6745,26621.78761,418.57665528260003,36693.4442196721,1775.5666966360998
1036,CN2696,深证创投R,0,2586.5206,-0.0112,28.6704,34345.00194,432.79635810599996,19183.6280419488,12023.01055338
1037,CN2697,中关村60R,60,2855.8924,-0.0122,29.7289,14015.42078,212.18831034599998,8559.4160898817,5458.935202083901
1038,CN2698,优势成长R,50,37877.4688,0.001,21.8737,2319.38923,30.975848526100002,1449.558124424,273.5035459458
1039,CN2699,金融科技R,0,2843.6712,-0.0144,16.3518,19909.60728,327.2328407341,15369.598960278001,6877.3322355273995
1040,CN2750,深主板50R,50,11099.0805,-0.0058,15.2334,45898.77303,674.9827729815,63730.907849268,32106.934277755
1041,CN2850,深证50R,50,9055.877,-0.0064,19.5467,42079.05515,836.3616738613,76364.7888332575,42657.6734336577
1042,CN5061,深证GDP对冲,0,1211.8625,0.0055,,,,,
1043,CN5062,中经GDP对冲,0,1172.9826,-0.0012,,,,,
1044,CN6001,安徽指数,0,5146.1541,-0.0066,19.2882,28065.54721,305.60463743040003,17364.8225934373,9125.4901847779
1045,CN6002,北京指数,0,4143.3278,-0.0045,10.3066,134451.04189,1327.3620163102,178054.798484425,50966.4732003616
1046,CN6003,福建指数,0,7145.6932,-0.0046,13.5417,25118.63196,322.1711965868,30193.5589693004,17245.1233582635
1047,CN6004,甘肃指数,0,2740.8551,-0.0075,18.976,7381.69652,36.032980686,2732.6274458165,1267.128729912
1048,CN6005,广东指数,0,6951.6415,-0.0072,16.0486,155490.22407,1869.1013396346,120736.9615090242,60428.9556884354
1049,CN6006,广西指数,0,2020.0264,-0.0014,29.4547,6685.87306,45.039378829200004,2728.082925682,1230.924226105
1050,CN6007,贵州指数,0,46141.0596,-0.0002,26.83,4934.95689,111.6706883561,24352.3251514242,10987.399104411801
1051,CN6008,海南指数,0,1484.3758,-0.0231,28.4166,6782.31032,42.3084217456,2800.6837791622997,1305.8660634008
1052,CN6009,河北指数,0,3176.2808,-0.0091,17.8607,18215.95015,147.6502179242,10010.580642560899,3903.5734123468
1053,CN6010,河南指数,0,6568.4757,-0.0019,20.5754,21807.03055,209.8683475695,14116.8777952351,6805.5023139598
1054,CN6012,湖北指数,0,3269.9649,-0.0058,22.8174,22838.02311,237.6913144734,12389.9633642225,6323.5944995401005
1055,CN6013,湖南指数,0,3593.6213,-0.007,21.1559,28142.1992,246.154814553,13881.7698846459,6746.058757074301
1056,CN6014,吉林指数,0,3094.6933,-0.0124,20.6555,8643.67897,63.22552043,3452.3063771225,1882.4323402426999
1057,CN6015,江苏指数,0,4799.5512,-0.0077,18.5529,88275.49136,1032.9609548767,56642.3389250184,28701.3507652062
1058,CN6016,江西指数,0,4485.0972,-0.0083,17.3405,13545.80478,143.0321388545,7437.991576740699,3521.75730193
1059,CN6017,辽宁指数,0,2492.1888,-0.0063,31.5874,15196.68254,124.0276757146,7829.2562773068,3738.5723602806
1060,CN6018,内蒙古指,0,10432.9377,-0.0025,19.7415,9417.19068,103.0145762834,6932.8050511923,4364.4776911246
1061,CN6019,宁夏指数,0,2510.1194,-0.003,25.1803,3096.82507,17.6737455897,1840.0940142064999,684.0936882780001
1062,CN6021,山东指数,0,6221.9555,0.0041,20.9814,47887.95944,558.7038884056,34067.4942845468,17405.673710169198
1063,CN6022,山西指数,0,6215.5586,-0.0011,12.7291,12659.88609,103.0103019352,9152.1930098479,3893.3476668124
1064,CN6023,陕西指数,0,3150.1658,-0.0144,16.5612,17190.6877,190.9405083005,11924.876749191299,5453.7541380031
1065,CN6024,上海指数,0,3255.4578,-0.0061,15.6453,71287.10384,767.068753039,64700.1473752064,29356.130386354398
1066,CN6025,四川指数,0,7050.7591,-0.0115,15.5853,29111.76508,374.0092383615,25895.999099329903,12351.6390561391
1067,CN6026,天津指数,0,3610.2589,0.0007,15.3248,16935.18408,179.3747443703,11423.2254877695,5069.8845645989
1068,CN6028,新疆指数,0,2734.6336,-0.0084,12.3672,13229.40779,91.8153547188,7413.9702570129,3313.3022602601
1069,CN6029,云南指数,0,4966.0483,-0.0063,21.0572,19179.23255,132.82608694889998,7806.871566045,3231.0566052797
1070,CN6030,浙江指数,0,5349.945,-0.0053,18.9986,90315.11776,1023.3500479986,63571.808578995304,29123.4528552418
1071,CN6031,重庆指数,0,3107.4928,-0.022,14.856,17766.32864,274.9345075269,9116.048813614301,4352.0576829836
1072,CN6032,农副指数,0,1875.0979,0.0042,30.1127,5341.50064,46.367068669,5896.1661031848,2033.5044776801
1073,CN6033,食品指数,0,1440.314,0.0114,25.9774,3178.83172,38.260947487399996,2463.7555044360997,1045.6132750807
1074,CN6034,饮料指数,0,4689.4224,-0.0069,20.5601,1611.12703,71.9903882415,12530.0218563371,5522.1833232511
1075,CN6036,纺织指数,0,1090.7984,-0.0006,13.7527,2727.69135,11.489461812,920.3651313828999,437.60045522440004
1076,CN6037,服装指数,0,1155.6798,0.0062,20.3415,3884.36204,19.7324489851,1112.0508279435,530.0704271162999
1077,CN6039,木材指数,0,3014.5115,-0.0134,15.1855,684.66435,3.7891963019999997,233.326537604,120.4872333184
1078,CN6041,造纸指数,0,2024.6749,0.0029,22.3767,3133.5425,20.1621122034,1510.0075588232999,782.2559622321
1079,CN6042,印刷指数,0,2163.584,-0.0134,31.8564,1162.43264,13.9902787929,350.94697539519996,229.0592452153
1080,CN6043,文教指数,0,1268.8328,0.001,30.7295,2357.43711,18.7038659014,619.0026654851,299.6006692951
1081,CN6044,石化指数,0,984.821,-0.0035,27.7879,3048.46496,12.1413127358,481.42542909080004,268.721961211
1082,CN6045,化学指数,0,1688.6624,-0.0051,22.2254,30696.83789,306.8569193711,16321.5309744477,8015.5920705671
1083,CN6046,医药指数,0,1676.3996,0.0085,22.1845,21967.56991,263.7839714541,17399.9018655667,9121.621744566899
1084,CN6047,化纤指数,0,2804.4756,-0.0199,19.235,4236.09175,29.0485213579,1508.2227852676,794.6983063849001
1085,CN6048,橡胶指数,0,1621.5222,-0.0004,23.9102,12945.95615,116.0712592469,3987.03058853,1965.8063545469
1086,CN6049,矿物指数,0,1608.4224,-0.0171,17.7783,7393.34683,80.9520349087,4698.3475225571,2108.4945628751
1087,CN6050,钢铁指数,0,1390.0482,-0.0373,13.3403,5483.24344,24.6050484663,2381.245785545,728.5784831573
1088,CN6051,有色指数,0,1427.9552,-0.0153,11.5952,18016.66631,173.3626437768,7514.856881514399,4348.6398086686995
1089,CN6052,金属指数,0,2088.986,-0.003,22.9777,8395.17703,76.18640106,3921.5695456346,2009.954661263
1090,CN6053,通用指数,0,1614.0878,-0.0193,29.4471,17874.1815,176.0627517651,6955.778684238599,3599.3468405932
1091,CN6054,专用指数,0,1879.3184,-0.0031,26.9405,22716.79779,310.6526241993,19232.794724658303,9507.547327857601
1092,CN6055,汽车指数,0,2982.2152,-0.0235,21.8674,25035.02226,318.814084115,12358.733003661102,6077.8703554109
1093,CN6056,交运指数,0,1393.518,-0.0243,40.6398,5004.91926,68.483523884,2716.4394155671,1407.2063026376002
1094,CN6057,电气指数,0,4341.2095,-0.0017,17.457,26605.55805,437.6956372031,32858.1990413663,19271.3047043119
1095,CN6058,电子指数,0,2559.3588,-0.008,30.446,67147.84687,1054.5977889050998,47401.2519739154,26501.435737351403
1096,CN6059,仪表指数,0,2090.7885,-0.0105,34.9366,3195.41448,34.6158342549,1964.9741678119,967.9241787139999
1097,CN6060,其他指数,0,1066.5034,-0.03,41.7505,283.73572,3.5932753759,167.5657289483,60.9048891089
1098,CN6074,财富管理R,50,6401.1966,-0.0127,8.3132,35443.79414,376.5733513448,47854.0826556471,9880.2483792338
1099,CN6075,国证信创R,50,5424.0639,-0.0106,38.4565,12536.19741,393.96571551809996,25551.625001967997,11199.2865384507
1100,CN6077,国证电影R,0,1390.5976,0.0357,37.8501,8802.7073,88.40864018209999,2443.4012456098003,1120.7662050765
1101,CN6079,国证中药R,50,11156.5458,0.0101,22.5709,8248.66056,128.2732043634,9449.1229756124,4728.8059706292
1102,CN6082,国证航天R,0,5020.2286,-0.0168,44.9785,7694.34284,127.6337968865,7608.1154719218,3661.1915737163
1103,CN6084,电信服务R,0,2716.5461,-0.0038,18.3854,5374.77767,38.928987820799996,7399.3385529259995,171.6861140574
1104,CN6085,服装纺织R,0,1697.9081,0.0041,15.9981,7741.57014,61.793026480500004,5729.9286176466,2189.9007275057
1105,CN6086,工业服务R,0,2786.204,-0.0175,8.5104,38049.19326,272.3809247555,19703.997045148,8513.9082756497
1106,CN6090,国证化工R,0,4082.1669,-0.0073,20.5768,29795.48252,311.0386691772,26610.0796521021,13170.3569539194
1107,CN6093,国证零售R,0,1406.8674,-0.0058,23.5896,6756.24705,37.9894978181,2456.8343154110003,1222.9691427581
1108,CN6094,耐用消费R,0,12547.4442,0.0192,16.1773,14346.73493,255.9660823866,17930.6978481663,7241.0311446345995
1109,CN6095,食品零售R,0,2136.1492,0.0,27.0469,1646.15654,6.758893351699999,630.0822678012,223.79011265830002
1110,CN6097,消费服务R,0,5444.5254,-0.0168,33.1211,7562.95842,84.3932102229,3496.193750265,1323.2528398667
1111,CN6099,国证制药R,0,7449.0944,0.0089,24.2286,19541.55848,292.09728951700004,22857.9075813108,12138.340036508
1112,CN6100,白色家电R,0,62632.236,0.029,14.1262,5219.30728,142.8819304038,11259.2944927983,279.2721720829
1113,CN6101,国证百货R,0,1960.5697,-0.0054,20.7439,2999.43695,19.4319500034,1277.3200225355001,616.3086129678
1114,CN6105,路桥港口R,0,3375.8131,0.0029,12.9134,6789.93811,47.585790953,8395.0123234557,1987.3734283101
1115,CN6106,酒店餐饮R,0,9006.1395,-0.0236,31.6002,4399.33379,69.8862109992,2963.3647744159002,865.5178440675
1116,CN6109,中创100美元R,100,1784.7852,-0.0098,,36733.7915,104.429744913,,
1117,CN6111,定增综指R,0,1936.0662,-0.0095,23.4799,40758.7786,473.7694039329,23095.6230546054,11014.138929701001
1118,CN6122,中小能源R,0,1737.0203,0.0051,5.5798,770.17213,3.9994982012,377.405431986,141.3648073842
1119,CN6123,中小材料R,0,2835.5652,-0.0122,23.017,18150.76995,145.88511095270002,5960.6525875922,3187.1219201753997
1120,CN6124,中小工业R,0,1642.4402,-0.0193,21.8466,28714.72725,281.167741485,10360.4232070251,5328.4966351223
1121,CN6125,中小可选R,0,1497.2451,-0.0032,24.8347,15438.11046,154.2123402535,4644.4511442722,2471.6288707782
1122,CN6126,中小消费R,0,2905.557,0.0081,23.866,2591.85515,28.402937135300004,2103.4694706423,1004.015520424
1123,CN6127,中小医药R,0,2320.707,0.0112,22.0431,7977.75377,91.51562883950001,4319.3205536044,2175.0865488233
1124,CN6128,中小金融R,0,2232.0671,0.0017,6.4043,911.91181,4.4991366727,315.98696052900004,185.7568673273
1125,CN6129,中小信息R,0,3043.2142,-0.0113,39.5025,20051.7642,242.2481857038,7928.118006625899,4981.5191019139
1126,CN6130,中小电信R,0,2711.2608,-0.0236,49.2291,4424.7531,57.6622694454,1727.0275196876999,936.8549762350999
1127,CN6131,中小公用R,0,1722.2263,-0.0099,19.2641,2366.85856,20.3679553919,950.4302120916001,333.99746893130003
1128,CN6138,大盘红利R,50,9621.471,-0.0041,13.947,13804.12892,218.3960235217,18016.9883354737,442.0606063714
1129,CN6139,稳进价值R,50,7329.3134,0.0003,50.4924,8391.09193,75.5402190917,2055.2640930743,285.4825999104
1130,CN6140,先锋成长R,50,40833.2442,-0.0083,27.7927,3868.96152,39.4518261673,1093.6713025924,228.5173468393
1131,CN6141,优势价值R,50,8223.4175,-0.0115,12.6076,7524.98148,166.251542836,7911.4973520082995,411.2398355803
1132,FACCNYG,中华A股外资优先配置R,50,2971.2673,-0.0019,11.4439,49290.42446,974.1847344353,182701.35994916,24266.000504955402
1133,GBACNYG,中华大湾区优势产业R,100,2178.1344,-0.0083,,42739.55242,579.9661388703,110674.5967004113,34979.0044251311
1134,GTHHKDG,中华港股通成长R,40,3456.416,-0.0016,,4971.93359,56.3316243659,14548.1284882902,360.44401732910006
1135,IBTCNYG,中华创新医药R,30,3673.0947,-0.0014,26.9359,4380.48022,121.88214814879998,11566.0721143026,5112.1873232087
1136,MOTHKDG,中华港股通护城河R,40,3155.3662,-0.0001,,4936.93536,120.08017780969999,54303.2712966429,5580.828443554799
1137,PELHKDG,中华港股通泛休闲娱乐R,30,3613.1149,-0.0072,,4075.22391,141.0127913147,52916.5025475117,6418.2016607072
1138,PSMHKDG,中华国证港股物业R,50,1138.3802,-0.0027,,16980.24367,34.9708158863,4320.0121260725,888.4701585213
1139,VALHKDG,中华港股通价值R,40,4542.8514,-0.0074,,32235.10872,149.86945630629998,38986.0122945075,537.2386393449
1140,YLVHKDG,中华港股通高息低波R,40,5001.6006,-0.0071,,25915.03468,121.46436538489999,29366.6270750369,691.9250443561999
1141,921110,长三角地债,0,123.5332,0.0005,,789.5,80.25453465,,
1142,921111,浙江省地债,0,124.4681,0.0005,,267.0,27.1334607,,
1143,921112,江苏省地债,0,123.1238,0.0005,,270.0,27.5541334,,
1144,921113,广东省地债,0,123.645,0.0006,,303.0,30.9896672,,
1145,921114,四川省地债,0,123.3985,0.0005,,141.0,14.5457391,,
1146,921115,山东省地债,0,123.3346,0.0006,,381.0,38.5662015,,
1147,921116,贵州省地债,0,122.083,0.0005,,174.0,17.9036276,,
1148,921117,河南省地债,0,122.5233,0.0005,,183.0,18.5114497,,
1149,921118,河北省地债,0,122.2177,0.0007,,225.0,22.2991497,,
1150,921119,湖南省地债,0,122.9383,0.0005,,265.0,26.8661349,,
1151,921120,湖北省地债,0,123.1515,0.0004,,201.0,20.5831328,,
1152,921121,云南省地债,0,123.2182,0.0004,,139.0,14.180597,,
1153,921122,福建省地债,0,123.8564,0.0006,,168.0,17.2803116,,
1154,921123,辽宁省地债,0,122.5106,0.0005,,178.0,18.2378789,,
1155,921124,安徽省地债,0,123.0991,0.0005,,93.5,9.53727505,,
1156,921125,陕西省地债,0,123.2906,0.0005,,14.0,1.4417626,,
1157,921126,深绿色信用债,0,119.3139,0.0001,,49.3,4.96796417,,
1158,921127,深做市利率债,0,104.6585,0.0002,,18.82,1.90348261,,
1159,921128,深做市信用债,0,106.3535,0.0003,,100.12,10.16113243,,
1160,921129,深乡村振兴债,0,121.9973,0.0008,,0.0,0.0,,
1161,921130,深科技创新债,0,105.4059,0.0012,,1.1,0.1100898,,
1162,922110,长三角地债(净价),0,104.4908,0.0004,,789.5,80.25453465,,
1163,922111,浙江省地债(净价),0,105.2927,0.0005,,267.0,27.1334607,,
1164,922112,江苏省地债 (净价),0,104.1338,0.0004,,270.0,27.5541334,,
1165,922113,广东省地债(净价),0,104.5201,0.0005,,303.0,30.9896672,,
1166,922114,四川省地债(净价),0,103.906,0.0004,,141.0,14.5457391,,
1167,922115,山东省地债(净价),0,104.0856,0.0005,,381.0,38.5662015,,
1168,922116,贵州省地债 (净价),0,102.8564,0.0004,,174.0,17.9036276,,
1169,922117,河南省地债(净价),0,103.3788,0.0004,,183.0,18.5114497,,
1170,922118,河北省地债(净价),0,102.9154,0.0006,,225.0,22.2991497,,
1171,922119,湖南省地债(净价),0,103.6771,0.0004,,265.0,26.8661349,,
1172,922120,湖北省地债(净价),0,104.0548,0.0003,,201.0,20.5831328,,
1173,922121,云南省地债(净价),0,104.017,0.0003,,139.0,14.180597,,
1174,922122,福建省地债 (净价),0,104.4955,0.0005,,168.0,17.2803116,,
1175,922123,辽宁省地债 (净价),0,103.3585,0.0005,,178.0,18.2378789,,
1176,922124,安徽省地债(净价),0,103.7122,0.0005,,93.5,9.53727505,,
1177,922125,陕西省地债(净价),0,103.7157,0.0004,,14.0,1.4417626,,
1178,923110,长三角地债 (全价),0,123.5332,0.0005,,789.5,80.25453465,,
1179,923111,浙江省地债(全价),0,124.4681,0.0005,,267.0,27.1334607,,
1180,923112,江苏省地债(全价),0,123.1238,0.0005,,270.0,27.5541334,,
1181,923113,广东省地债(全价),0,123.645,0.0006,,303.0,30.9896672,,
1182,923114,四川省地债(全价),0,123.3985,0.0005,,141.0,14.5457391,,
1183,923115,山东省地债(全价),0,123.3346,0.0006,,381.0,38.5662015,,
1184,923116,贵州省地债(全价),0,122.083,0.0005,,174.0,17.9036276,,
1185,923117,河南省地债(全价),0,122.5233,0.0005,,183.0,18.5114497,,
1186,923118,河北省地债(全价),0,122.2177,0.0007,,225.0,22.2991497,,
1187,923119,湖南省地债(全价),0,122.9383,0.0005,,265.0,26.8661349,,
