,指数代码,指数简称,样本数,收盘点位,涨跌幅,PE滚动,成交量,成交额,总市值,自由流通市值
703,483040,深港通汽车R（港币）,0,6307.082,-0.022,,17711.12993,235.74976115439998,19603.234779438502,7693.4260955546
704,483041,深港通服装纺织R,0,7733.7883,-0.0093,,2443.62026,34.3578177222,8738.4996651453,3049.2151945537
705,483042,深港通服装纺织R（港币）,0,7444.6242,-0.0092,,2443.62026,37.1722546721,9454.3034358815,3298.9876808278004
706,483043,深港通电脑硬件R,0,5983.8263,-0.0115,,43581.51277,570.4854169237,33375.6227069619,18300.530340364
707,483044,深港通电脑硬件R（港币）,0,5757.2829,-0.0113,,43581.51277,617.2194582546,36109.7269197035,19799.6974158012
708,483045,深港通消费服务R,0,3279.5455,-0.0115,,5596.31007,33.1588408306,9108.205918564201,3172.377097793
709,483046,深港通消费服务R（港币）,0,3157.356,-0.0114,,5596.31007,35.8750686386,9854.2808750972,3432.2357501472998
710,483047,深港通网络软件R,0,5451.5783,-0.0248,,35100.54316,458.13895699989996,44307.0373906233,13184.999757649099
711,483048,深港通网络软件R（港币）,0,5247.8393,-0.0247,,35100.54316,495.66912426519997,47936.425606276396,14265.0872631717
712,483049,深港通耐用消费R,0,8150.1241,-0.0072,,6830.67808,102.1532949434,14740.6083139349,4535.4496121173
713,483050,深港通耐用消费R（港币）,0,7841.2915,-0.0071,,6830.67808,110.52155969389999,15948.1309747152,4906.981664477899
714,483051,深港通农牧渔R,0,5101.4902,0.0166,,8315.7939,63.7357413796,7032.553328803,2480.5800840305
715,483052,深港通农牧渔R（港币）,0,4907.8939,0.0167,,8315.7939,68.9569731104,7608.6597098434995,2683.788951035
716,483053,深港通非银R,0,4915.5219,-0.0125,,17393.82015,103.3061666519,26591.6024232556,14043.0670376198
717,483054,深港通非银R（港币）,0,4732.3948,-0.0123,,17393.82015,111.76858540239999,28769.8381395627,15193.390727451
718,483055,深港通工业服务R,0,2155.9781,-0.0011,,17278.5559,166.47300938959998,8534.881314384,4063.5842684346003
719,483056,深港通工业服务R（港币）,0,2074.6895,-0.001,,17278.5559,180.11042735520002,9234.042556045999,4396.4647602401
720,483057,深港通电信服务R,0,5498.8668,-0.0105,,2415.66593,19.6091864389,15617.1596344648,179.7969109679
721,483058,深港通电信服务R（港币）,0,5294.3734,-0.0103,,2415.66593,21.2154725985,16896.387265334,194.5248428264
722,483059,深港通生科R,0,5385.6883,-0.0107,,4499.58378,94.46699279069999,12342.858812998602,7010.0306625292005
723,483060,深港通生科R（港币）,0,5182.2041,-0.0106,,4499.58378,102.20554119360001,13353.9447073958,7584.268755989
724,483061,深港通基材R,0,5483.1001,0.024,,56946.71016,544.2562090266,23867.1573928867,12338.5321249152
725,483062,深港通基材R（港币）,0,5276.3299,0.0241,,56946.71016,588.8412784052999,25822.311077373302,13349.2819471001
726,483063,深港通化工R,0,4821.8962,0.0028,,23839.43225,238.9977573693,14135.1754955227,7161.054247906
727,483064,深港通化工R（港币）,0,4638.6561,0.0029,,23839.43225,258.5764469916,15293.1270369321,7747.6867155089
728,483065,深港通食品饮料R,0,9409.6873,-0.0009,,6651.47242,107.263045351,28743.0687464357,9962.69159004
729,483066,深港通食品饮料R（港币）,0,9055.608,-0.0008,,6651.47242,116.0498664329,31097.614859754103,10778.8039959051
730,483067,深港通半导体R,0,7878.9108,-0.0034,,2787.70826,81.54483571,5782.9973586269,3336.2909588883003
731,483068,深港通半导体R（港币）,0,7582.1504,-0.0033,,2787.70826,88.22492470700001,6256.7282516598,3609.5929322819
732,483069,深港通工业品R,0,4656.964,-0.0115,,57386.1207,777.1926700916,52575.6430653783,28405.6082353435
733,483070,深港通工业品R（港币）,0,4480.7684,-0.0113,,57386.1207,840.8601261864999,56882.576491230895,30732.565869560498
734,483071,深港通房地产R,0,2845.5195,-0.0159,,24515.4672,84.0132554266,18394.576344913,7395.6412407051
735,483072,深港通房地产R（港币）,0,2739.2997,-0.0158,,24515.4672,90.8953662393,19901.3373183229,8001.4439197739
736,483073,深港通零售R,0,2480.8977,-0.011,,6263.22289,49.265211877,7594.790191745,1232.2848649884
737,483074,深港通零售R（港币）,0,2387.3709,-0.0109,,6263.22289,53.3007943928,8216.8995182408,1333.2274436228
738,483075,深港通传媒R,0,1680.5997,-0.0158,,16612.0794,136.5771106974,7580.3391027663,3969.2789451492
739,483076,深港通传媒R（港币）,0,1616.8807,-0.0156,,16612.0794,147.7653785398,8201.296336551,4294.4320491643
740,483077,深港通运输R,0,4528.5497,-0.0057,,7249.0288,71.4563772791,12052.504755967,4133.2499533286
741,483078,深港通运输R（港币）,0,4359.3532,-0.0056,,7249.0288,77.3099546518,13039.7890963599,4471.8248587317
742,483079,深港通制药R,0,3954.4304,-0.0027,,10284.73733,124.62931607809999,16306.726878200901,7644.1348487978
743,483080,深港通制药R（港币）,0,3805.523,-0.0025,,10284.73733,134.8388159911,17642.5297769951,8270.3238980691
744,483081,深港通银行R,0,6856.5976,-0.0079,,14392.42852,81.121500473,43207.1805599167,16721.998216511398
745,483082,深港通银行R（港币）,0,6600.9128,-0.0078,,14392.42852,87.76648293379999,46746.38395301191,18091.7417400128
746,483083,深港通内房股R,50,1018.9906,-0.015,,15720.15478,64.78873089310001,9336.1602088775,2877.4641345565997
747,483084,深港通内房股R(港币),50,896.4428,-0.0149,,15720.15478,70.0960482779,10100.9287615889,3113.1718160939004
748,483085,深港通节能R,50,1919.7057,-0.0067,,18521.90176,368.0832794347,37798.0495852275,16116.2049745606
749,483086,深港通节能R(港币),50,1688.3475,-0.0065,,18521.90176,398.2364041056,40894.3996773999,17436.4081738949
750,483087,深港通新能源车R,50,4521.2088,-0.0123,,20245.46336,452.89699239519996,32593.359223856,14070.151354875601
751,483088,深港通新能源车R(港币),50,3975.5518,-0.0122,,20245.46336,489.9979675576,35263.3586396499,15222.751432503701
752,483089,深港通大湾区R,50,2518.2996,-0.009,,19872.28961,389.20309683910006,100175.4187866718,44946.5906666524
753,483090,深港通大湾区R(港币),50,2215.1335,-0.0088,,19872.28961,421.08522421370003,108381.21277124039,48628.381515736204
754,483101,内地生物科技R,50,2550.0415,-0.0093,,3976.9349,95.39317978209999,13874.046450355501,6956.5809420018995
755,483102,内地生物科技R(港币),50,2253.6207,-0.0092,,3976.9349,103.2076380896,15010.585028676298,7526.449679150301
756,483103,内地医疗器械R,50,1855.7044,-0.0101,,3006.51596,75.3250403012,9284.0627292459,3413.2111211277
757,483104,内地医疗器械R(港币),50,1640.0006,-0.0099,,3006.51596,81.4956253825,10044.6064192894,3692.8182182244
758,483105,内地消费电子R,50,2664.8112,-0.0086,,27082.10684,293.8046175738,20739.2966473641,12043.510668872199
759,483106,内地消费电子R(港币),50,2355.0527,-0.0085,,27082.10684,317.8726284509,22438.200513956002,13030.084591635501
760,483160,低碳科技R,50,2693.7303,-0.0137,,19734.08508,462.8301418268,52241.452082501506,29652.558046333703
761,483161,低碳科技R(港币),50,2276.5898,-0.0136,,19734.08508,500.7446531847,56520.985623311506,32081.6427917086
762,487001,港股50R,50,1336.0278,-0.0132,,16253.78919,377.0041364933,152977.1176109767,49618.173573292996
763,487002,港股50R（人民币）,50,1383.8625,-0.0134,,16253.78919,348.4611533194,141395.2200366496,45861.5816520592
764,487003,港股通50R,50,1231.8134,-0.0137,,16499.21277,333.9797946859,138232.33816482848,32527.019463585097
765,487004,港股通50R（人民币）,50,1274.8213,-0.0138,,16499.21277,308.6941844302,127766.7678423693,30064.398819997
766,487006,港股科技R,30,1531.8772,-0.0177,,11200.37432,235.5896036768,67890.1511609138,26130.565368534702
767,487007,港股科技R（人民币）,30,1585.3651,-0.0178,,11200.37432,217.75311478240002,62750.1878165209,24152.2202644831
768,487008,港股通科技R,30,1740.7359,-0.0213,,10839.05438,184.7890176203,51239.3279321267,16011.4542191378
769,487009,港股通科技R（人民币）,30,1801.5156,-0.0215,,10839.05438,170.7986410963,47359.9984143853,14799.227020207
770,487010,港股大中盘R,300,1051.4089,-0.0102,,63344.01449,693.6063905955999,250496.5028006879,136807.6141874603
771,487011,港股大中盘R（人民币）,300,1088.1179,-0.0103,,63344.01449,641.0934507636,231531.41257364769,126449.90971732789
772,487012,港股大盘R,100,1035.9356,-0.0122,,32645.34171,517.0433490218,204907.2051195202,111601.7035012026
773,487013,港股大盘R（人民币）,100,1072.1058,-0.0123,,32645.34171,477.89799706739996,189393.68061992122,103152.33852912631
774,487014,港股中盘R,200,1184.6045,-0.0012,,30698.67278,176.5630415738,45589.29768116769,22374.2930675417
775,487015,港股中盘R（人民币）,200,1225.9648,-0.0014,,30698.67278,163.19545369620002,42137.7319537265,20680.3353393986
776,487016,港股通红利低波R,30,1750.4134,0.0029,,17486.8504,119.9822364882,58522.4340217042,1370.9873237242
777,487017,港股通红利低波R（人民币）,30,2072.8716,0.0028,,17486.8504,110.89838136370001,54091.7005419209,1267.189873445
778,487018,港股通创新药R,50,1001.9539,-0.0157,,2733.69584,33.6519764674,7480.2531087108,3448.4041830033
779,487019,港股通创新药R（人民币）,50,1057.2275,-0.0158,,2733.69584,31.104185329099998,6913.9231458502,3187.3255023082
780,487020,内房股R,30,654.3269,-0.0133,,4629.70695,22.888793078899997,6743.8760915341,1644.1918752761999
781,487021,内房股R（人民币）,30,774.866,-0.0134,,4629.70695,21.1558825549,6233.2972326439,1519.7101083988
782,487022,港股通文体娱乐R,30,1453.5217,-0.0155,,4113.4161,138.5628185364,52031.1347765338,11291.5927840891
783,487023,港股通文体娱乐R（人民币）,30,1721.2876,-0.0156,,4113.4161,128.072227545,48091.8575626025,10436.7062944055
784,487024,港股通新国货R,50,1567.9482,-0.024,,8285.76735,135.0291010061,28301.5098470808,15589.7612279094
785,487025,港股通新国货R（人民币）,50,1837.1067,-0.0241,,8285.76735,124.8060477689,26158.8025365582,14409.4604053446
786,487026,港股通新能源R,50,1840.9843,0.0006,,6213.63261,62.070214679399996,9650.7868890426,2037.3581541807998
787,487027,港股通新能源R（人民币）,50,1937.3829,0.0005,,6213.63261,57.370878726,8920.125813673001,1883.1097683279002
788,AITCNYG,中华陆股通行业龙头R,50,5299.6473,-0.0026,14.3794,32593.86192,643.7433876457,154367.8599499176,57767.229423796394
789,BNRCNYG,中华一带一路R,50,2840.4721,-0.0043,,31528.57722,631.6794715178,151067.7559977805,58063.2757235743
790,CN2008,中小300R,300,1332.391,-0.0059,18.3587,82134.94735,1064.0902350566,79392.3675242972,41008.033886174504
791,CN2010,深证700R,700,6912.937,-0.0096,23.5739,143193.37416,1529.5437126573001,68668.44233228509,36453.897580450895
792,CN2011,深证1000R,1000,5641.5898,-0.0058,19.4963,249596.02419,3245.2984609983,230634.1987683732,119582.64978553349
793,CN2012,创业300R,300,2817.5164,-0.0128,27.5087,52246.64155,1032.9264606396,67707.8478982251,36416.9289386003
794,CN2013,深市精选R,0,5530.9761,-0.0029,17.1353,131228.65809,1812.3331413683,143720.2975625772,72198.3335384784
795,CN2015,中小创新R,500,2260.9143,-0.0121,23.6374,98725.42498,1011.5325274952,40226.400757296804,21439.840646913897
796,CN2016,深证创新R,100,3904.8481,-0.0125,22.867,29066.41958,606.7096329211,55158.7070044349,1371.3185012704
797,CN2017,SME创新R,100,3476.8269,-0.0126,20.5813,27973.10178,509.3929857208,34802.2519166861,1415.4614607257001
798,CN2018,创业创新R,100,3889.0955,-0.0116,25.8068,13850.71097,420.7732878525,35113.2966341432,799.4785386467
799,CN2019,创业200R,200,3051.4264,-0.0173,33.1356,38551.35851,498.6755320633,18410.1630842456,10333.352373055799
800,CN2020,创业小盘R,300,1193.6565,-0.0193,33.1196,31584.16703,369.2588264217,13978.0906856838,7386.7296381719
801,CN2030,碳科技30R,30,2892.2031,-0.0086,19.81,6033.52699,204.6118550811,18320.5421626166,6909.4329043722
802,CN2050,创新引擎R,50,2495.5828,-0.0073,15.1376,17301.94584,250.02011720099998,28209.3117856495,13219.8900474775
803,CN2060,碳科技60R,60,2725.4934,-0.0071,16.3238,20817.37901,491.2356095828,46190.5003670219,25171.2318840767
804,CN2088,深创100R,100,3450.9753,-0.0074,17.9054,35145.01861,800.3702781664,78325.9513897139,43887.9375969581
805,CN2258,绿色低碳R,50,3467.3081,-0.0059,15.3038,20963.49805,416.3845250933,37847.595782216,16869.8164686632
806,CN2259,创业低碳R,50,3119.9198,-0.0103,19.703,11005.62764,237.0061259293,16740.5464425702,4850.4888949006
807,CN2260,先进制造R,50,2924.5427,-0.0063,18.2625,25782.1009,519.7770864842,60428.535491586605,32677.4198223829
808,CN2261,创业制造R,50,3367.4648,-0.013,23.1242,8003.09809,352.8843646017,30714.053174457997,13784.5490961113
809,CN2262,数字经济R,50,1604.7259,-0.016,30.3992,15069.03464,405.2467154851,28046.686039391097,16242.1836754633
810,CN2263,创业数字R,50,1472.8609,-0.0187,38.7744,12056.47491,283.3837993572,16926.787297002,9947.3686597988
811,CN2264,创新技术R,50,1035.1508,-0.0187,59.8228,8264.87712,164.6407094072,8205.2274025676,4770.6653407446
812,CN2265,创新药械R,50,1114.1914,-0.0083,25.6083,4192.22212,86.0951672973,10379.8482928826,4704.568545627
813,CN2266,创新能源R,50,2226.8408,-0.0084,19.7259,9664.06874,268.4303338214,19317.7883995147,7616.131960459
814,CN2269,创质量R,100,4162.1248,-0.0174,25.0899,10407.46569,363.51080451269996,21500.9255754194,11971.6187188423
815,CN2274,深新基建R,50,3570.2333,-0.015,26.9361,12649.11768,406.49991817370005,30447.8503953732,17193.215001092
816,CN2275,创医药R,50,2977.552,-0.0118,26.8584,4016.47236,103.1997627058,12926.0201521975,5274.8608629843
817,CN2276,创科技R,50,4616.4179,-0.0163,25.0629,8453.27532,301.6609002862,26118.987009650096,10687.6404610261
818,CN2277,公共健康R,50,2573.5748,-0.0079,22.795,5669.54456,94.8639930281,13297.875824156,4500.3469850061
819,CN2278,长江100R,100,1728.3253,-0.0072,18.2029,38038.21173,623.4185728294,59212.4503647217,29281.5737103054
820,CN2279,云科技50R,50,2838.4104,-0.0186,33.1204,17835.76225,413.68595265,24270.0090370994,14490.129631311398
821,CN2280,生物50R,50,2412.6098,-0.0094,23.9349,4527.39879,92.8949432208,11867.617521131799,5070.0058968738
822,CN2281,电子50R,50,2773.2997,-0.0017,28.9583,26152.63966,259.7368648791,14310.0674744623,8030.5412456573995
823,CN2282,大数据50R,50,3721.2635,-0.028,36.092,13876.17169,230.518642478,9946.223678607299,6053.3581692407
824,CN2283,机器人50R,50,3098.0052,-0.0156,21.5248,10402.6203,162.22805650549998,13081.2357937563,5169.9259739907
825,CN2284,AI 50R,50,3010.1945,-0.0207,33.9659,13747.08022,304.2598838759,14942.8125973067,8436.1979911048
826,CN2285,物联网50R,50,3823.1722,-0.0121,25.914,14683.89289,368.5222286203,27069.9935769098,15415.465586328
827,CN2286,区块链50R,50,2990.3013,-0.0123,15.0566,21409.4869,214.93834552040002,19182.5035998179,9172.0347504564
828,CN2291,创精选88R,88,3279.0046,-0.0092,33.3785,13834.09237,201.1784420621,9905.181050594001,5200.192279039699
829,CN2292,民企发展R,500,966.3923,-0.0082,23.1783,62821.0732,499.7449234987,17353.663386961,8402.6457371342
830,CN2293,创业大盘R,50,3640.4354,-0.0134,24.9985,8420.74189,376.61444170330003,36985.230722326,18546.6946891307
831,CN2294,中小创Q R,50,2844.3039,-0.0032,15.9456,12753.5706,312.3943244037,36415.672350596804,17554.5311048519
832,CN2295,创价值R,50,4357.3378,-0.0049,24.4792,7879.17707,291.9628121623,31182.8888894265,8012.2225300149
833,CN2296,创成长R,50,4317.4737,-0.0161,28.5875,10780.37558,385.4928645403,31229.020492864598,7491.243279727701
834,CN2297,新浪100R,100,4689.7917,-0.003,15.2886,16053.02602,107.7169277291,8225.320977678199,899.5383088375
835,CN2303,国证2000R,2000,7730.666,-0.0085,23.5803,282383.00055,2883.1222171103996,135857.7876207279,67907.2431597532
836,CN2311,国证1000R,1000,4456.3807,-0.0029,13.2071,324162.6634,4277.3207720106,559979.6366948935,238576.53475350922
837,CN2312,国证300R,300,4977.3528,-0.0043,13.4948,127031.51715,2189.1305304175,368788.7568212892,150654.8189267151
838,CN2313,巨潮100R,100,5492.5146,-0.0034,11.0224,59759.71862,1012.9086608449,280960.2808575537,105406.3010217066
839,CN2314,巨潮大盘R,200,4937.6088,-0.0034,11.4945,108698.99157,1661.8269313957999,358899.8497162597,141828.6765969827
840,CN2315,巨潮中盘R,300,3914.0447,-0.0027,17.3741,89586.25501,1304.2332435439,111010.3871889076,52060.41324008349
841,CN2316,巨潮小盘R,500,4840.7252,-0.0012,19.9305,125877.41682,1311.2605970709,90069.39978972619,44687.444916443
842,CN2319,资源优势R,100,3055.9029,0.0242,13.4109,74303.7107,759.3855860373,71591.1937168247,22506.203386971498
843,CN2320,国证服务R,100,2519.5885,-0.0024,16.8508,34472.06487,249.8477292239,53198.8107270167,18215.3504758177
844,CN2321,国证红利R,50,9378.4334,-0.0009,7.935,36465.07141,422.32760662239997,159319.5771802696,51593.207727924404
845,CN2322,国证治理R,50,11415.6844,-0.0018,10.1395,26150.82334,513.9070074521,117136.5594789733,47944.4947454541
846,CN2324,深证红利R,40,14335.436,0.0006,13.6274,29956.22907,270.7717122795,43204.8442270244,21626.0363065562
847,CN2326,成长40R,40,4583.1794,-0.0025,13.6641,10816.50562,292.8661868775,17136.2502285584,9561.470692290899
848,CN2328,深证治理R,40,13972.3561,-0.0008,16.9075,10879.48812,240.419242016,41342.6000176552,21730.5635111022
849,CN2335,深证央企R,50,4674.0471,-0.0034,21.861,16298.72613,237.85055289209998,24512.921076628798,9474.7981913921
850,CN2337,深证民营R,100,4705.2197,-0.0063,19.6376,30268.14071,713.7498422214,69481.0003574769,38465.991623433
851,CN2339,深证科技R,100,6820.6679,-0.0101,22.4009,31884.4553,717.4236681732001,66227.0016285739,35902.772057341295
852,CN2341,深证责任R,100,1913.7633,0.0011,15.311,27119.62845,463.4811117796,64555.4632651942,33065.563788854
853,CN2346,深证成长R,100,3609.9799,-0.0025,17.8582,33141.35718,747.6096287957,57785.2883018665,32438.042107575096
854,CN2348,深证价值R,100,8415.8413,0.0037,13.0757,54463.88077,544.2385410342,59302.9748658104,29243.508122692598
855,CN2350,皖江30R,30,2715.5718,-0.0048,17.872,12750.76363,125.7300012276,9930.6691641385,4555.6044636691995
856,CN2351,创新示范R,100,8948.7188,-0.0105,12.3701,31952.87968,467.16077803,56252.9805271492,25082.3566076216
857,CN2353,国证物流R,40,2391.1743,-0.0005,12.4222,13250.20988,102.9734577945,22657.164438233398,7991.1044609068
858,CN2354,分析师指R,100,8629.5256,-0.005,13.2443,50109.38087,1069.6011190786,224813.7166758959,9448.6142796161
859,CN2355,长三角R,40,3364.8494,-0.0062,11.3269,12478.28754,264.629856948,45089.0785845453,21028.8194194076
860,CN2356,珠三角R,40,10007.5923,-0.0063,12.0682,22398.91478,354.5864205013,60825.3223490013,31160.2094255787
861,CN2357,环渤海R,40,3672.6229,-0.0021,8.958,34787.46613,328.21588577389997,131829.3315234264,30158.8560663208
862,CN2358,国证环保R,40,4675.6898,-0.0097,15.2506,16478.95729,312.5100160782,46098.95833734,21797.872117951
863,CN2360,新硬件R,100,4512.5875,-0.0159,24.3458,32986.79831,479.8057327472,33134.7282117938,1704.6560476404002
864,CN2361,在线消费R,50,3164.2553,-0.0211,26.4513,18117.12969,204.4873458479,9982.0513934243,6174.1191451945
865,CN2362,民企100R,100,6261.8754,-0.0088,19.5505,28345.72917,827.8550469524,96695.20751852519,48797.986626119
866,CN2363,国证算力R,50,3849.369,-0.0297,33.2711,13148.24281,449.55056781879995,26022.5556632056,7977.5155448987
867,CN2365,国证粮食R,50,14033.7725,0.0123,16.329,8623.03593,102.4177547274,10290.6678794112,2487.0970971276
868,CN2366,能源金属R,50,1839.2376,0.0199,14.9981,28667.17849,364.9477380524,11575.516509358602,6891.7286892266
869,CN2367,1000地产R,0,3214.7218,-0.0113,9.6151,7243.03041,51.503034641899994,6279.8095267953,2404.2676923757
870,CN2368,国证军工R,50,6378.3399,-0.0106,40.703,9556.65556,194.3759882805,16296.7718633839,7720.260616475501
871,CN2369,国证责任R,100,1828.5265,0.0001,12.1063,28493.53273,449.7426646707,69965.3181921306,34274.739283327996
872,CN2370,国证成长R,332,4330.1209,0.0001,16.8366,89559.35905,1761.3001769037,170424.8119848571,79880.2454543434
873,CN2371,国证价值R,332,8294.1177,0.0021,8.4662,141205.63453,1257.4098154736,245820.8424141529,87295.5890124207
874,CN2372,大盘成长R,66,4672.1457,-0.0014,16.5194,31852.84969,751.4206867381,108363.2511256371,48155.7049710975
875,CN2373,大盘价值R,66,10290.9496,-0.0025,7.4766,46881.65111,489.6950194932,169613.7401147878,52956.9752573499
876,CN2374,中盘成长R,100,3979.4529,0.0035,16.6326,20036.22234,477.1321651993,34950.192065967996,17223.5781518696
877,CN2375,中盘价值R,100,6525.9252,0.0103,11.565,47806.09928,426.2073591873,43219.616914148995,19251.9389914299
878,CN2376,小盘成长R,166,4794.5634,0.0012,18.626,37670.28702,532.7473249663,27111.368793252,14500.962331376299
879,CN2377,小盘价值R,166,7861.0181,0.0078,13.2291,46517.88414,341.5074367931,32987.485385216096,15086.6747636409
880,CN2378,ESG 300R,300,2802.7564,-0.003,11.8049,104124.79013,1722.6666561554,326286.8318914606,130274.7886694032
881,CN2381,1000能源R,0,5726.1168,0.0214,11.3182,21505.05395,199.24169165880002,42340.3760703563,8068.078920023
882,CN2382,1000材料R,0,3461.1695,0.0164,17.9431,77614.6834,834.2018639508,52559.495711654294,26485.404869937996
883,CN2383,1000工业R,0,2929.9091,-0.0049,13.7916,66291.28067,865.6457630764,99729.6874175042,46275.2562411251
884,CN2384,1000可选R,0,4791.6213,-0.0037,17.7589,23729.64354,356.67277924300004,42467.8902492345,20414.0616468804
885,CN2385,1000消费R,0,14502.3447,0.0023,25.8606,6812.67538,210.82002536759998,58511.22878726,19133.180736013
886,CN2386,1000医药R,0,6803.4438,-0.003,24.2163,9487.90781,271.519121257,36477.9618827917,18390.7442305788
887,CN2387,1000金融R,0,6485.2607,-0.0066,6.8794,40815.14712,324.307462611,118642.9784353048,41860.1949602686
888,CN2388,1000信息R,0,4065.0684,-0.0141,33.0237,48938.19812,868.370777803,60470.9718720947,32536.2082765407
889,CN2389,国证通信R,70,4252.6631,-0.0229,25.308,14126.91878,299.8761141649,19692.0531694024,9333.7502315876
890,CN2390,1000公用R,0,4044.4111,-0.0021,19.9125,15349.21249,114.2651264556,26188.571690567,7034.8656025683995
891,CN2391,投资时钟R,100,4540.3733,0.0037,14.2755,47651.8308,666.365529639,112164.4475591682,36241.8428558405
892,CN2392,国证新兴R,100,2466.601,-0.0071,19.4765,49442.28693,987.5506210842999,128596.3577447751,2480.9801666875
893,CN2393,国证地产R,50,4036.4678,-0.0112,9.8614,13634.38043,75.0433882669,8357.9129004187,3518.4851347348
894,CN2394,国证医药R,80,9872.489,-0.0033,24.1433,8077.7093,250.800113124,34134.5702065604,17057.2409538949
895,CN2395,国证有色R,50,6707.6929,0.0328,17.7813,48496.73524,580.8328871472,21272.552062919098,11788.70945889
896,CN2396,国证食品R,50,28578.3636,-0.0011,25.6434,3923.73654,172.4651294779,51642.855918588,14372.3059938677
897,CN2397,国证文化R,50,2130.411,-0.0104,26.0161,19561.13693,234.9942420461,18624.960409023002,8017.0139286263
898,CN2398,绩效指数R,100,16256.0057,0.0024,19.7196,13744.16747,379.9850298668,90666.39061732529,917.2564484149001
899,CN2399,中经GDPR,300,9010.0162,-0.0024,12.3755,106126.92552,1428.8109917581,274781.8547993634,77948.7668957933
900,CN2400,大中盘R,500,4539.1692,-0.0032,12.4635,198285.24658,2966.0601749396997,469910.2369051673,193889.08983706622
901,CN2401,中小盘R,800,4306.9498,-0.002,18.4006,215463.67183,2615.4938406148003,201079.78697863378,96747.8581565265
902,CN2402,周期100R,100,3949.4888,-0.0005,14.1826,64326.58657,865.5047337735001,141420.1854968952,56242.001696217696
903,CN2403,防御100R,100,9549.9493,-0.0038,25.306,15510.82241,472.2318464693,95195.252440706,37905.7358438992
904,CN2404,大盘低波R,50,9700.365,-0.0012,8.9602,36146.3209,326.94679617080004,128733.6362215051,4262.130031579
905,CN2405,大盘高贝R,50,2531.0002,-0.007,12.3194,27839.81505,568.9131568433,90815.6634978356,5653.8343018845
906,CN2406,中盘低波R,100,16059.8578,0.0024,14.1886,44299.32125,355.352600133,39089.726945631,4248.6185625187
907,CN2407,中盘高贝R,100,2146.9846,-0.0107,22.6377,26768.15281,615.837933715,33862.9160339863,5594.689659793299
908,CN2408,小盘低波R,150,17103.3812,0.0048,15.6525,43156.12542,260.8733246305,27163.0569317941,3034.4185950651
909,CN2409,小盘高贝R,150,4341.5858,-0.0114,30.0437,40537.68118,544.6815022057,25579.0364048133,2099.3715632502
910,CN2410,苏州率先R,30,1818.2506,-0.011,19.1085,5624.69214,111.3977988118,6349.099860295,3585.0628346201
911,CN2411,红利100R,100,5616.9608,0.0069,6.6696,35787.97603,330.6755915139,99782.17592673891,1140.3689734409
912,CN2412,国证新能R,50,2432.5507,-0.01,15.5413,17435.26173,363.77351357120006,40735.3433074208,19111.222295468102
913,CN2415,I100R,100,6401.9913,-0.0041,11.241,45094.49142,742.8203817883,186235.4350687783,1345.2548688571
914,CN2416,I300R,300,3705.7098,-0.0054,25.6474,29504.4232,337.87221978869997,17989.6910331735,8156.610159174101
915,CN2417,新能源车R,50,2711.1671,-0.0076,17.509,20389.48485,464.14962634370005,28131.847634464,13411.3687299605
916,CN2418,数据要素R,50,3397.4221,-0.0249,27.3031,13933.59919,286.7793628896,24384.611012535697,8295.6923905028
917,CN2419,国证高铁R,50,1948.3026,-0.0057,11.3573,11456.5519,97.0373771498,12566.275527219099,3232.2205732459997
918,CN2420,国证保证R,30,1347.459,-0.0075,15.5215,12374.48136,139.9033870337,33948.3798349845,11562.262589476899
919,CN2422,中关村AR,0,2928.9975,-0.0118,20.8,59394.00905,760.8091169461001,54370.588608733095,25673.732603657998
920,CN2423,中关村50R,50,2187.6545,-0.0173,28.4586,15257.73739,241.6371938212,19793.5842287587,9505.774864419
921,CN2427,专利领先R,100,2918.1386,-0.0053,11.4808,43191.6639,658.7070891741,154122.0122345797,53103.9558949493
922,CN2428,国证定增R,100,2849.5497,-0.0043,20.6693,20572.07203,270.3909333271,13392.0458770452,888.4372889102001
923,CN2429,新丝路R,100,1465.9374,0.0066,14.7483,25369.89325,220.4366708726,23201.5135220292,9392.5953491622
924,CN2431,国证银行R,0,11540.5398,-0.0058,5.2123,19688.35467,133.95732955559998,74908.23493110121,21908.6734660863
925,CN2432,智能汽车R,50,5967.0788,-0.0118,18.6627,11736.24204,344.750784403,26864.3315336594,10764.8941477621
926,CN2433,国证交运R,0,2328.356,0.0002,12.3816,22010.10058,157.3608969434,23559.0957329932,8568.3643223879
927,CN2434,数字传媒R,50,2024.3892,-0.0263,24.7648,21929.49016,226.0616745159,8878.2190213956,4655.9480625686
928,CN2435,国证农牧R,0,4836.9529,0.0159,29.1846,6684.24968,65.6095338459,8402.311592632299,3483.44827434
929,CN2436,绿色煤炭R,30,8168.8752,0.0277,10.1502,12147.72505,123.0443133842,17026.1366803204,1683.2404715285998
930,CN2437,证券龙头R,30,6433.4209,-0.0074,18.4404,11158.76487,112.5828288879,21689.5689710815,4398.8030355894
931,CN2438,绿色电力R,50,3098.3842,-0.0028,20.5015,13973.43513,111.4301024175,23036.1679499663,5446.1812443756
932,CN2439,国证油气R,100,3031.7383,0.0151,12.9578,25931.25353,194.52811306389998,35270.0413626425,6408.163249906801
933,CN2440,国证钢铁R,0,1977.0753,0.0081,16.8799,17516.35873,72.4618531418,7331.4807890293005,2846.8204711938
