日期,指数代码,指数名称,标签,市盈率,数据源
2014-12-29,H30533,中国互联网50,跨境，中概股,51.94,韭圈儿
2014-12-30,H30533,中国互联网50,跨境，中概股,51.79,韭圈儿
2014-12-31,H30533,中国互联网50,跨境，中概股,51.28,韭圈儿
2015-01-05,H30533,中国互联网50,跨境，中概股,50.98,韭圈儿
2015-01-06,H30533,中国互联网50,跨境，中概股,52.18,韭圈儿
2015-01-07,H30533,中国互联网50,跨境，中概股,52.68,韭圈儿
2015-01-08,H30533,中国互联网50,跨境，中概股,53.94,韭圈儿
2015-01-09,H30533,中国互联网50,跨境，中概股,53.4,韭圈儿
2015-01-12,H30533,中国互联网50,跨境，中概股,52.51,韭圈儿
2015-01-13,H30533,中国互联网50,跨境，中概股,52.25,韭圈儿
2015-01-14,H30533,中国互联网50,跨境，中概股,51.69,韭圈儿
2015-01-15,H30533,中国互联网50,跨境，中概股,50.85,韭圈儿
2015-01-16,H30533,中国互联网50,跨境，中概股,50.77,韭圈儿
2015-01-19,H30533,中国互联网50,跨境，中概股,50.89,韭圈儿
2015-01-20,H30533,中国互联网50,跨境，中概股,51.88,韭圈儿
2015-01-21,H30533,中国互联网50,跨境，中概股,53.47,韭圈儿
2015-01-22,H30533,中国互联网50,跨境，中概股,53.93,韭圈儿
2015-01-23,H30533,中国互联网50,跨境，中概股,54.16,韭圈儿
2015-01-26,H30533,中国互联网50,跨境，中概股,54.79,韭圈儿
2015-01-27,H30533,中国互联网50,跨境，中概股,54.44,韭圈儿
2015-01-28,H30533,中国互联网50,跨境，中概股,53.24,韭圈儿
2015-01-29,H30533,中国互联网50,跨境，中概股,52.7,韭圈儿
2015-01-30,H30533,中国互联网50,跨境，中概股,52.16,韭圈儿
2015-02-02,H30533,中国互联网50,跨境，中概股,52.87,韭圈儿
2015-02-03,H30533,中国互联网50,跨境，中概股,53.13,韭圈儿
2015-02-04,H30533,中国互联网50,跨境，中概股,52.96,韭圈儿
2015-02-05,H30533,中国互联网50,跨境，中概股,52.43,韭圈儿
2015-02-06,H30533,中国互联网50,跨境，中概股,51.63,韭圈儿
2015-02-09,H30533,中国互联网50,跨境，中概股,51.72,韭圈儿
2015-02-10,H30533,中国互联网50,跨境，中概股,52.61,韭圈儿
2015-02-11,H30533,中国互联网50,跨境，中概股,51.76,韭圈儿
2015-02-12,H30533,中国互联网50,跨境，中概股,51.48,韭圈儿
