日期,指数代码,指数名称,标签,市盈率,数据源
2024-04-30,CN6055,汽车指数,行业，汽车,21.8674,国证指数
2024-05-10,CN6055,汽车指数,行业，汽车,22.1296,国证指数
2024-05-16,CN6055,汽车指数,行业，汽车,21.5598,国证指数
2024-05-17,CN6055,汽车指数,行业，汽车,21.6528,国证指数
2024-05-23,CN6055,汽车指数,行业，汽车,21.1465,国证指数
2024-05-24,CN6055,汽车指数,行业，汽车,21.1465,国证指数
2024-05-28,CN6055,汽车指数,行业，汽车,20.4935,国证指数
2024-05-29,CN6055,汽车指数,行业，汽车,21.1313,国证指数
2024-05-31,CN6055,汽车指数,行业，汽车,21.2721,国证指数
2024-06-07,CN6055,汽车指数,行业，汽车,21.1992,国证指数
2024-06-11,CN6055,汽车指数,行业，汽车,21.5394,国证指数
2024-06-12,CN6055,汽车指数,行业，汽车,21.5728,国证指数
2024-06-13,CN6055,汽车指数,行业，汽车,21.8638,国证指数
2024-06-14,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-17,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-18,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-19,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-20,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-21,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-24,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-25,CN6055,汽车指数,行业，汽车,21.8975,国证指数
2024-06-26,CN6055,汽车指数,行业，汽车,21.5318,国证指数
2024-06-27,CN6055,汽车指数,行业，汽车,21.7697,国证指数
2024-06-28,CN6055,汽车指数,行业，汽车,21.3188,国证指数
2024-07-01,CN6055,汽车指数,行业，汽车,21.4465,国证指数
2024-07-02,CN6055,汽车指数,行业，汽车,21.4223,国证指数
2024-07-03,CN6055,汽车指数,行业，汽车,21.0847,国证指数
2024-07-04,CN6055,汽车指数,行业，汽车,20.9326,国证指数
2024-07-05,CN6055,汽车指数,行业，汽车,20.8229,国证指数
2024-07-08,CN6055,汽车指数,行业，汽车,20.7429,国证指数
2024-07-09,CN6055,汽车指数,行业，汽车,20.526,国证指数
2024-07-10,CN6055,汽车指数,行业，汽车,21.1813,国证指数
2024-07-11,CN6055,汽车指数,行业，汽车,21.3047,国证指数
2024-07-12,CN6055,汽车指数,行业，汽车,21.7374,国证指数
2024-07-15,CN6055,汽车指数,行业，汽车,22.121,国证指数
2024-07-16,CN6055,汽车指数,行业，汽车,22.0755,国证指数
2024-07-17,CN6055,汽车指数,行业，汽车,21.9997,国证指数
2024-07-18,CN6055,汽车指数,行业，汽车,21.7178,国证指数
2024-07-19,CN6055,汽车指数,行业，汽车,21.7308,国证指数
2024-07-22,CN6055,汽车指数,行业，汽车,21.7416,国证指数
2024-07-23,CN6055,汽车指数,行业，汽车,21.7758,国证指数
2024-07-24,CN6055,汽车指数,行业，汽车,21.103,国证指数
