日期,指数代码,指数名称,标签,市盈率,数据源
2025-06-13,CN5075,国证信创,行业，信息技术,49.1042,国证指数
2025-06-16,CN5075,国证信创,行业，信息技术,49.1042,国证指数
2025-06-17,CN5075,国证信创,行业，信息技术,58.9063,国证指数
2025-06-18,CN5075,国证信创,行业，信息技术,58.3803,国证指数
2025-06-19,CN5075,国证信创,行业，信息技术,58.5072,国证指数
2025-06-20,CN5075,国证信创,行业，信息技术,58.2193,国证指数
2025-06-23,CN5075,国证信创,行业，信息技术,57.7216,国证指数
2025-06-24,CN5075,国证信创,行业，信息技术,58.2766,国证指数
2025-06-25,CN5075,国证信创,行业，信息技术,59.6074,国证指数
2025-06-26,CN5075,国证信创,行业，信息技术,60.8236,国证指数
2025-06-27,CN5075,国证信创,行业，信息技术,60.7608,国证指数
2025-06-30,CN5075,国证信创,行业，信息技术,60.4934,国证指数
2025-07-01,CN5075,国证信创,行业，信息技术,61.2764,国证指数
2025-07-02,CN5075,国证信创,行业，信息技术,60.3853,国证指数
2025-07-03,CN5075,国证信创,行业，信息技术,59.2085,国证指数
2025-07-04,CN5075,国证信创,行业，信息技术,59.5485,国证指数
2025-07-07,CN5075,国证信创,行业，信息技术,59.6127,国证指数
2025-07-08,CN5075,国证信创,行业，信息技术,59.2841,国证指数
2025-07-09,CN5075,国证信创,行业，信息技术,60.2262,国证指数
2025-07-10,CN5075,国证信创,行业，信息技术,59.7116,国证指数
2025-07-11,CN5075,国证信创,行业，信息技术,59.4362,国证指数
2025-07-14,CN5075,国证信创,行业，信息技术,60.4625,国证指数
2025-07-15,CN5075,国证信创,行业，信息技术,60.0616,国证指数
2025-07-16,CN5075,国证信创,行业，信息技术,60.6524,国证指数
2025-07-17,CN5075,国证信创,行业，信息技术,60.7245,国证指数
2025-07-18,CN5075,国证信创,行业，信息技术,61.4119,国证指数
2025-07-21,CN5075,国证信创,行业，信息技术,61.6045,国证指数
2025-07-22,CN5075,国证信创,行业，信息技术,61.4564,国证指数
2025-07-23,CN5075,国证信创,行业，信息技术,61.3031,国证指数
2025-07-24,CN5075,国证信创,行业，信息技术,61.7097,国证指数
2025-07-25,CN5075,国证信创,行业，信息技术,62.4799,国证指数
2025-07-28,CN5075,国证信创,行业，信息技术,62.4799,国证指数
2025-07-29,CN5075,国证信创,行业，信息技术,63.7962,国证指数
2025-07-30,CN5075,国证信创,行业，信息技术,64.9542,国证指数
2025-07-31,CN5075,国证信创,行业，信息技术,64.1416,国证指数
2025-08-01,CN5075,国证信创,行业，信息技术,63.8489,国证指数
2025-08-04,CN5075,国证信创,行业，信息技术,63.009,国证指数
2025-08-05,CN5075,国证信创,行业，信息技术,63.62,国证指数
2025-08-06,CN5075,国证信创,行业，信息技术,63.7666,国证指数
2025-08-07,CN5075,国证信创,行业，信息技术,64.0888,国证指数
2025-08-08,CN5075,国证信创,行业，信息技术,63.987,国证指数
2025-08-11,CN5075,国证信创,行业，信息技术,62.7571,国证指数
2025-08-12,CN5075,国证信创,行业，信息技术,63.2561,国证指数
2025-08-13,CN5075,国证信创,行业，信息技术,65.1794,国证指数
2025-08-14,CN5075,国证信创,行业，信息技术,65.7563,国证指数
2025-08-15,CN5075,国证信创,行业，信息技术,67.2791,国证指数
2025-08-18,CN5075,国证信创,行业，信息技术,67.8546,国证指数
2025-08-19,CN5075,国证信创,行业，信息技术,69.5966,国证指数
2025-08-20,CN5075,国证信创,行业，信息技术,68.7538,国证指数
2025-08-21,CN5075,国证信创,行业，信息技术,71.4198,国证指数
2025-08-22,CN5075,国证信创,行业，信息技术,71.7895,国证指数
2025-08-25,CN5075,国证信创,行业，信息技术,79.1089,国证指数
2025-08-26,CN5075,国证信创,行业，信息技术,81.986,国证指数
2025-08-27,CN5075,国证信创,行业，信息技术,80.764,国证指数
2025-08-28,CN5075,国证信创,行业，信息技术,80.6062,国证指数
2025-08-29,CN5075,国证信创,行业，信息技术,86.5342,国证指数
2025-09-01,CN5075,国证信创,行业，信息技术,83.5634,国证指数
2025-09-02,CN5075,国证信创,行业，信息技术,82.15,国证指数
2025-09-03,CN5075,国证信创,行业，信息技术,79.6875,国证指数
2025-09-04,CN5075,国证信创,行业，信息技术,77.61,国证指数
2025-09-05,CN5075,国证信创,行业，信息技术,71.6814,国证指数
2025-09-08,CN5075,国证信创,行业，信息技术,73.8343,国证指数
2025-09-09,CN5075,国证信创,行业，信息技术,73.903,国证指数
2025-09-10,CN5075,国证信创,行业，信息技术,72.0662,国证指数
2025-09-11,CN5075,国证信创,行业，信息技术,73.6861,国证指数
2025-09-12,CN5075,国证信创,行业，信息技术,79.1226,国证指数
2025-09-15,CN5075,国证信创,行业，信息技术,80.623,国证指数
2025-09-16,CN5075,国证信创,行业，信息技术,80.8451,国证指数
2025-09-17,CN5075,国证信创,行业，信息技术,82.3154,国证指数
2025-09-18,CN5075,国证信创,行业，信息技术,82.8499,国证指数
2025-09-19,CN5075,国证信创,行业，信息技术,84.0037,国证指数
2025-09-22,CN5075,国证信创,行业，信息技术,82.2111,国证指数
2025-09-23,CN5075,国证信创,行业，信息技术,85.7672,国证指数
2025-09-24,CN5075,国证信创,行业，信息技术,84.7459,国证指数
2025-09-25,CN5075,国证信创,行业，信息技术,87.6998,国证指数
2025-09-26,CN5075,国证信创,行业，信息技术,89.0764,国证指数
2025-09-29,CN5075,国证信创,行业，信息技术,86.6255,国证指数
2025-09-30,CN5075,国证信创,行业，信息技术,87.4413,国证指数
2025-10-09,CN5075,国证信创,行业，信息技术,88.4037,国证指数
2025-10-10,CN5075,国证信创,行业，信息技术,90.7805,国证指数
2025-10-13,CN5075,国证信创,行业，信息技术,85.5819,国证指数
2025-10-14,CN5075,国证信创,行业，信息技术,86.805,国证指数
2025-10-15,CN5075,国证信创,行业，信息技术,82.0521,国证指数
2025-10-16,CN5075,国证信创,行业，信息技术,84.0544,国证指数
2025-10-17,CN5075,国证信创,行业，信息技术,83.808,国证指数
2025-10-20,CN5075,国证信创,行业，信息技术,80.7947,国证指数
2025-10-21,CN5075,国证信创,行业，信息技术,81.3637,国证指数
2025-10-22,CN5075,国证信创,行业，信息技术,84.1322,国证指数
2025-10-23,CN5075,国证信创,行业，信息技术,84.1264,国证指数
2025-10-24,CN5075,国证信创,行业，信息技术,83.4783,国证指数
2025-10-27,CN5075,国证信创,行业，信息技术,87.4212,国证指数
2025-10-28,CN5075,国证信创,行业，信息技术,89.2857,国证指数
2025-10-29,CN5075,国证信创,行业，信息技术,88.4475,国证指数
2025-10-30,CN5075,国证信创,行业，信息技术,88.3591,国证指数
2025-10-31,CN5075,国证信创,行业，信息技术,86.4909,国证指数
2025-11-03,CN5075,国证信创,行业，信息技术,84.002,国证指数
2025-11-04,CN5075,国证信创,行业，信息技术,85.1102,国证指数
2025-11-05,CN5075,国证信创,行业，信息技术,84.3043,国证指数
2025-11-06,CN5075,国证信创,行业，信息技术,83.6522,国证指数
2025-11-07,CN5075,国证信创,行业，信息技术,87.405,国证指数
2025-11-10,CN5075,国证信创,行业，信息技术,85.8402,国证指数
2025-11-11,CN5075,国证信创,行业，信息技术,85.1179,国证指数
2025-11-12,CN5075,国证信创,行业，信息技术,83.5907,国证指数
2025-11-13,CN5075,国证信创,行业，信息技术,83.3951,国证指数
2025-11-14,CN5075,国证信创,行业，信息技术,84.7503,国证指数
2025-11-17,CN5075,国证信创,行业，信息技术,81.1005,国证指数
2025-11-18,CN5075,国证信创,行业，信息技术,80.8695,国证指数
2025-11-19,CN5075,国证信创,行业，信息技术,81.7023,国证指数
2025-11-20,CN5075,国证信创,行业，信息技术,81.0215,国证指数
2025-11-21,CN5075,国证信创,行业，信息技术,80.1069,国证指数
2025-11-24,CN5075,国证信创,行业，信息技术,76.754,国证指数
