日期,指数代码,指数名称,标签,市盈率,数据源
2025-01-29,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-01-30,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-01-31,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-02-03,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-02-04,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-02-05,692,科创新能,行业，新能源，科创板,12.48,中证指数
2025-02-06,692,科创新能,行业，新能源，科创板,12.91,中证指数
2025-02-07,692,科创新能,行业，新能源，科创板,13.33,中证指数
2025-02-10,692,科创新能,行业，新能源，科创板,13.18,中证指数
2025-02-11,692,科创新能,行业，新能源，科创板,12.89,中证指数
2025-02-12,692,科创新能,行业，新能源，科创板,13.07,中证指数
2025-02-13,692,科创新能,行业，新能源，科创板,12.98,中证指数
2025-02-14,692,科创新能,行业，新能源，科创板,13.03,中证指数
2025-02-17,692,科创新能,行业，新能源，科创板,13.06,中证指数
2025-02-18,692,科创新能,行业，新能源，科创板,12.91,中证指数
2025-02-19,692,科创新能,行业，新能源，科创板,13.13,中证指数
2025-02-20,692,科创新能,行业，新能源，科创板,13.03,中证指数
2025-02-21,692,科创新能,行业，新能源，科创板,13.23,中证指数
2025-02-24,692,科创新能,行业，新能源，科创板,13.29,中证指数
2025-02-25,692,科创新能,行业，新能源，科创板,13.38,中证指数
2025-02-26,692,科创新能,行业，新能源，科创板,14.01,中证指数
2025-02-27,692,科创新能,行业，新能源，科创板,13.97,中证指数
2025-02-28,692,科创新能,行业，新能源，科创板,13.63,中证指数
2025-03-03,692,科创新能,行业，新能源，科创板,13.78,中证指数
2025-03-04,692,科创新能,行业，新能源，科创板,13.58,中证指数
2025-03-05,692,科创新能,行业，新能源，科创板,13.37,中证指数
2025-03-06,692,科创新能,行业，新能源，科创板,13.51,中证指数
2025-03-07,692,科创新能,行业，新能源，科创板,13.29,中证指数
2025-03-10,692,科创新能,行业，新能源，科创板,13.52,中证指数
2025-03-11,692,科创新能,行业，新能源，科创板,13.57,中证指数
2025-03-12,692,科创新能,行业，新能源，科创板,13.45,中证指数
2025-03-13,692,科创新能,行业，新能源，科创板,13.28,中证指数
2025-03-14,692,科创新能,行业，新能源，科创板,13.54,中证指数
2025-03-17,692,科创新能,行业，新能源，科创板,13.62,中证指数
2025-03-18,692,科创新能,行业，新能源，科创板,13.74,中证指数
2025-03-19,692,科创新能,行业，新能源，科创板,13.68,中证指数
2025-03-20,692,科创新能,行业，新能源，科创板,13.53,中证指数
2025-03-21,692,科创新能,行业，新能源，科创板,13.4,中证指数
2025-03-24,692,科创新能,行业，新能源，科创板,13.18,中证指数
2025-03-25,692,科创新能,行业，新能源，科创板,13.25,中证指数
2025-03-26,692,科创新能,行业，新能源，科创板,13.43,中证指数
2025-03-27,692,科创新能,行业，新能源，科创板,13.22,中证指数
2025-03-28,692,科创新能,行业，新能源，科创板,13.13,中证指数
2025-03-31,692,科创新能,行业，新能源，科创板,12.75,中证指数
2025-04-01,692,科创新能,行业，新能源，科创板,12.86,中证指数
2025-04-02,692,科创新能,行业，新能源，科创板,12.84,中证指数
2025-04-03,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-04-04,692,科创新能,行业，新能源，科创板,12.57,中证指数
2025-04-07,692,科创新能,行业，新能源，科创板,10.7,中证指数
2025-04-08,692,科创新能,行业，新能源，科创板,11.04,中证指数
2025-04-09,692,科创新能,行业，新能源，科创板,11.23,中证指数
2025-04-10,692,科创新能,行业，新能源，科创板,11.48,中证指数
2025-04-11,692,科创新能,行业，新能源，科创板,11.58,中证指数
2025-04-14,692,科创新能,行业，新能源，科创板,11.64,中证指数
2025-04-15,692,科创新能,行业，新能源，科创板,11.69,中证指数
2025-04-16,692,科创新能,行业，新能源，科创板,11.61,中证指数
2025-04-17,692,科创新能,行业，新能源，科创板,11.52,中证指数
2025-04-18,692,科创新能,行业，新能源，科创板,11.51,中证指数
2025-04-21,692,科创新能,行业，新能源，科创板,11.64,中证指数
2025-04-22,692,科创新能,行业，新能源，科创板,11.47,中证指数
2025-04-23,692,科创新能,行业，新能源，科创板,11.6,中证指数
2025-04-24,692,科创新能,行业，新能源，科创板,11.46,中证指数
2025-04-25,692,科创新能,行业，新能源，科创板,11.47,中证指数
2025-04-28,692,科创新能,行业，新能源，科创板,11.39,中证指数
2025-04-29,692,科创新能,行业，新能源，科创板,11.35,中证指数
2025-04-30,692,科创新能,行业，新能源，科创板,11.33,中证指数
2025-05-01,692,科创新能,行业，新能源，科创板,11.33,中证指数
2025-05-02,692,科创新能,行业，新能源，科创板,11.33,中证指数
2025-05-05,692,科创新能,行业，新能源，科创板,11.33,中证指数
2025-05-06,692,科创新能,行业，新能源，科创板,29.47,中证指数
2025-05-07,692,科创新能,行业，新能源，科创板,29.59,中证指数
2025-05-08,692,科创新能,行业，新能源，科创板,30.11,中证指数
2025-05-09,692,科创新能,行业，新能源，科创板,29.59,中证指数
2025-05-12,692,科创新能,行业，新能源，科创板,30.3,中证指数
2025-05-13,692,科创新能,行业，新能源，科创板,30.5,中证指数
2025-05-14,692,科创新能,行业，新能源，科创板,30.23,中证指数
2025-05-15,692,科创新能,行业，新能源，科创板,29.66,中证指数
2025-05-16,692,科创新能,行业，新能源，科创板,29.66,中证指数
2025-05-19,692,科创新能,行业，新能源，科创板,29.8,中证指数
2025-05-20,692,科创新能,行业，新能源，科创板,29.68,中证指数
2025-05-21,692,科创新能,行业，新能源，科创板,29.68,中证指数
2025-05-22,692,科创新能,行业，新能源，科创板,29.03,中证指数
2025-05-23,692,科创新能,行业，新能源，科创板,28.62,中证指数
2025-05-26,692,科创新能,行业，新能源，科创板,28.6,中证指数
2025-05-27,692,科创新能,行业，新能源，科创板,28.43,中证指数
2025-05-28,692,科创新能,行业，新能源，科创板,28.21,中证指数
2025-05-29,692,科创新能,行业，新能源，科创板,28.68,中证指数
2025-05-30,692,科创新能,行业，新能源，科创板,28.26,中证指数
2025-06-02,692,科创新能,行业，新能源，科创板,28.26,中证指数
2025-06-03,692,科创新能,行业，新能源，科创板,28.16,中证指数
2025-06-04,692,科创新能,行业，新能源，科创板,28.59,中证指数
2025-06-05,692,科创新能,行业，新能源，科创板,28.77,中证指数
2025-06-06,692,科创新能,行业，新能源，科创板,29.03,中证指数
2025-06-09,692,科创新能,行业，新能源，科创板,29.52,中证指数
2025-06-10,692,科创新能,行业，新能源，科创板,29.0,中证指数
2025-06-11,692,科创新能,行业，新能源，科创板,29.19,中证指数
2025-06-12,692,科创新能,行业，新能源，科创板,29.36,中证指数
