日期,指数代码,指数名称,标签,市盈率,数据源
2021-06-01,931643,科创创业50,宽基，中小盘，科创板,82.29,韭圈儿
2021-06-02,931643,科创创业50,宽基，中小盘，科创板,80.52,韭圈儿
2021-06-03,931643,科创创业50,宽基，中小盘，科创板,79.22,韭圈儿
2021-06-04,931643,科创创业50,宽基，中小盘，科创板,80.18,韭圈儿
2021-06-07,931643,科创创业50,宽基，中小盘，科创板,79.83,韭圈儿
2021-06-08,931643,科创创业50,宽基，中小盘，科创板,79.58,韭圈儿
2021-06-09,931643,科创创业50,宽基，中小盘，科创板,79.99,韭圈儿
2021-06-10,931643,科创创业50,宽基，中小盘，科创板,81.9,韭圈儿
2021-06-11,931643,科创创业50,宽基，中小盘，科创板,82.63,韭圈儿
2021-06-15,931643,科创创业50,宽基，中小盘，科创板,84.04,韭圈儿
2021-06-16,931643,科创创业50,宽基，中小盘，科创板,80.81,韭圈儿
2021-06-17,931643,科创创业50,宽基，中小盘，科创板,83.27,韭圈儿
2021-06-18,931643,科创创业50,宽基，中小盘，科创板,84.4,韭圈儿
2021-06-21,931643,科创创业50,宽基，中小盘，科创板,85.18,韭圈儿
2021-06-22,931643,科创创业50,宽基，中小盘，科创板,85.52,韭圈儿
2021-06-23,931643,科创创业50,宽基，中小盘，科创板,86.62,韭圈儿
2021-06-24,931643,科创创业50,宽基，中小盘，科创板,85.52,韭圈儿
2021-06-25,931643,科创创业50,宽基，中小盘，科创板,87.49,韭圈儿
2021-06-28,931643,科创创业50,宽基，中小盘，科创板,89.09,韭圈儿
2021-06-29,931643,科创创业50,宽基，中小盘，科创板,89.39,韭圈儿
2021-06-30,931643,科创创业50,宽基，中小盘，科创板,91.41,韭圈儿
2021-07-01,931643,科创创业50,宽基，中小盘，科创板,91.6,韭圈儿
2021-07-02,931643,科创创业50,宽基，中小盘，科创板,87.71,韭圈儿
2021-07-05,931643,科创创业50,宽基，中小盘，科创板,88.54,韭圈儿
2021-07-06,931643,科创创业50,宽基，中小盘，科创板,86.16,韭圈儿
2021-07-07,931643,科创创业50,宽基，中小盘，科创板,89.18,韭圈儿
2021-07-08,931643,科创创业50,宽基，中小盘，科创板,89.69,韭圈儿
2021-07-09,931643,科创创业50,宽基，中小盘，科创板,88.54,韭圈儿
2021-07-12,931643,科创创业50,宽基，中小盘，科创板,90.92,韭圈儿
2021-07-13,931643,科创创业50,宽基，中小盘，科创板,90.11,韭圈儿
2021-07-14,931643,科创创业50,宽基，中小盘，科创板,89.63,韭圈儿
2021-07-15,931643,科创创业50,宽基，中小盘，科创板,90.43,韭圈儿
2021-07-16,931643,科创创业50,宽基，中小盘，科创板,87.18,韭圈儿
2021-07-19,931643,科创创业50,宽基，中小盘，科创板,87.22,韭圈儿
2021-07-20,931643,科创创业50,宽基，中小盘，科创板,87.41,韭圈儿
2021-07-21,931643,科创创业50,宽基，中小盘，科创板,90.03,韭圈儿
2021-07-22,931643,科创创业50,宽基，中小盘，科创板,89.69,韭圈儿
2021-07-23,931643,科创创业50,宽基，中小盘，科创板,87.39,韭圈儿
2021-07-26,931643,科创创业50,宽基，中小盘，科创板,84.89,韭圈儿
