日期,指数代码,指数名称,标签,市盈率,数据源
2024-04-03,928,中证能源,行业，资源，能源,10.07,中证指数
2024-04-04,928,中证能源,行业，资源，能源,10.07,中证指数
2024-04-05,928,中证能源,行业，资源，能源,10.07,中证指数
2024-04-08,928,中证能源,行业，资源，能源,10.08,中证指数
2024-04-09,928,中证能源,行业，资源，能源,9.97,中证指数
2024-04-10,928,中证能源,行业，资源，能源,10.09,中证指数
2024-04-11,928,中证能源,行业，资源，能源,10.11,中证指数
2024-04-12,928,中证能源,行业，资源，能源,10.1,中证指数
2024-04-15,928,中证能源,行业，资源，能源,10.45,中证指数
2024-04-16,928,中证能源,行业，资源，能源,10.59,中证指数
2024-04-17,928,中证能源,行业，资源，能源,10.62,中证指数
2024-04-18,928,中证能源,行业，资源，能源,10.44,中证指数
2024-04-19,928,中证能源,行业，资源，能源,10.64,中证指数
2024-04-22,928,中证能源,行业，资源，能源,10.27,中证指数
2024-04-23,928,中证能源,行业，资源，能源,10.07,中证指数
2024-04-24,928,中证能源,行业，资源，能源,10.1,中证指数
2024-04-25,928,中证能源,行业，资源，能源,10.18,中证指数
2024-04-26,928,中证能源,行业，资源，能源,10.21,中证指数
2024-04-29,928,中证能源,行业，资源，能源,9.91,中证指数
2024-04-30,928,中证能源,行业，资源，能源,10.01,中证指数
2024-04-30,928,中证能源,行业，资源，能源,10.01,中证指数
2024-05-01,928,中证能源,行业，资源，能源,10.01,中证指数
2024-05-02,928,中证能源,行业，资源，能源,10.01,中证指数
2024-05-03,928,中证能源,行业，资源，能源,10.01,中证指数
2024-05-06,928,中证能源,行业，资源，能源,11.53,中证指数
2024-05-07,928,中证能源,行业，资源，能源,11.63,中证指数
2024-05-08,928,中证能源,行业，资源，能源,11.77,中证指数
2024-05-09,928,中证能源,行业，资源，能源,11.73,中证指数
2024-05-10,928,中证能源,行业，资源，能源,11.75,中证指数
2024-05-13,928,中证能源,行业，资源，能源,11.67,中证指数
2024-05-14,928,中证能源,行业，资源，能源,11.55,中证指数
2024-05-15,928,中证能源,行业，资源，能源,11.53,中证指数
2024-05-16,928,中证能源,行业，资源，能源,11.45,中证指数
