日期,指数代码,指数名称,市盈率,数据源
2009-10-28,000949,中证农业,58.01,韭圈儿
2009-10-29,000949,中证农业,53.46,韭圈儿
2009-10-30,000949,中证农业,59.15,韭圈儿
2009-11-02,000949,中证农业,57.65,韭圈儿
2009-11-03,000949,中证农业,59.02,韭圈儿
2009-11-04,000949,中证农业,59.57,韭圈儿
2009-11-05,000949,中证农业,59.85,韭圈儿
2009-11-06,000949,中证农业,59.88,韭圈儿
2009-11-09,000949,中证农业,61.19,韭圈儿
2009-11-10,000949,中证农业,61.34,韭圈儿
2009-11-11,000949,中证农业,61.34,韭圈儿
2009-11-12,000949,中证农业,61.38,韭圈儿
2009-11-13,000949,中证农业,61.56,韭圈儿
2009-11-16,000949,中证农业,63.07,韭圈儿
2009-11-17,000949,中证农业,63.42,韭圈儿
2009-11-18,000949,中证农业,64.47,韭圈儿
2009-11-19,000949,中证农业,65.29,韭圈儿
2009-11-20,000949,中证农业,65.35,韭圈儿
2009-11-23,000949,中证农业,67.16,韭圈儿
2009-11-24,000949,中证农业,64.18,韭圈儿
2009-11-25,000949,中证农业,66.93,韭圈儿
2009-11-26,000949,中证农业,63.69,韭圈儿
2009-11-27,000949,中证农业,62.15,韭圈儿
2009-11-30,000949,中证农业,65.44,韭圈儿
2009-12-01,000949,中证农业,67.5,韭圈儿
2009-12-02,000949,中证农业,67.55,韭圈儿
2009-12-03,000949,中证农业,68.8,韭圈儿
2009-12-04,000949,中证农业,67.0,韭圈儿
2009-12-07,000949,中证农业,68.12,韭圈儿
2009-12-08,000949,中证农业,67.78,韭圈儿
2009-12-09,000949,中证农业,66.28,韭圈儿
2009-12-10,000949,中证农业,66.71,韭圈儿
2009-12-11,000949,中证农业,67.01,韭圈儿
2009-12-14,000949,中证农业,67.23,韭圈儿
2009-12-15,000949,中证农业,67.58,韭圈儿
2009-12-16,000949,中证农业,67.11,韭圈儿
2009-12-17,000949,中证农业,64.74,韭圈儿
2009-12-18,000949,中证农业,62.53,韭圈儿
2009-12-21,000949,中证农业,63.14,韭圈儿
2009-12-22,000949,中证农业,61.52,韭圈儿
2009-12-23,000949,中证农业,62.66,韭圈儿
2009-12-24,000949,中证农业,64.59,韭圈儿
2009-12-25,000949,中证农业,64.55,韭圈儿
2009-12-28,000949,中证农业,65.55,韭圈儿
2009-12-29,000949,中证农业,66.28,韭圈儿
2009-12-30,000949,中证农业,65.85,韭圈儿
2009-12-31,000949,中证农业,66.44,韭圈儿
2010-01-04,000949,中证农业,68.98,韭圈儿
2010-01-05,000949,中证农业,69.79,韭圈儿
2010-01-06,000949,中证农业,69.39,韭圈儿
2010-01-07,000949,中证农业,67.95,韭圈儿
2010-01-08,000949,中证农业,68.31,韭圈儿
2010-01-11,000949,中证农业,68.13,韭圈儿
2010-01-12,000949,中证农业,70.01,韭圈儿
2010-01-13,000949,中证农业,69.6,韭圈儿
2010-01-14,000949,中证农业,70.95,韭圈儿
2010-01-15,000949,中证农业,71.06,韭圈儿
2010-01-18,000949,中证农业,73.28,韭圈儿
2010-01-19,000949,中证农业,72.77,韭圈儿
2010-01-20,000949,中证农业,70.4,韭圈儿
2010-01-21,000949,中证农业,70.22,韭圈儿
2010-01-22,000949,中证农业,68.09,韭圈儿
2010-01-25,000949,中证农业,67.34,韭圈儿
2010-01-26,000949,中证农业,65.23,韭圈儿
2010-01-27,000949,中证农业,64.95,韭圈儿
2010-01-28,000949,中证农业,65.64,韭圈儿
2010-01-29,000949,中证农业,66.75,韭圈儿
2010-02-01,000949,中证农业,65.87,韭圈儿
2010-02-02,000949,中证农业,65.28,韭圈儿
2010-02-03,000949,中证农业,65.91,韭圈儿
2010-02-04,000949,中证农业,65.72,韭圈儿
2010-02-05,000949,中证农业,64.2,韭圈儿
2010-02-08,000949,中证农业,64.46,韭圈儿
2010-02-09,000949,中证农业,63.55,韭圈儿
2010-02-10,000949,中证农业,63.91,韭圈儿
2010-02-11,000949,中证农业,63.54,韭圈儿
2010-02-12,000949,中证农业,64.23,韭圈儿
2010-02-22,000949,中证农业,63.87,韭圈儿
2010-02-23,000949,中证农业,63.86,韭圈儿
2010-02-24,000949,中证农业,64.75,韭圈儿
2010-02-25,000949,中证农业,65.65,韭圈儿
2010-02-26,000949,中证农业,65.34,韭圈儿
2010-03-01,000949,中证农业,65.13,韭圈儿
2010-03-02,000949,中证农业,64.11,韭圈儿
2010-03-03,000949,中证农业,66.39,韭圈儿
2010-03-04,000949,中证农业,63.57,韭圈儿
2010-03-05,000949,中证农业,63.33,韭圈儿
2010-03-08,000949,中证农业,63.36,韭圈儿
2010-03-09,000949,中证农业,63.24,韭圈儿
2010-03-10,000949,中证农业,62.32,韭圈儿
2010-03-11,000949,中证农业,61.74,韭圈儿
2010-03-12,000949,中证农业,61.01,韭圈儿
2010-03-15,000949,中证农业,60.86,韭圈儿
2010-03-16,000949,中证农业,62.02,韭圈儿
2010-03-17,000949,中证农业,63.49,韭圈儿
2010-03-18,000949,中证农业,65.09,韭圈儿
2010-03-19,000949,中证农业,65.3,韭圈儿
2010-03-22,000949,中证农业,64.66,韭圈儿
2010-03-23,000949,中证农业,63.54,韭圈儿
2010-03-24,000949,中证农业,63.59,韭圈儿
2010-03-25,000949,中证农业,60.76,韭圈儿
2010-03-26,000949,中证农业,61.47,韭圈儿
2010-03-29,000949,中证农业,61.8,韭圈儿
2010-03-30,000949,中证农业,59.29,韭圈儿
2010-03-31,000949,中证农业,58.86,韭圈儿
2010-04-01,000949,中证农业,59.47,韭圈儿
2010-04-02,000949,中证农业,59.64,韭圈儿
2010-04-06,000949,中证农业,59.64,韭圈儿
2010-04-07,000949,中证农业,59.51,韭圈儿
2010-04-08,000949,中证农业,59.4,韭圈儿
2010-04-09,000949,中证农业,59.91,韭圈儿
2010-04-12,000949,中证农业,59.85,韭圈儿
2010-04-13,000949,中证农业,58.52,韭圈儿
2010-04-14,000949,中证农业,59.48,韭圈儿
2010-04-15,000949,中证农业,58.39,韭圈儿
2010-04-16,000949,中证农业,57.94,韭圈儿
2010-04-19,000949,中证农业,55.72,韭圈儿
2010-04-20,000949,中证农业,54.45,韭圈儿
2010-04-21,000949,中证农业,54.58,韭圈儿
2010-04-22,000949,中证农业,55.29,韭圈儿
2010-04-23,000949,中证农业,54.41,韭圈儿
2010-04-26,000949,中证农业,53.74,韭圈儿
2010-04-27,000949,中证农业,53.32,韭圈儿
2010-04-28,000949,中证农业,51.77,韭圈儿
2010-04-29,000949,中证农业,51.38,韭圈儿
2010-04-30,000949,中证农业,49.11,韭圈儿
2010-05-04,000949,中证农业,48.92,韭圈儿
2010-05-05,000949,中证农业,50.26,韭圈儿
2010-05-06,000949,中证农业,49.08,韭圈儿
2010-05-07,000949,中证农业,49.12,韭圈儿
2010-05-10,000949,中证农业,48.62,韭圈儿
2010-05-11,000949,中证农业,47.26,韭圈儿
2010-05-12,000949,中证农业,45.92,韭圈儿
2010-05-13,000949,中证农业,46.63,韭圈儿
2010-05-14,000949,中证农业,46.75,韭圈儿
2010-05-17,000949,中证农业,44.04,韭圈儿
2010-05-18,000949,中证农业,44.52,韭圈儿
2010-05-19,000949,中证农业,44.61,韭圈儿
2010-05-20,000949,中证农业,43.74,韭圈儿
2010-05-21,000949,中证农业,44.53,韭圈儿
2010-05-24,000949,中证农业,46.35,韭圈儿
2010-05-25,000949,中证农业,45.76,韭圈儿
2010-05-26,000949,中证农业,45.82,韭圈儿
2010-05-27,000949,中证农业,46.53,韭圈儿
2010-05-28,000949,中证农业,46.84,韭圈儿
2010-05-31,000949,中证农业,45.78,韭圈儿
2010-06-01,000949,中证农业,44.52,韭圈儿
2010-06-02,000949,中证农业,44.96,韭圈儿
2010-06-03,000949,中证农业,44.81,韭圈儿
2010-06-04,000949,中证农业,45.04,韭圈儿
2010-06-07,000949,中证农业,44.49,韭圈儿
2010-06-08,000949,中证农业,44.78,韭圈儿
2010-06-09,000949,中证农业,45.68,韭圈儿
2010-06-10,000949,中证农业,45.93,韭圈儿
2010-06-11,000949,中证农业,45.65,韭圈儿
2010-06-17,000949,中证农业,45.25,韭圈儿
