日期,指数代码,指数名称,标签,市盈率,数据源
2024-04-30,CN5074,财富管理,主题，金融，理财,8.3132,国证指数
2024-05-10,CN5074,财富管理,主题，金融，理财,8.6821,国证指数
2024-05-16,CN5074,财富管理,主题，金融，理财,8.6673,国证指数
2024-05-17,CN5074,财富管理,主题，金融，理财,8.7883,国证指数
2024-05-23,CN5074,财富管理,主题，金融，理财,8.6895,国证指数
2024-05-24,CN5074,财富管理,主题，金融，理财,8.6895,国证指数
2024-05-28,CN5074,财富管理,主题，金融，理财,8.6278,国证指数
2024-05-29,CN5074,财富管理,主题，金融，理财,8.5878,国证指数
2024-05-31,CN5074,财富管理,主题，金融，理财,8.547,国证指数
2024-06-07,CN5074,财富管理,主题，金融，理财,8.4101,国证指数
2024-06-11,CN5074,财富管理,主题，金融，理财,8.3227,国证指数
2024-06-12,CN5074,财富管理,主题，金融，理财,8.2993,国证指数
2024-06-13,CN5074,财富管理,主题，金融，理财,8.2613,国证指数
2024-06-14,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-17,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-18,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-19,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-20,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-21,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-24,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-25,CN5074,财富管理,主题，金融，理财,8.3489,国证指数
2024-06-26,CN5074,财富管理,主题，金融，理财,8.118,国证指数
2024-06-27,CN5074,财富管理,主题，金融，理财,8.1565,国证指数
2024-06-28,CN5074,财富管理,主题，金融，理财,8.1367,国证指数
2024-07-01,CN5074,财富管理,主题，金融，理财,8.0604,国证指数
2024-07-02,CN5074,财富管理,主题，金融，理财,8.1095,国证指数
2024-07-03,CN5074,财富管理,主题，金融，理财,8.1636,国证指数
2024-07-04,CN5074,财富管理,主题，金融，理财,8.1113,国证指数
2024-07-05,CN5074,财富管理,主题，金融，理财,8.0517,国证指数
2024-07-08,CN5074,财富管理,主题，金融，理财,7.946,国证指数
2024-07-09,CN5074,财富管理,主题，金融，理财,7.865,国证指数
2024-07-10,CN5074,财富管理,主题，金融，理财,7.9513,国证指数
2024-07-11,CN5074,财富管理,主题，金融，理财,7.9314,国证指数
2024-07-12,CN5074,财富管理,主题，金融，理财,7.8865,国证指数
2024-07-15,CN5074,财富管理,主题，金融，理财,7.9742,国证指数
2024-07-16,CN5074,财富管理,主题，金融，理财,7.9916,国证指数
2024-07-17,CN5074,财富管理,主题，金融，理财,8.0,国证指数
2024-07-18,CN5074,财富管理,主题，金融，理财,8.0707,国证指数
2024-07-19,CN5074,财富管理,主题，金融，理财,8.0693,国证指数
2024-07-22,CN5074,财富管理,主题，金融，理财,8.1129,国证指数
2024-07-23,CN5074,财富管理,主题，金融，理财,8.0525,国证指数
2024-07-24,CN5074,财富管理,主题，金融，理财,7.9821,国证指数
2024-07-25,CN5074,财富管理,主题，金融，理财,7.9363,国证指数
