日期,指数代码,指数名称,标签,市盈率,数据源
2015-12-31,H30007,芯片产业,行业，半导体，芯片,53.97,韭圈儿
2016-01-04,H30007,芯片产业,行业，半导体，芯片,49.53,韭圈儿
2016-01-05,H30007,芯片产业,行业，半导体，芯片,48.7,韭圈儿
2016-01-06,H30007,芯片产业,行业，半导体，芯片,49.6,韭圈儿
2016-01-07,H30007,芯片产业,行业，半导体，芯片,45.38,韭圈儿
2016-01-08,H30007,芯片产业,行业，半导体，芯片,45.88,韭圈儿
2016-01-11,H30007,芯片产业,行业，半导体，芯片,42.88,韭圈儿
2016-01-12,H30007,芯片产业,行业，半导体，芯片,43.28,韭圈儿
2016-01-13,H30007,芯片产业,行业，半导体，芯片,41.82,韭圈儿
2016-01-14,H30007,芯片产业,行业，半导体，芯片,43.44,韭圈儿
2016-01-15,H30007,芯片产业,行业，半导体，芯片,41.86,韭圈儿
2016-01-18,H30007,芯片产业,行业，半导体，芯片,42.7,韭圈儿
2016-01-19,H30007,芯片产业,行业，半导体，芯片,44.05,韭圈儿
2016-01-20,H30007,芯片产业,行业，半导体，芯片,43.06,韭圈儿
2016-01-21,H30007,芯片产业,行业，半导体，芯片,41.31,韭圈儿
2016-01-22,H30007,芯片产业,行业，半导体，芯片,42.03,韭圈儿
2016-01-25,H30007,芯片产业,行业，半导体，芯片,42.27,韭圈儿
2016-01-26,H30007,芯片产业,行业，半导体，芯片,38.96,韭圈儿
2016-01-27,H30007,芯片产业,行业，半导体，芯片,38.84,韭圈儿
2016-01-28,H30007,芯片产业,行业，半导体，芯片,37.28,韭圈儿
2016-01-29,H30007,芯片产业,行业，半导体，芯片,38.82,韭圈儿
2016-02-01,H30007,芯片产业,行业，半导体，芯片,38.45,韭圈儿
2016-02-02,H30007,芯片产业,行业，半导体，芯片,39.85,韭圈儿
2016-02-03,H30007,芯片产业,行业，半导体，芯片,40.05,韭圈儿
2016-02-04,H30007,芯片产业,行业，半导体，芯片,40.79,韭圈儿
2016-02-05,H30007,芯片产业,行业，半导体，芯片,40.24,韭圈儿
2016-02-15,H30007,芯片产业,行业，半导体，芯片,40.18,韭圈儿
2016-02-16,H30007,芯片产业,行业，半导体，芯片,41.94,韭圈儿
2016-02-17,H30007,芯片产业,行业，半导体，芯片,42.5,韭圈儿
2016-02-18,H30007,芯片产业,行业，半导体，芯片,42.21,韭圈儿
2016-02-19,H30007,芯片产业,行业，半导体，芯片,42.4,韭圈儿
2016-02-22,H30007,芯片产业,行业，半导体，芯片,43.16,韭圈儿
2016-02-23,H30007,芯片产业,行业，半导体，芯片,42.55,韭圈儿
2016-02-24,H30007,芯片产业,行业，半导体，芯片,42.5,韭圈儿
2016-02-25,H30007,芯片产业,行业，半导体，芯片,39.18,韭圈儿
2016-02-26,H30007,芯片产业,行业，半导体，芯片,38.98,韭圈儿
2016-02-29,H30007,芯片产业,行业，半导体，芯片,37.11,韭圈儿
2016-03-01,H30007,芯片产业,行业，半导体，芯片,37.96,韭圈儿
2016-03-02,H30007,芯片产业,行业，半导体，芯片,39.59,韭圈儿
2016-03-03,H30007,芯片产业,行业，半导体，芯片,39.6,韭圈儿
2016-03-04,H30007,芯片产业,行业，半导体，芯片,38.49,韭圈儿
2016-03-07,H30007,芯片产业,行业，半导体，芯片,39.21,韭圈儿
2016-03-08,H30007,芯片产业,行业，半导体，芯片,39.54,韭圈儿
2016-03-09,H30007,芯片产业,行业，半导体，芯片,38.85,韭圈儿
2016-03-10,H30007,芯片产业,行业，半导体，芯片,38.28,韭圈儿
2016-03-11,H30007,芯片产业,行业，半导体，芯片,38.34,韭圈儿
2016-03-14,H30007,芯片产业,行业，半导体，芯片,39.7,韭圈儿
2016-03-15,H30007,芯片产业,行业，半导体，芯片,39.38,韭圈儿
2016-03-16,H30007,芯片产业,行业，半导体，芯片,39.06,韭圈儿
2016-03-17,H30007,芯片产业,行业，半导体，芯片,42.35,韭圈儿
2016-03-18,H30007,芯片产业,行业，半导体，芯片,41.67,韭圈儿
2016-03-21,H30007,芯片产业,行业，半导体，芯片,42.75,韭圈儿
2016-03-22,H30007,芯片产业,行业，半导体，芯片,42.62,韭圈儿
2016-03-23,H30007,芯片产业,行业，半导体，芯片,43.1,韭圈儿
2016-03-24,H30007,芯片产业,行业，半导体，芯片,42.53,韭圈儿
2016-03-25,H30007,芯片产业,行业，半导体，芯片,42.55,韭圈儿
2016-03-28,H30007,芯片产业,行业，半导体，芯片,42.01,韭圈儿
2016-03-29,H30007,芯片产业,行业，半导体，芯片,41.61,韭圈儿
2016-03-30,H30007,芯片产业,行业，半导体，芯片,43.01,韭圈儿
2016-03-31,H30007,芯片产业,行业，半导体，芯片,42.93,韭圈儿
2016-04-01,H30007,芯片产业,行业，半导体，芯片,42.76,韭圈儿
2016-04-05,H30007,芯片产业,行业，半导体，芯片,43.86,韭圈儿
2016-04-06,H30007,芯片产业,行业，半导体，芯片,44.06,韭圈儿
2016-04-07,H30007,芯片产业,行业，半导体，芯片,43.42,韭圈儿
2016-04-08,H30007,芯片产业,行业，半导体，芯片,43.42,韭圈儿
2016-04-11,H30007,芯片产业,行业，半导体，芯片,45.08,韭圈儿
2016-04-12,H30007,芯片产业,行业，半导体，芯片,44.63,韭圈儿
2016-04-13,H30007,芯片产业,行业，半导体，芯片,45.1,韭圈儿
2016-04-14,H30007,芯片产业,行业，半导体，芯片,45.44,韭圈儿
2016-04-15,H30007,芯片产业,行业，半导体，芯片,46.02,韭圈儿
2016-04-18,H30007,芯片产业,行业，半导体，芯片,45.15,韭圈儿
2016-04-19,H30007,芯片产业,行业，半导体，芯片,45.16,韭圈儿
2016-04-20,H30007,芯片产业,行业，半导体，芯片,43.35,韭圈儿
2016-04-21,H30007,芯片产业,行业，半导体，芯片,43.08,韭圈儿
2016-04-22,H30007,芯片产业,行业，半导体，芯片,43.98,韭圈儿
2016-04-25,H30007,芯片产业,行业，半导体，芯片,43.74,韭圈儿
2016-04-26,H30007,芯片产业,行业，半导体，芯片,44.37,韭圈儿
2016-04-27,H30007,芯片产业,行业，半导体，芯片,43.97,韭圈儿
2016-04-28,H30007,芯片产业,行业，半导体，芯片,44.01,韭圈儿
2016-04-29,H30007,芯片产业,行业，半导体，芯片,43.66,韭圈儿
2016-05-03,H30007,芯片产业,行业，半导体，芯片,41.73,韭圈儿
2016-05-04,H30007,芯片产业,行业，半导体，芯片,41.82,韭圈儿
2016-05-05,H30007,芯片产业,行业，半导体，芯片,42.03,韭圈儿
2016-05-06,H30007,芯片产业,行业，半导体，芯片,40.76,韭圈儿
2016-05-09,H30007,芯片产业,行业，半导体，芯片,39.73,韭圈儿
2016-05-10,H30007,芯片产业,行业，半导体，芯片,39.62,韭圈儿
2016-05-11,H30007,芯片产业,行业，半导体，芯片,39.39,韭圈儿
2016-05-12,H30007,芯片产业,行业，半导体，芯片,39.47,韭圈儿
2016-05-13,H30007,芯片产业,行业，半导体，芯片,39.26,韭圈儿
2016-05-16,H30007,芯片产业,行业，半导体，芯片,39.82,韭圈儿
2016-05-17,H30007,芯片产业,行业，半导体，芯片,39.97,韭圈儿
2016-05-18,H30007,芯片产业,行业，半导体，芯片,39.09,韭圈儿
2016-05-19,H30007,芯片产业,行业，半导体，芯片,39.3,韭圈儿
2016-05-20,H30007,芯片产业,行业，半导体，芯片,39.69,韭圈儿
2016-05-23,H30007,芯片产业,行业，半导体，芯片,40.13,韭圈儿
2016-05-24,H30007,芯片产业,行业，半导体，芯片,39.84,韭圈儿
2016-05-25,H30007,芯片产业,行业，半导体，芯片,39.82,韭圈儿
2016-05-26,H30007,芯片产业,行业，半导体，芯片,39.99,韭圈儿
2016-05-27,H30007,芯片产业,行业，半导体，芯片,40.01,韭圈儿
2016-05-30,H30007,芯片产业,行业，半导体，芯片,39.9,韭圈儿
2016-05-31,H30007,芯片产业,行业，半导体，芯片,41.57,韭圈儿
2016-06-01,H30007,芯片产业,行业，半导体，芯片,41.8,韭圈儿
2016-06-02,H30007,芯片产业,行业，半导体，芯片,42.09,韭圈儿
2016-06-03,H30007,芯片产业,行业，半导体，芯片,42.46,韭圈儿
2016-06-06,H30007,芯片产业,行业，半导体，芯片,42.86,韭圈儿
2016-06-07,H30007,芯片产业,行业，半导体，芯片,42.73,韭圈儿
2016-06-08,H30007,芯片产业,行业，半导体，芯片,42.46,韭圈儿
2016-06-13,H30007,芯片产业,行业，半导体，芯片,39.85,韭圈儿
2016-06-14,H30007,芯片产业,行业，半导体，芯片,39.76,韭圈儿
2016-06-15,H30007,芯片产业,行业，半导体，芯片,40.9,韭圈儿
2016-06-16,H30007,芯片产业,行业，半导体，芯片,40.5,韭圈儿
2016-06-17,H30007,芯片产业,行业，半导体，芯片,40.73,韭圈儿
2016-06-20,H30007,芯片产业,行业，半导体，芯片,40.92,韭圈儿
