日期,指数代码,指数名称,标签,市盈率,数据源
2024-04-30,399396,国证食品,行业，食品饮料,25.6439,国证指数
2024-05-10,399396,国证食品,行业，食品饮料,24.3417,国证指数
2024-05-16,399396,国证食品,行业，食品饮料,23.9124,国证指数
2024-05-17,399396,国证食品,行业，食品饮料,24.1613,国证指数
2024-05-23,399396,国证食品,行业，食品饮料,23.7381,国证指数
2024-05-24,399396,国证食品,行业，食品饮料,23.7381,国证指数
2024-05-28,399396,国证食品,行业，食品饮料,23.2597,国证指数
2024-05-29,399396,国证食品,行业，食品饮料,23.2694,国证指数
2024-05-31,399396,国证食品,行业，食品饮料,22.9667,国证指数
2024-06-07,399396,国证食品,行业，食品饮料,22.7135,国证指数
2024-06-11,399396,国证食品,行业，食品饮料,21.93,国证指数
2024-06-12,399396,国证食品,行业，食品饮料,21.9482,国证指数
2024-06-13,399396,国证食品,行业，食品饮料,21.6865,国证指数
2024-06-14,399396,国证食品,行业，食品饮料,21.7681,国证指数
2024-06-17,399396,国证食品,行业，食品饮料,21.7681,国证指数
2024-06-18,399396,国证食品,行业，食品饮料,21.6927,国证指数
2024-06-19,399396,国证食品,行业，食品饮料,21.4258,国证指数
2024-06-20,399396,国证食品,行业，食品饮料,21.21,国证指数
2024-06-21,399396,国证食品,行业，食品饮料,21.0122,国证指数
