日期,指数代码,指数名称,标签,市盈率,数据源
2012-04-11,000813,细分化工,行业，化工,19.88,韭圈儿
2012-04-12,000813,细分化工,行业，化工,20.2,韭圈儿
2012-04-13,000813,细分化工,行业，化工,20.42,韭圈儿
2012-04-16,000813,细分化工,行业，化工,20.43,韭圈儿
2012-04-17,000813,细分化工,行业，化工,20.22,韭圈儿
2012-04-18,000813,细分化工,行业，化工,20.74,韭圈儿
2012-04-19,000813,细分化工,行业，化工,20.91,韭圈儿
2012-04-20,000813,细分化工,行业，化工,21.12,韭圈儿
2012-04-23,000813,细分化工,行业，化工,21.15,韭圈儿
2012-04-24,000813,细分化工,行业，化工,20.93,韭圈儿
2012-04-25,000813,细分化工,行业，化工,21.2,韭圈儿
2012-04-26,000813,细分化工,行业，化工,21.4,韭圈儿
2012-04-27,000813,细分化工,行业，化工,21.73,韭圈儿
2012-05-02,000813,细分化工,行业，化工,22.52,韭圈儿
2012-05-03,000813,细分化工,行业，化工,22.58,韭圈儿
2012-05-04,000813,细分化工,行业，化工,22.82,韭圈儿
2012-05-07,000813,细分化工,行业，化工,22.92,韭圈儿
2012-05-08,000813,细分化工,行业，化工,23.01,韭圈儿
2012-05-09,000813,细分化工,行业，化工,22.51,韭圈儿
2012-05-10,000813,细分化工,行业，化工,22.51,韭圈儿
2012-05-11,000813,细分化工,行业，化工,22.33,韭圈儿
2012-05-14,000813,细分化工,行业，化工,22.11,韭圈儿
2012-05-15,000813,细分化工,行业，化工,21.94,韭圈儿
2012-05-16,000813,细分化工,行业，化工,21.63,韭圈儿
2012-05-17,000813,细分化工,行业，化工,22.0,韭圈儿
2012-05-18,000813,细分化工,行业，化工,21.6,韭圈儿
2012-05-21,000813,细分化工,行业，化工,21.49,韭圈儿
2012-05-22,000813,细分化工,行业，化工,21.89,韭圈儿
2012-05-23,000813,细分化工,行业，化工,21.69,韭圈儿
2012-05-24,000813,细分化工,行业，化工,21.42,韭圈儿
2012-05-25,000813,细分化工,行业，化工,21.22,韭圈儿
2012-05-28,000813,细分化工,行业，化工,21.42,韭圈儿
2012-05-29,000813,细分化工,行业，化工,21.86,韭圈儿
2012-05-30,000813,细分化工,行业，化工,21.78,韭圈儿
2012-05-31,000813,细分化工,行业，化工,21.75,韭圈儿
2012-06-01,000813,细分化工,行业，化工,21.81,韭圈儿
2012-06-04,000813,细分化工,行业，化工,20.98,韭圈儿
2012-06-05,000813,细分化工,行业，化工,20.83,韭圈儿
