日期,指数代码,指数名称,标签,市盈率,数据源
2012-12-21,H30035,300非银,行业，金融,28.83,韭圈儿
2012-12-24,H30035,300非银,行业，金融,29.06,韭圈儿
2012-12-25,H30035,300非银,行业，金融,29.75,韭圈儿
2012-12-26,H30035,300非银,行业，金融,29.86,韭圈儿
2012-12-27,H30035,300非银,行业，金融,29.62,韭圈儿
2012-12-28,H30035,300非银,行业，金融,30.46,韭圈儿
2012-12-31,H30035,300非银,行业，金融,31.67,韭圈儿
2013-01-04,H30035,300非银,行业，金融,32.44,韭圈儿
2013-01-07,H30035,300非银,行业，金融,32.5,韭圈儿
2013-01-08,H30035,300非银,行业，金融,31.62,韭圈儿
2013-01-09,H30035,300非银,行业，金融,31.45,韭圈儿
2013-01-10,H30035,300非银,行业，金融,31.52,韭圈儿
2013-01-11,H30035,300非银,行业，金融,30.88,韭圈儿
2013-01-14,H30035,300非银,行业，金融,32.48,韭圈儿
2013-01-15,H30035,300非银,行业，金融,32.6,韭圈儿
2013-01-16,H30035,300非银,行业，金融,31.88,韭圈儿
2013-01-17,H30035,300非银,行业，金融,31.52,韭圈儿
2013-01-18,H30035,300非银,行业，金融,31.73,韭圈儿
2013-01-21,H30035,300非银,行业，金融,31.63,韭圈儿
2013-01-22,H30035,300非银,行业，金融,31.68,韭圈儿
2013-01-23,H30035,300非银,行业，金融,31.8,韭圈儿
2013-01-24,H30035,300非银,行业，金融,36.36,韭圈儿
2013-01-25,H30035,300非银,行业，金融,35.44,韭圈儿
2013-01-28,H30035,300非银,行业，金融,36.68,韭圈儿
2013-01-29,H30035,300非银,行业，金融,37.19,韭圈儿
2013-01-30,H30035,300非银,行业，金融,37.77,韭圈儿
2013-01-31,H30035,300非银,行业，金融,38.08,韭圈儿
2013-02-01,H30035,300非银,行业，金融,40.09,韭圈儿
2013-02-04,H30035,300非银,行业，金融,39.71,韭圈儿
2013-02-05,H30035,300非银,行业，金融,39.05,韭圈儿
2013-02-06,H30035,300非银,行业，金融,39.86,韭圈儿
2013-02-07,H30035,300非银,行业，金融,39.79,韭圈儿
2013-02-08,H30035,300非银,行业，金融,39.49,韭圈儿
2013-02-18,H30035,300非银,行业，金融,38.18,韭圈儿
2013-02-19,H30035,300非银,行业，金融,37.4,韭圈儿
2013-02-20,H30035,300非银,行业，金融,37.54,韭圈儿
2013-02-21,H30035,300非银,行业，金融,35.86,韭圈儿
2013-02-22,H30035,300非银,行业，金融,35.54,韭圈儿
2013-02-25,H30035,300非银,行业，金融,35.73,韭圈儿
2013-02-26,H30035,300非银,行业，金融,35.11,韭圈儿
2013-02-27,H30035,300非银,行业，金融,35.85,韭圈儿
2013-02-28,H30035,300非银,行业，金融,37.23,韭圈儿
2013-03-01,H30035,300非银,行业，金融,36.71,韭圈儿
2013-03-04,H30035,300非银,行业，金融,34.38,韭圈儿
2013-03-05,H30035,300非银,行业，金融,35.67,韭圈儿
2013-03-06,H30035,300非银,行业，金融,35.91,韭圈儿
2013-03-07,H30035,300非银,行业，金融,35.25,韭圈儿
2013-03-08,H30035,300非银,行业，金融,35.09,韭圈儿
2013-03-11,H30035,300非银,行业，金融,34.82,韭圈儿
2013-03-12,H30035,300非银,行业，金融,34.6,韭圈儿
2013-03-13,H30035,300非银,行业，金融,33.87,韭圈儿
2013-03-14,H30035,300非银,行业，金融,33.88,韭圈儿
2013-03-15,H30035,300非银,行业，金融,34.58,韭圈儿
2013-03-18,H30035,300非银,行业，金融,33.69,韭圈儿
2013-03-19,H30035,300非银,行业，金融,34.19,韭圈儿
2013-03-20,H30035,300非银,行业，金融,35.7,韭圈儿
2013-03-21,H30035,300非银,行业，金融,35.64,韭圈儿
2013-03-22,H30035,300非银,行业，金融,35.45,韭圈儿
2013-03-25,H30035,300非银,行业，金融,34.56,韭圈儿
2013-03-26,H30035,300非银,行业，金融,33.78,韭圈儿
2013-03-27,H30035,300非银,行业，金融,34.01,韭圈儿
2013-03-28,H30035,300非银,行业，金融,31.56,韭圈儿
2013-03-29,H30035,300非银,行业，金融,31.49,韭圈儿
2013-04-01,H30035,300非银,行业，金融,31.52,韭圈儿
2013-04-02,H30035,300非银,行业，金融,31.63,韭圈儿
2013-04-03,H30035,300非银,行业，金融,31.7,韭圈儿
2013-04-08,H30035,300非银,行业，金融,31.28,韭圈儿
2013-04-09,H30035,300非银,行业，金融,32.04,韭圈儿
2013-04-10,H30035,300非银,行业，金融,31.95,韭圈儿
2013-04-11,H30035,300非银,行业，金融,31.72,韭圈儿
2013-04-12,H30035,300非银,行业，金融,31.29,韭圈儿
2013-04-15,H30035,300非银,行业，金融,31.05,韭圈儿
2013-04-16,H30035,300非银,行业，金融,32.05,韭圈儿
2013-04-17,H30035,300非银,行业，金融,31.82,韭圈儿
2013-04-18,H30035,300非银,行业，金融,31.98,韭圈儿
2013-04-19,H30035,300非银,行业，金融,32.79,韭圈儿
2013-04-22,H30035,300非银,行业，金融,32.1,韭圈儿
