,name,code,close,rate,premium,tag,mtexp,fundfirm,listdate,index,avgamount,m1,y0,y1,y3,y5,scale
0,黄金ETF,518880,6.566,9976,10000,商品，黄金,0.60%,华安基金,2013-07-29,黄金9999指数,190667.49,10587,11076,14117,17247,17999,286.76
1,纳指ETF,513100,1.56,9968,10000,跨境，美国,0.80%,国泰基金,2013-05-15,纳斯达克100指数,70069.58,9659,9576,11927,17450,21161,144.05
2,豆粕ETF,159985,1.967,9965,10000,商品，农产品,0.60%,华夏基金,2019-12-05,大商所豆粕期货价格指数,44817.54,10298,10766,9995,13096,20881,41.93
3,科创50ETF,588000,1.161,9991,9990,宽基，中小盘，科创板,0.20%,华夏基金,2020-11-16,科创50指数,598626.64,11506,11110,14404,9000,10000,929.31
4,标普500ETF,513500,2.094,10000,10000,跨境，美国,0.80%,博时基金,2014-01-15,标准普尔500指数,22131.9,9536,9685,11932,16527,19326,158.38
5,创业板ETF,159915,2.191,9973,9995,宽基，中小盘,0.20%,易方达基金,2011-12-09,创业板指,317223.53,10804,10423,12858,7930,9982,915.0
6,恒生科技指数ETF,513180,0.786,10090,10000,跨境，香港，科技,0.65%,华夏基金,2021-05-25,恒生科技指数,682303.39,12243,12864,17199,12536,10000,229.75
7,沪深300ETF,510300,4.022,10002,10001,宽基，大盘股,0.20%,华泰柏瑞基金,2012-05-28,沪深300指数,477682.46,10294,10000,11682,9140,10462,3596.27
8,医疗ETF,512170,0.349,10000,9981,行业，医药,0.60%,华宝基金,2019-06-17,中证医疗指数,99951.58,11222,10673,9887,6070,6686,250.79
9,机器人ETF,562500,1.014,10000,10008,主题，新兴产业，机器人,0.60%,华夏基金,2021-12-29,机器人指数,167780.42,12411,13033,14506,11602,10000,41.37
10,红利低波ETF,512890,1.072,10009,10009,策略，红利,0.60%,华泰柏瑞基金,2019-01-18,红利低波指数,39673.4,9772,9537,10752,13121,18923,137.5
11,中概互联网ETF,513050,1.45,10035,10000,跨境，中概股,0.80%,易方达基金,2017-01-18,中国互联网50指数,484098.02,12134,12436,16004,12642,9758,363.35
12,酒ETF,512690,0.584,10000,9990,行业，食品饮料，酒,0.60%,鹏华基金,2019-05-06,中证酒指数,89353.56,10246,9481,8835,6854,14028,125.52
13,香港证券ETF,513090,1.538,9935,10102,跨境，香港,0.20%,易方达基金,2020-03-26,香港证券港元指数,552563.44,10441,10378,15504,12979,10000,86.83
14,半导体ETF,512480,1.151,10000,10006,行业，半导体，芯片,0.60%,国联安基金,2019-06-12,半导体指数,199532.66,11626,11407,16609,9922,9404,238.58
15,德国ETF,513030,1.717,10006,10000,跨境，德国,1.00%,华安基金,2014-09-05,德国DAX指数,322463.28,10381,11982,13067,16557,15839,8.64
16,科创芯片ETF,588200,1.675,9976,10004,行业，半导体，芯片，科创板,0.60%,嘉实基金,2022-10-26,科创芯片指数,310514.18,11771,11441,17466,10000,10000,227.98
17,恒生ETF,159920,1.419,10014,10000,跨境，香港,0.75%,华夏基金,2012-10-22,香港恒生指数,138918.52,11379,11471,14362,12170,9556,190.8
18,消费ETF,159928,0.778,10000,10008,行业，消费，必选消费,0.60%,汇添富基金,2013-09-16,中证消费指数,35144.7,10065,9523,9262,7060,10240,135.21
19,创业板50ETF,159949,0.99,10000,9993,宽基，中小盘,0.60%,华安基金,2016-07-22,创业板50指数,121342.92,10703,10302,13488,7958,11593,298.87
20,游戏ETF,159869,1.233,10000,10017,主题，游戏,0.60%,华夏基金,2021-03-05,动漫游戏指数,51963.37,12269,12318,12518,13916,10000,54.14
21,红利ETF,510880,2.975,10000,10000,策略，红利,0.60%,华泰柏瑞基金,2007-01-18,红利指数,73186.93,9581,9292,10100,11954,14191,233.99
22,日经ETF,513520,1.454,9979,10000,跨境，日本,0.25%,华夏基金,2019-06-25,日经225指数,20032.53,9871,10000,9267,13513,13808,10.14
23,中证红利ETF,515080,1.466,9986,10006,策略，红利,0.30%,招商基金,2019-12-27,中证红利指数,25577.46,9670,9379,10242,11579,17806,65.95
24,东南亚科技ETF,513730,1.21,9918,10000,跨境，新加坡，东南亚,0.50%,华泰柏瑞基金,2023-12-01,新交所泛东南亚科技指数,19630.33,9265,8963,11886,10000,10000,26.6
25,恒生互联网ETF,513330,0.515,10078,10000,跨境，香港，互联网,0.65%,华夏基金,2021-02-08,恒生互联网科技业指数,654781.21,11894,12350,15653,9810,10000,270.42
26,金融科技ETF,159851,1.606,10000,10004,主题，金融科技,0.60%,华宝基金,2021-03-19,金融科技指数,70868.87,11809,11199,17195,14125,10000,46.7
27,恒生医疗ETF,513060,0.448,10022,10000,跨境，香港，医药，医疗保健,0.65%,博时基金,2021-03-29,恒生医疗保健指数,250475.4,11667,11487,11517,7619,10000,142.16
28,中证1000ETF,512100,2.574,10000,10000,宽基，中小盘,0.20%,南方基金,2016-11-04,中证1000指数,158707.41,11019,10806,12399,8942,11434,538.73
29,法国CAC40ETF,513080,1.661,9952,10000,跨境，法国,0.65%,华安基金,2020-06-12,法国CAC40指数,562413.88,10253,11284,10349,13923,10000,6.01
30,恒生科技ETF,513130,0.769,10065,10000,跨境，香港，科技,0.25%,华泰柏瑞基金,2021-06-01,恒生科技指数,674381.7,12226,12903,17089,12343,10000,199.87
31,红利低波50ETF,515450,1.372,10051,10000,策略，低波动，红利,0.60%,南方基金,2020-02-26,标普中国A股大盘红利低波50指数,8881.55,9765,9541,11423,14080,10000,52.1
32,中证2000ETF,563300,1.126,9991,10022,宽基，中小盘,0.60%,华泰柏瑞基金,2023-09-14,中证2000指数,52922.72,11193,11083,12987,10000,10000,29.29
33,人工智能ETF,159819,1.08,10000,9994,主题，新兴产业，人工智能,0.20%,易方达基金,2020-09-23,CS人工智能指数,104733.82,11960,11868,15276,11345,10000,85.15
34,证券ETF,512880,1.117,10000,9995,行业，金融，证券,0.60%,国泰基金,2016-08-08,证券公司指数,209047.44,10285,9547,12480,10930,10410,283.63
35,云计算ETF,516510,1.383,10000,10009,主题，TMT，互联网,0.20%,易方达基金,2021-04-07,云计算指数,62897.37,12723,12539,16100,14619,10000,9.8
36,光伏ETF,515790,0.747,10000,10009,主题，光伏，新兴产业,0.60%,华泰柏瑞基金,2020-12-18,光伏产业指数,44380.29,10433,9868,9132,4879,10000,90.35
37,纳指ETF,159941,1.168,9932,10000,跨境，美国,1.00%,广发基金,2015-07-13,纳斯达克100指数,80725.54,9504,9488,11846,17317,21864,237.92
38,半导体设备ETF,159516,1.128,10036,9998,行业，半导体，芯片,0.60%,国泰基金,2023-07-27,半导体材料设备指数,31696.77,11510,11257,14278,10000,10000,16.85
39,中证500ETF,510500,5.981,10013,9994,宽基，中小盘,0.20%,南方基金,2013-03-15,中证500指数,206195.77,10709,10462,11719,9241,11091,1017.5
40,医药ETF,512010,0.362,10000,9980,行业，医药,0.60%,易方达基金,2013-10-28,300医药指数,83346.43,10462,10028,9679,6654,7185,231.22
41,港股创新药ETF,513120,0.845,9941,10000,跨境，香港，医药,0.60%,广发基金,2022-07-12,港股创新药港币指数,236695.74,11752,11655,12574,10000,10000,78.75
42,标普ETF,159655,1.59,9937,10000,跨境，美国,0.75%,华夏基金,2022-10-25,标准普尔500指数,21775.5,9436,9613,11883,10000,10000,6.22
43,上证50ETF,510050,2.703,10000,10003,宽基，大盘股,0.20%,华夏基金,2005-02-23,上证50指数,219386.51,10227,9872,11371,9302,10076,1515.13
44,中证A500ETF,159338,0.967,10000,9984,宽基，中小盘,0.20%,国泰基金,2024-10-15,中证A500指数,361511.25,10409,10126,10000,10000,10000,281.52
45,标普500ETF基金,513650,1.56,9949,10000,跨境，美国,0.75%,南方基金,2023-04-04,标准普尔500指数,11862.82,9535,9781,11890,10000,10000,38.84
46,大数据ETF,515400,1.07,10000,10004,主题，新兴产业,0.60%,富国基金,2021-01-20,中证数据指数,35941.45,13145,12768,15575,11694,10000,11.24
47,科创创业ETF,159781,0.601,10000,9993,宽基，中小盘,0.20%,易方达基金,2021-07-05,科创创业50指数,19428.74,11048,10637,13238,8233,10000,93.08
48,纳斯达克ETF,513300,1.948,9883,10000,跨境，美国,0.80%,华夏基金,2020-11-05,纳斯达克100指数,41094.83,9493,9303,11893,17629,10000,51.0
49,通信ETF,515880,1.436,10021,9997,行业，TMT，通信,0.60%,国泰基金,2019-09-06,通信设备指数,31340.07,10590,10528,13742,13755,10346,24.75
50,创新药ETF,159992,0.717,10014,9989,行业，医药,0.55%,银华基金,2020-04-10,CS创新药指数,64846.38,10575,10287,10056,6651,10000,99.27
51,芯片ETF,512760,1.27,9969,9995,行业，半导体，芯片,0.60%,国泰基金,2019-06-12,中华半导体人民币指数,67040.6,11673,11289,16261,9366,9762,127.41
52,有色ETF,159980,1.682,10024,10000,商品，有色金属,0.70%,大成基金,2019-12-24,上期有色金属指数,9667.21,10182,10287,11001,10612,17613,7.45
53,芯片ETF,159995,1.383,10014,9991,行业，半导体，芯片,0.60%,华夏基金,2020-02-10,国证芯片指数,125803.63,11710,11281,16784,9389,9872,261.06
54,新能源ETF,516160,1.97,10005,10005,主题，新能源，新兴产业,0.20%,南方基金,2021-02-04,中证新能指数,14026.6,10507,9960,10374,4899,10000,46.89
55,银行ETF,512800,1.467,9980,10002,行业，金融，银行,0.60%,华宝基金,2017-08-03,中证银行指数,58861.78,9760,9879,12657,12517,14106,74.88
56,H股ETF,510900,1.109,10009,10111,跨境，香港，中概股,0.75%,易方达基金,2012-10-22,恒生中国企业指数,77348.32,11480,11674,15446,12971,9188,108.57
57,机器人ETF,159770,1.051,10010,10016,主题，新兴产业，机器人,0.60%,天弘基金,2021-11-08,机器人指数,63285.08,12423,13040,14597,11691,10000,14.16
58,AI人工智能ETF,512930,1.55,10026,10020,主题，新兴产业，人工智能,0.20%,平安基金,2019-08-23,CS人工智能指数,24396.0,12016,11914,15160,11292,10838,11.24
59,短融ETF,511360,111.219,10000,10000,债券，信用债，短期融资券,0.20%,海富通基金,2020-09-25,中证短融指数,751621.47,10005,10007,10189,10658,10000,293.41
60,军工ETF,512660,1.039,10010,9984,行业，军工,0.60%,国泰基金,2016-08-08,中证军工指数,44329.43,10602,9971,12152,8366,11596,99.94
61,恒生医疗ETF基金,159303,1.236,10000,10000,跨境，香港，医药，医疗保健,0.60%,大成基金,2024-06-27,恒生医疗保健指数,18728.37,11682,11573,10000,10000,10000,0.32
62,恒生科技ETF,159740,0.777,10130,10000,跨境，香港，科技,0.60%,大成基金,2021-05-27,恒生科技指数,194918.94,12353,13059,17267,12353,10000,45.74
63,养殖ETF,159865,0.547,10018,10004,行业，畜牧养殖,0.60%,国泰基金,2021-03-08,中证畜牧指数,10494.8,9945,9647,9026,6420,10000,32.32
64,道琼斯ETF,513400,1.134,9991,10000,跨境，美国,0.65%,鹏华基金,2024-02-02,道琼斯工业平均指数,10117.62,9668,9793,11217,10000,10000,17.08
65,电池ETF,159755,0.725,10000,9985,主题，新兴产业，新能源车，电池,0.60%,广发基金,2021-06-24,新能电池指数,18281.74,11310,11120,13476,6213,10000,33.23
66,科创AIETF,588790,1.332,9992,10045,主题，新兴产业，人工智能,0.60%,博时基金,2025-01-09,科创AI指数,33547.63,12187,10000,10000,10000,10000,2.34
67,中概互联ETF,159605,1.096,10000,10000,跨境，中概股,0.60%,广发基金,2021-12-02,中国互联网30人民币指数,150327.91,11760,12178,15350,13431,10000,70.66
68,人工智能AIETF,515070,1.377,10000,10007,主题，新兴产业，人工智能,0.60%,华夏基金,2019-12-24,CS人工智能指数,27413.71,11974,11860,15249,11268,9971,29.58
69,旅游ETF,159766,0.654,10000,10004,主题，旅游,0.60%,富国基金,2021-07-23,中证旅游指数,9896.1,9747,9277,9303,6387,10000,22.06
70,创业板成长ETF,159967,0.468,9957,9996,策略，动量，成长,0.60%,华夏基金,2019-07-15,创成长指数,13010.8,10400,10377,11848,6753,11085,46.84
71,沙特ETF,159329,1.118,9911,10000,跨境，沙特,0.60%,南方基金,2024-07-16,富时阿拉伯指数,117735.27,9247,10939,10000,10000,10000,2.61
72,软件ETF,515230,0.957,10010,10007,主题，新兴产业，软件,0.60%,国泰基金,2021-03-02,软件指数,19930.44,12207,12222,14678,10279,10000,11.19
73,证券ETF,159841,1.014,10000,10013,行业，金融，证券,0.60%,天弘基金,2021-02-09,证券公司指数,30676.59,10305,9548,12457,10927,10000,62.39
74,消费50ETF,515650,1.113,10009,9997,行业，消费,0.60%,富国基金,2019-11-11,CS消费50指数,6712.22,9841,9505,10082,8130,11439,23.04
75,传媒ETF,512980,0.851,9953,9986,行业，TMT，传媒,0.60%,广发基金,2018-01-19,中证传媒指数,20277.37,11023,10995,11986,12037,8728,29.04
76,港股通科技30ETF,159636,1.366,10081,10167,跨境，香港，科技,0.52%,工银瑞信基金,2022-07-20,港股通科技指数,90489.07,12850,13275,20511,10000,10000,76.78
77,黄金基金ETF,518800,6.498,9995,10000,商品，黄金,0.60%,国泰基金,2013-07-29,黄金9999指数,24350.92,10600,11096,14141,17241,17975,71.42
78,A500ETF基金,512050,0.964,10000,10002,宽基，中小盘,0.20%,华夏基金,2024-11-15,中证A500指数,486021.7,10422,10147,10000,10000,10000,184.12
79,食品饮料ETF,515170,0.559,9982,9989,行业，食品饮料,0.60%,华夏基金,2021-01-13,细分食品指数,8085.14,10036,9379,9255,7121,10000,33.67
80,科创板50ETF,588080,1.129,10000,9994,宽基，中小盘，科创板,0.20%,易方达基金,2020-11-16,科创50指数,168878.81,11520,11134,14364,8855,10000,589.02
81,消费电子ETF,159732,0.923,10000,10032,主题，消费电子,0.60%,华夏基金,2021-08-23,消费电子指数,28918.8,11094,11466,15513,9925,10000,17.08
82,新能车ETF,515700,1.766,10000,9987,主题，新兴产业，新能源车,0.20%,平安基金,2020-02-10,新能源车指数,9436.94,11256,11170,12705,6212,13983,26.39
83,新能源车ETF,515030,1.331,10000,9983,主题，新兴产业，新能源车,0.60%,华夏基金,2020-03-04,CS新能车指数,13958.58,11223,11147,12592,6039,10000,48.59
84,稀土ETF,516780,1.075,10009,9980,主题，稀土,0.60%,华泰柏瑞基金,2021-03-08,稀土产业指数,6854.07,10793,10870,13046,7987,10000,8.71
85,软件ETF,159852,0.959,10031,9999,主题，新兴产业，软件,0.60%,嘉实基金,2021-02-09,软件服务指数,41703.15,12635,12438,14868,10105,10000,14.32
86,纳斯达克指数ETF,159501,1.445,9911,10000,跨境，美国,0.60%,嘉实基金,2023-06-14,纳斯达克100指数,23610.5,9659,9544,11952,10000,10000,69.59
87,智能汽车ETF,515250,1.121,10000,10059,主题，智能汽车,0.60%,富国基金,2021-01-08,CS智汽车指数,12742.65,11837,12015,15087,10399,10000,6.18
88,煤炭ETF,515220,1.004,10000,10004,行业，煤炭，资源,0.60%,国泰基金,2020-03-02,中证煤炭指数,24292.34,9517,8861,7996,10544,10000,28.54
89,有色金属ETF,512400,1.021,10039,9997,行业，资源，有色金属,0.60%,南方基金,2017-09-01,有色金属指数,13437.81,10010,10493,11302,7384,13176,43.65
90,沪深300ETF易方达,510310,3.863,10000,10002,宽基，大盘股,0.20%,易方达基金,2013-03-25,沪深300指数,140677.93,10285,10000,11717,9279,10811,2476.8
91,云计算沪港深ETF,517390,1.272,9899,10074,跨境，香港，云计算,0.60%,天弘基金,2021-12-23,SHS云计算人民币指数,6255.25,12669,12657,17097,14055,10000,0.482
92,深红利ETF,159905,1.609,10000,10007,策略，红利,0.60%,工银瑞信基金,2011-01-11,深证红利指数,6096.18,9975,9746,10450,8624,9595,34.26
93,沙特ETF,520830,1.098,9982,10000,跨境，沙特,0.60%,华泰柏瑞基金,2024-07-16,富时阿拉伯指数,78567.91,9321,10893,10000,10000,10000,2.79
94,机器人ETF基金,562360,1.103,10000,10038,主题，新兴产业，机器人,0.60%,银华基金,2021-10-15,机器人指数,8646.42,12421,13022,14418,11290,10000,1.84
95,军工龙头ETF,512710,0.595,10000,10011,行业，军工,0.60%,富国基金,2019-08-26,军工龙头指数,28088.09,10294,9597,11442,6800,10119,58.35
96,机器人指数ETF,159526,1.493,10047,10019,主题，新兴产业，机器人,0.60%,嘉实基金,2024-04-24,机器人指数,10999.01,12473,13085,10000,10000,10000,1.65
97,电力ETF,159611,0.928,9989,9993,行业，电力,0.60%,广发基金,2022-01-07,电力指数,17356.57,9893,9364,10175,9893,10000,15.41
98,中韩半导体ETF,513310,1.624,9890,10000,跨境，韩国,0.95%,华泰柏瑞基金,2022-12-22,中韩半导体指数,91976.54,10870,11437,14061,10000,10000,6.6
99,港股科技30ETF,513160,1.248,10105,10120,跨境，香港，科技,0.60%,银华基金,2022-02-09,恒生港股通中国科技指数,112499.89,12919,13506,19654,13882,10000,1.44
100,创业板人工智能ETF华宝,159363,1.124,10009,9986,主题，新兴产业，人工智能,0.60%,华宝基金,2024-12-16,创业板人工智能指数,18411.97,11540,11660,10000,10000,10000,6.69
101,房地产ETF,512200,1.435,10042,10000,行业，金融，房地产,0.60%,南方基金,2017-09-25,房地产指数,27499.2,10384,9815,10402,6479,6066,42.96
102,恒生科技ETF基金,513260,1.505,10094,10000,跨境，香港，科技,0.20%,汇添富基金,2022-09-13,恒生科技指数,57668.71,12226,12852,17239,10000,10000,15.52
103,云计算ETF华泰柏瑞,159738,1.36,10022,10047,跨境，香港，云计算,0.60%,华泰柏瑞基金,2022-01-28,SHS云计算人民币指数,4997.94,12734,12710,16958,14346,10000,0.607
104,5G通信ETF,515050,1.262,10000,10000,主题，新兴产业，5G,0.60%,华夏基金,2019-10-16,5G通信指数,17020.14,10964,11060,14847,11473,8894,69.2
105,人工智能ETF,515980,1.165,10000,10008,主题，新兴产业，人工智能,0.60%,华富基金,2020-02-10,人工智能指数,23553.63,11998,11986,15349,10918,8975,19.14
106,红利低波100ETF,515100,1.42,10007,10015,策略，低波动，红利,0.60%,景顺长城基金,2020-07-03,红利低波100指数,12384.21,9793,9498,10741,12670,10000,67.9
107,恒生高股息ETF,513690,0.902,9989,10129,跨境，香港，策略，红利,0.60%,博时基金,2021-05-20,恒生高股息率指数,6047.53,10273,9989,12160,10537,10000,33.42
108,恒生ETF,513660,2.84,10007,10000,跨境，香港,0.60%,华夏基金,2015-01-26,香港恒生指数,35793.37,11429,11549,14654,12827,10940,48.63
109,香港科技ETF,513560,1.37,10148,10000,跨境，香港，科技,0.60%,兴银基金,2023-02-13,HKC科技港币指数,92540.28,13060,13538,18819,10000,10000,0.849
110,教育ETF,513360,0.569,10053,10000,跨境，教育,0.65%,博时基金,2021-06-17,中国教育人民币指数,119667.71,10942,11312,9163,14405,10000,3.64
111,纳指生物科技ETF,513290,1.199,9950,10000,跨境，美国，生物科技,0.65%,汇添富基金,2022-08-29,纳斯达克生物科技指数,8493.76,10161,10372,10230,10000,10000,15.27
112,科技ETF,515000,1.436,10000,10023,主题，新兴产业，科技,0.60%,华宝基金,2019-08-16,科技龙头指数,13088.8,11097,10962,13433,9235,8604,33.36
113,科创100指数ETF,588030,1.041,10000,10009,宽基，中小盘，科创板,0.20%,博时基金,2023-09-15,科创100指数,65992.98,11528,11605,12789,10000,10000,75.04
114,国开ETF,159650,106.07,10000,10000,债券，利率债，国开债,0.20%,博时基金,2022-10-28,中债-0-3年国开行债券全价(总值)指数,13960.33,9972,9967,10267,10000,10000,53.78
115,VRETF,159786,1.01,10020,10091,主题，增强现实,0.60%,银华基金,2021-08-06,中证VR指数,1501.27,11530,11785,15420,10791,10000,1.35
116,券商ETF,512000,1.069,10000,10010,行业，金融，证券,0.60%,华宝基金,2016-09-14,证券公司指数,108776.84,10299,9545,12474,10919,10480,236.71
117,恒生红利低波ETF,159545,1.215,10000,10000,跨境，香港,0.20%,易方达基金,2024-04-15,恒生港股通高股息低波动指数,2722.37,10149,9967,10000,10000,10000,4.64
118,医药ETF,159929,1.267,9969,9993,行业，医药,0.60%,汇添富基金,2013-09-16,中证医药指数,10016.44,10445,10000,9569,6931,7228,22.41
119,医疗ETF龙头,560260,0.873,10000,10003,行业，医药,0.55%,广发基金,2023-09-15,中证医疗指数,3751.34,11250,10725,9954,10000,10000,16.01
120,恒生科技ETF易方达,513010,0.801,10038,10000,跨境，香港，科技,0.25%,易方达基金,2021-05-25,恒生科技指数,185544.07,12173,12796,17115,12775,10000,74.45
121,纳斯达克100指数ETF,159513,1.3,9909,10000,跨境，美国,1.05%,大成基金,2023-07-28,纳斯达克100指数,8915.22,9517,9482,11938,10000,10000,53.94
122,MSCIA股ETF易方达,512090,1.579,10000,9997,MSCI,0.20%,易方达基金,2018-06-01,MSCI中国A股国际通指数,1086.14,10287,10038,11731,9449,13104,4.43
123,纳指100ETF,159660,1.674,9882,10000,跨境，美国,0.65%,汇添富基金,2023-04-17,纳斯达克100指数,11456.07,9593,9203,11906,10000,10000,18.94
124,港股通互联网ETF,159792,0.901,9989,10130,跨境，香港，互联网,0.60%,富国基金,2021-09-28,HKC互联网指数,385830.89,12601,12964,18202,12159,10000,221.9
125,机器人ETF易方达,159530,1.459,10000,10008,主题，新兴产业，机器人,0.60%,易方达基金,2024-01-18,机器人100指数,5422.7,11979,12524,14165,10000,10000,1.77
126,中证A50指数ETF,159593,1.147,9991,10005,宽基，大盘,0.20%,平安基金,2024-03-12,中证A50指数,33505.53,10287,9957,10000,10000,10000,89.05
127,科创板人工智能ETF,588930,1.305,10000,10021,主题，新兴产业，人工智能,0.60%,银华基金,2025-01-14,科创AI指数,10629.63,12128,10000,10000,10000,10000,2.18
128,纳指ETF易方达,159696,1.43,9944,10000,跨境，美国,0.60%,易方达基金,2023-08-25,纳斯达克100指数,10544.44,9682,9552,11927,10000,10000,13.9
129,创业50ETF,159682,0.96,9990,10000,宽基，中小盘,0.20%,景顺长城基金,2023-01-03,创业板50指数,22203.3,10667,10300,13502,10000,10000,56.5
130,双创50ETF,588380,0.618,9984,9997,宽基，中小盘,0.60%,富国基金,2021-07-06,科创创业50指数,6013.22,11016,10637,13233,8295,10000,26.68
131,国防ETF,512670,0.687,10015,9984,行业，军工,0.40%,鹏华基金,2019-08-01,中证国防指数,13840.63,10489,9885,11664,6975,10734,29.63
132,日经225ETF,513880,1.335,9993,10000,跨境，日本,0.25%,华安基金,2019-06-25,日经225指数,8223.94,10000,10000,9695,12775,12936,13.64
133,医疗ETF易方达,159847,0.406,10000,9995,行业，医药,0.20%,易方达基金,2021-07-19,中证医疗指数,2484.44,11247,10628,10050,6364,10000,7.59
134,农业ETF,159825,0.647,10000,10000,行业，农业,0.60%,富国基金,2020-12-29,中证农业指数,14919.55,10000,9715,9487,6663,10000,16.71
135,软件指数ETF,560360,1.65,9970,10010,主题，新兴产业，软件,0.60%,万家基金,2024-06-24,软件服务指数,2450.12,12576,12350,10000,10000,10000,0.846
136,港股消费ETF,513230,1.042,9738,10127,跨境，香港，消费,0.60%,华夏基金,2022-01-24,HKC消费港元指数,6020.84,11841,11881,16080,11425,10000,1.66
137,能源化工ETF,159981,1.424,9986,10000,商品，化工,0.60%,建信基金,2020-01-17,易盛能化A,3164.0,9916,9834,8779,8861,15149,2.93
138,科创100ETF基金,588220,1.042,10010,9998,宽基，中小盘，科创板,0.20%,鹏华基金,2023-09-15,科创100指数,46374.67,11527,11604,12738,10000,10000,61.59
139,云计算ETF,159890,1.41,10071,10018,主题，TMT，互联网,0.25%,招商基金,2021-04-02,云计算指数,9185.42,12807,12623,16338,14642,10000,1.69
140,家电ETF,159996,1.387,10000,9999,行业，家电,0.60%,国泰基金,2020-03-16,家用电器指数,6238.22,10305,10413,12644,12135,10000,15.84
141,A50ETF,159601,0.828,9964,10000,MSCI,0.60%,华夏基金,2021-11-08,MSCI中国A50互联互通人民币指数,6076.17,10299,9976,11948,8932,10000,38.73
142,新经济ETF,159822,0.685,10044,10000,跨境，新兴产业,0.35%,银华基金,2020-10-23,标普新中国行业指数,131872.3,10538,11417,12615,9956,10000,1.55
143,生物医药ETF,512290,0.94,9937,9992,行业，医药，生物科技,0.60%,国泰基金,2019-05-20,CS生医指数,10801.09,10780,10330,9261,6690,6620,40.35
144,金融科技ETF华夏,516100,1.309,10008,10009,主题，金融科技,0.60%,华夏基金,2021-07-23,金融科技指数,5194.79,11814,11198,17066,13808,10000,3.81
145,港股互联网ETF,159568,1.757,10011,10000,跨境，香港，互联网,0.60%,博时基金,2024-02-27,HKC互联网指数,81582.07,12613,12862,10000,10000,10000,0.791
146,黄金ETF,159934,6.513,9997,10000,商品，黄金,0.60%,易方达基金,2013-12-16,黄金9999指数,55243.18,10607,11097,14159,17271,18022,132.48
147,纳斯达克ETF,159632,1.762,9916,10000,跨境，美国,0.80%,华安基金,2022-08-03,纳斯达克100指数,19415.57,9545,9211,11865,10000,10000,95.69
148,钢铁ETF,515210,1.204,10000,10004,行业，钢铁,0.60%,国泰基金,2020-03-02,中证钢铁指数,4370.84,10344,10247,10816,7919,10000,8.66
149,能源ETF,159930,1.24,9992,10013,行业，资源，能源,0.60%,汇添富基金,2013-09-16,中证能源指数,2740.79,9337,8726,8511,12692,19255,2.71
150,德国ETF,159561,1.242,10000,10000,跨境，德国,0.60%,嘉实基金,2024-04-30,德国DAX指数,98376.05,7384,11908,10000,10000,10000,1.12
151,港股科技50ETF,513980,0.748,10177,10075,跨境，香港，科技,0.60%,景顺长城基金,2021-07-02,HKC科技人民币指数,136712.4,13169,13700,18937,12830,10000,58.1
152,中证A50ETF指数基金,560350,1.116,10000,10011,宽基，大盘,0.20%,摩根资产管理,2024-03-12,中证A50指数,17464.91,10333,9986,10000,10000,10000,39.28
153,港股通红利ETF,513530,1.444,10000,10000,跨境，香港，红利,0.60%,华泰柏瑞基金,2022-04-25,港股通高股息港元指数,5025.19,10133,9904,12416,10000,10000,12.69
154,价值100ETF,512040,0.94,10064,10002,策略，价值,0.70%,富国基金,2018-11-29,国信价值指数,3367.73,9741,9582,10829,11164,17864,20.05
155,纳斯达克100ETF,159659,1.653,9898,10000,跨境，美国,0.65%,招商基金,2023-04-25,纳斯达克100指数,28059.42,9672,9655,12057,10000,10000,44.6
156,科创200ETF,588230,1.119,10063,10000,宽基，中小盘，科创板,0.20%,华泰柏瑞基金,2024-12-24,科创200指数,4680.14,11501,11717,10000,10000,10000,3.42
157,纳斯达克100ETF,513110,1.781,9928,10000,跨境，美国,1.00%,华泰柏瑞基金,2023-03-20,纳斯达克100指数,17968.48,9679,9622,11929,10000,10000,23.25
158,黄金股ETF,517520,1.155,9931,10040,行业，黄金,0.60%,永赢基金,2023-11-01,SSH黄金股票指数,8606.74,10079,10865,11920,10000,10000,16.51
159,影视ETF,516620,1.053,10000,9972,主题，TMT，影视,0.60%,国泰基金,2021-11-05,中证影视指数,1646.88,11396,11471,12048,10467,10000,0.635
160,工业有色ETF,560860,0.82,10024,9996,行业，资源，有色金属,0.60%,万家基金,2023-03-13,工业有色指数,2422.7,9809,10340,10948,10000,10000,3.44
161,食品ETF,515710,0.596,10000,10012,行业，食品饮料,0.60%,华宝基金,2021-01-07,细分食品指数,2520.85,10085,9401,9371,7313,10000,8.56
162,金融科技ETF,516860,1.375,10000,10021,主题，金融科技,0.60%,博时基金,2021-10-11,金融科技指数,13375.28,11823,11215,17166,13709,10000,10.71
163,机器人100ETF,159559,1.321,10000,10015,主题，新兴产业，机器人,0.60%,景顺长城基金,2023-12-12,机器人100指数,7628.51,12042,12521,14053,10000,10000,0.878
164,日经ETF,159866,1.11,9946,10000,跨境，日本,0.25%,工银瑞信基金,2021-04-08,日经225指数,59606.87,10174,10393,9677,13520,10000,6.18
165,中证A500ETF摩根,560530,0.997,10000,9998,宽基，中小盘,0.20%,摩根资产管理,2024-10-15,中证A500指数,63987.75,10440,10152,10000,10000,10000,114.14
166,中证A50ETF基金,561230,1.123,10000,10013,宽基，大盘,0.20%,工银瑞信基金,2024-03-18,中证A50指数,4183.17,10322,10018,10000,10000,10000,25.77
